tloss_a_step,tloss_step,w_accuracy_step,w_stability_step,epoch,trainer/global_step,tloss_s_step,_timestamp,_runtime,_step,tloss_a_epoch,tloss_s_epoch,tloss_epoch,w_accuracy_epoch,w_stability_epoch,sMAPE,RMSSC,RMSSE,sMAPC
,,,,14,1394,,1778809615.3542047,777.06972364,41,0.9554290175437927,0.3379237949848175,0.8628031611442566,0.849999189376831,0.14999987185001373,,,,
0.9275315403938293,0.8333976864814758,0.8500000238418579,0.15000000596046448,15,1399,0.29997217655181885,1778809617.9754112,779.69045705,42,,,,,,,,,
0.9791666865348816,0.8798677325248718,0.8500000238418579,0.15000000596046448,15,1449,0.31717321276664734,1778809645.1751053,806.890134934,43,,,,,,,,,
,,,,15,1487,,1778809667.247959,828.963051168,44,0.9486047029495239,0.3393024802207947,0.8572097420692444,0.849999189376831,0.14999987185001373,,,,
0.9661988019943237,0.8728123903274536,0.8500000238418579,0.15000000596046448,16,1499,0.34362292289733887,1778809673.7945156,835.509576534,45,,,,,,,,,
0.9624658823013306,0.8705988526344299,0.8500000238418579,0.15000000596046448,16,1549,0.3500188887119293,1778809700.5483253,862.263529936,46,,,,,,,,,
,,,,16,1580,,1778809719.0498981,880.765010038,47,0.9416637420654297,0.35070428252220154,0.8530200719833374,0.849999189376831,0.14999987185001373,,,,
0.9308067560195923,0.8424034118652344,0.8500000238418579,0.15000000596046448,17,1599,0.3414512574672699,1778809729.1859732,890.900978623,48,,,,,,,,,
0.8823596835136414,0.7965424656867981,0.8500000238418579,0.15000000596046448,17,1649,0.31024467945098877,1778809756.0567954,917.771919231,49,,,,,,,,,
,,,,17,1673,,1778809770.6585393,932.373670394,50,0.9328599572181702,0.3475624918937683,0.8450654745101929,0.849999189376831,0.14999987185001373,,,,
0.9405571222305298,0.853603720664978,0.8500000238418579,0.15000000596046448,18,1699,0.36086758971214294,1778809784.5985522,946.313567904,51,,,,,,,,,
0.9688876867294312,0.874538242816925,0.8500000238418579,0.15000000596046448,18,1749,0.33989107608795166,1778809811.419094,973.134288859,52,,,,,,,,,
,,,,18,1766,,1778809822.3505726,984.065791004,53,0.9304402470588684,0.3524474799633026,0.843741238117218,0.849999189376831,0.14999987185001373,,,,
0.9187659025192261,0.836398720741272,0.8500000238418579,0.15000000596046448,19,1799,0.3696514964103699,1778809840.1646235,1001.879654087,54,,,,,,,,,
0.9021240472793579,0.8183386921882629,0.8500000238418579,0.15000000596046448,19,1849,0.3435547351837158,1778809867.1080441,1028.823241662,55,,,,,,,,,
,,,,19,1859,,1778809874.5015445,1036.216657973,56,0.9203445911407471,0.3535442650318146,0.8353245258331299,0.849999189376831,0.14999987185001373,,,,
0.8289893865585327,0.750390350818634,0.8500000238418579,0.15000000596046448,20,1899,0.30499571561813354,1778809896.2199893,1057.93503793,57,,,,,,,,,
0.9333536028862,0.8494845032691956,0.8500000238418579,0.15000000596046448,20,1949,0.37422627210617065,1778809922.9913013,1084.706557507,58,,,,,,,,,
,,,,20,1952,,1778809926.3812306,1088.096398861,59,0.8998541831970215,0.3564950227737427,0.818350613117218,0.849999189376831,0.14999987185001373,,,,
0.9078788757324219,0.8258475661277771,0.8500000238418579,0.15000000596046448,21,1999,0.36100348830223083,1778809951.649834,1113.364851337,60,,,,,,,,,
,,,,21,2045,,1778809978.035415,1139.750544409,61,0.8979097008705139,0.36236706376075745,0.8175783753395081,0.849999189376831,0.14999987185001373,,,,
0.8508400917053223,0.776233434677124,0.8500000238418579,0.15000000596046448,22,2049,0.3534623682498932,1778809980.349743,1142.064765265,62,,,,,,,,,
0.9074791669845581,0.825695812702179,0.8500000238418579,0.15000000596046448,22,2099,0.36225685477256775,1778810007.0445251,1168.759681779,63,,,,,,,,,
,,,,22,2138,,1778810029.5416179,1191.256771234,64,0.8886880278587341,0.3613234758377075,0.8095835447311401,0.849999189376831,0.14999987185001373,,,,
0.8618165254592896,0.7878580689430237,0.8500000238418579,0.15000000596046448,23,2149,0.3687601685523987,1778810035.4648871,1197.179906519,65,,,,,,,,,
0.8652655482292175,0.7913602590560913,0.8500000238418579,0.15000000596046448,23,2199,0.3725636601448059,1778810062.1654508,1223.880652374,66,,,,,,,,,
,,,,23,2231,,1778810081.0576432,1242.772839578,67,0.8759944438934326,0.36693519353866577,0.7996352910995483,0.849999189376831,0.14999987185001373,,,,
0.8782424926757812,0.8007986545562744,0.8500000238418579,0.15000000596046448,24,2249,0.3619501292705536,1778810090.8205342,1252.53564808,68,,,,,,,,,
0.8415433168411255,0.7708430886268616,0.8500000238418579,0.15000000596046448,24,2299,0.3702085614204407,1778810117.837765,1279.552944704,69,,,,,,,,,
,,,,24,2324,,1778810133.1280122,1294.843092306,70,0.8547544479370117,0.36323046684265137,0.7810259461402893,0.849999189376831,0.14999987185001373,,,,
0.8245248198509216,0.756268322467804,0.8500000238418579,0.15000000596046448,25,2349,0.3694813847541809,1778810146.434769,1308.149800272,71,,,,,,,,,
0.821763277053833,0.7548205852508545,0.8500000238418579,0.15000000596046448,25,2399,0.37547874450683594,1778810173.4757338,1335.190949881,72,,,,,,,,,
,,,,25,2417,,1778810184.8305418,1346.545667155,73,0.8527295589447021,0.375530481338501,0.781149685382843,0.849999189376831,0.14999987185001373,,,,
0.8616690635681152,0.7875444889068604,0.8500000238418579,0.15000000596046448,26,2449,0.3675050139427185,1778810202.1781964,1363.893256044,74,,,,,,,,,
0.821129560470581,0.7569665312767029,0.8500000238418579,0.15000000596046448,26,2499,0.39337578415870667,1778810228.9398675,1390.655083596,75,,,,,,,,,
,,,,26,2510,,1778810236.7465334,1398.461645437,76,0.8424559831619263,0.37461763620376587,0.772280216217041,0.849999189376831,0.14999987185001373,,,,
0.8411674499511719,0.7714279890060425,0.8500000238418579,0.15000000596046448,27,2549,0.3762376308441162,1778810257.672832,1419.387915059,77,,,,,,,,,
0.8808000087738037,0.8110744953155518,0.8500000238418579,0.15000000596046448,27,2599,0.41596293449401855,1778810284.4069471,1446.122023509,78,,,,,,,,,
,,,,27,2603,,1778810288.3161232,1450.031297206,79,0.834176242351532,0.3811357915401459,0.7662203311920166,0.849999189376831,0.14999987185001373,,,,
0.7681776285171509,0.7077493071556091,0.8500000238418579,0.15000000596046448,28,2649,0.3653220236301422,1778810312.8858488,1474.601026545,80,,,,,,,,,
,,,,28,2696,,1778810339.8315935,1501.546837049,81,0.8257880806922913,0.3824857473373413,0.7592928409576416,0.849999189376831,0.14999987185001373,,,,
0.8626718521118164,0.7883999943733215,0.8500000238418579,0.15000000596046448,29,2699,0.3675258457660675,1778810341.444097,1503.159169985,82,,,,,,,,,
0.808488130569458,0.7431768178939819,0.8500000238418579,0.15000000596046448,29,2749,0.3730793595314026,1778810368.3855827,1530.100738981,83,,,,,,,,,
,,,,29,2789,,1778810391.5626922,1553.277803062,84,0.8124127984046936,0.3893340229988098,0.748951256275177,0.849999189376831,0.14999987185001373,,,,
0.7899842858314514,0.7327015399932861,0.8500000238418579,0.15000000596046448,30,2799,0.4080989956855774,1778810396.7698052,1558.484850503,85,,,,,,,,,
0.8091515302658081,0.7473953366279602,0.8500000238418579,0.15000000596046448,30,2849,0.3974432647228241,1778810424.0360792,1585.75140568,86,,,,,,,,,
,,,,30,2882,,1778810443.2873352,1605.0023709,87,0.7989177107810974,0.39343127608299255,0.7380948066711426,0.849999189376831,0.14999987185001373,,,,
0.8339373469352722,0.7687367796897888,0.8500000238418579,0.15000000596046448,31,2899,0.3992668390274048,1778810452.456651,1614.171681718,88,,,,,,,,,
0.7616317272186279,0.7078000903129578,0.8500000238418579,0.15000000596046448,31,2949,0.40275412797927856,1778810479.3509927,1641.06614151,89,,,,,,,,,
,,,,31,2975,,1778810495.0320005,1656.747094609,90,0.7874588370323181,0.3935289680957794,0.7283692955970764,0.849999189376831,0.14999987185001373,,,,
0.7806052565574646,0.7203788161277771,0.8500000238418579,0.15000000596046448,32,2999,0.37909531593322754,1778810508.2138188,1669.928807805,91,,,,,,,,,
0.773628830909729,0.7177097797393799,0.8500000238418579,0.15000000596046448,32,3049,0.40083473920822144,1778810534.8965948,1696.611885836,92,,,,,,,,,
,,,,32,3068,,1778810547.0695822,1708.784772815,93,0.7745130062103271,0.3948274552822113,0.7175602316856384,0.849999189376831,0.14999987185001373,,,,
0.7530890703201294,0.6991803050041199,0.8500000238418579,0.15000000596046448,33,3099,0.39369696378707886,1778810563.8440392,1725.559073754,94,,,,,,,,,
0.8404085636138916,0.7745847702026367,0.8500000238418579,0.15000000596046448,33,3149,0.40158310532569885,1778810590.70442,1752.419457403,95,,,,,,,,,
,,,,33,3161,,1778810598.7055395,1760.421185949,96,0.7723015546798706,0.39976173639297485,0.716420590877533,0.849999189376831,0.14999987185001373,,,,
0.7889962196350098,0.7273838520050049,0.8500000238418579,0.15000000596046448,34,3199,0.37824690341949463,1778810619.2141979,1780.929298191,97,,,,,,,,,
0.7809547781944275,0.7261826395988464,0.8500000238418579,0.15000000596046448,34,3249,0.4158072769641876,1778810645.8520622,1807.567164948,98,,,,,,,,,
,,,,34,3254,,1778810650.4629838,1812.178048923,99,0.7587426900863647,0.40504640340805054,0.7056882977485657,0.849999189376831,0.14999987185001373,,,,
0.7350174188613892,0.691015362739563,0.8500000238418579,0.15000000596046448,35,3299,0.44167059659957886,1778810674.7908103,1836.505878861,100,,,,,,,,,
,,,,35,3347,,1778810702.362155,1864.077200966,101,0.7475536465644836,0.40500739216804504,0.696171760559082,0.849999189376831,0.14999987185001373,,,,
0.7971319556236267,0.7392548322677612,0.8500000238418579,0.15000000596046448,36,3349,0.4112843871116638,1778810703.4146945,1865.12973361,102,,,,,,,,,
0.7512306571006775,0.7021639347076416,0.8500000238418579,0.15000000596046448,36,3399,0.42411932349205017,1778810730.376375,1892.09155161,103,,,,,,,,,
,,,,36,3440,,1778810754.269468,1915.984675109,104,0.74128258228302,0.4098244905471802,0.6915637850761414,0.849999189376831,0.14999987185001373,,,,
0.7534566521644592,0.7007588148117065,0.8500000238418579,0.15000000596046448,37,3449,0.4021373391151428,1778810758.9730868,1920.688124192,105,,,,,,,,,
0.6993435621261597,0.6534855961799622,0.8500000238418579,0.15000000596046448,37,3499,0.393623411655426,1778810786.0009525,1947.716272729,106,,,,,,,,,
,,,,37,3533,,1778810805.8534324,1967.568599664,107,0.72271329164505,0.39724382758140564,0.6738927364349365,0.849999189376831,0.14999987185001373,,,,
0.7426051497459412,0.6919233202934265,0.8500000238418579,0.15000000596046448,38,3549,0.4047260880470276,1778810814.418324,1976.133374324,108,,,,,,,,,
0.7228803038597107,0.6781221628189087,0.8500000238418579,0.15000000596046448,38,3599,0.4244927167892456,1778810841.246861,2002.96193495,109,,,,,,,,,
,,,,38,3626,,1778810857.45995,2019.175145757,110,0.7147428393363953,0.40126198530197144,0.6677208542823792,0.849999189376831,0.14999987185001373,,,,
0.7124310731887817,0.6628196239471436,0.8500000238418579,0.15000000596046448,39,3649,0.3816877007484436,1778810869.6270552,2031.342054281,111,,,,,,,,,
0.7122781276702881,0.6667911410331726,0.8500000238418579,0.15000000596046448,39,3699,0.4090311825275421,1778810896.228505,2057.943608854,112,,,,,,,,,
,,,,39,3719,,1778810908.7791343,2070.494380424,113,0.7091023325920105,0.40036410093307495,0.6627915501594543,0.849999189376831,0.14999987185001373,,,,
0.6956472992897034,0.6501080989837646,0.8500000238418579,0.15000000596046448,40,3749,0.39205241203308105,1778810924.890927,2086.605964546,114,,,,,,,,,
0.7201414704322815,0.6743941307067871,0.8500000238418579,0.15000000596046448,40,3799,0.4151592254638672,1778810951.4086518,2113.123685975,115,,,,,,,,,
,,,,40,3812,,1778810960.2177064,2121.932888841,116,0.6952285766601562,0.4002429246902466,0.6509807705879211,0.849999189376831,0.14999987185001373,,,,
0.7318196296691895,0.6813538074493408,0.8500000238418579,0.15000000596046448,41,3849,0.3953806757926941,1778810980.1676874,2141.882811311,117,,,,,,,,,
0.6843897700309753,0.6435741186141968,0.8500000238418579,0.15000000596046448,41,3899,0.4122854769229889,1778811007.033061,2168.748108293,118,,,,,,,,,
,,,,41,3905,,1778811012.0081546,2173.723333657,119,0.6892732381820679,0.3997341990470886,0.6458423733711243,0.849999189376831,0.14999987185001373,,,,
0.6787874698638916,0.6348204016685486,0.8500000238418579,0.15000000596046448,42,3949,0.385673463344574,1778811035.7845592,2197.499751628,120,,,,,,,,,
,,,,42,3998,,1778811063.6819098,2225.397013456,121,0.6782206296920776,0.3996144235134125,0.6364296078681946,0.849999189376831,0.14999987185001373,,,,
0.7101154923439026,0.6629431843757629,0.8500000238418579,0.15000000596046448,43,3999,0.3956335484981537,1778811064.229044,2225.944064162,122,,,,,,,,,
0.6918004751205444,0.65042644739151,0.8500000238418579,0.15000000596046448,43,4049,0.4159736931324005,1778811090.9856505,2252.700871463,123,,,,,,,,,
,,,,43,4091,,1778811115.305082,2277.020355288,124,0.671169638633728,0.3983745872974396,0.6302503943443298,0.849999189376831,0.14999987185001373,,,,
0.6361950635910034,0.6017831563949585,0.8500000238418579,0.15000000596046448,44,4099,0.40678203105926514,1778811119.6920981,2281.407202749,125,,,,,,,,,
0.6336464881896973,0.5973728895187378,0.8500000238418579,0.15000000596046448,44,4149,0.39182209968566895,1778811146.4783247,2308.193374074,126,,,,,,,,,
,,,,44,4184,,1778811167.2085197,2328.923711786,127,0.6678460836410522,0.39991289377212524,0.6276562809944153,0.849999189376831,0.14999987185001373,,,,
0.6650692224502563,0.6230887770652771,0.8500000238418579,0.15000000596046448,45,4199,0.38519948720932007,1778811175.2823777,2336.997452986,128,,,,,,,,,
0.5718596577644348,0.5398494005203247,0.8500000238418579,0.15000000596046448,45,4249,0.3584577739238739,1778811202.371162,2364.086160726,129,,,,,,,,,
,,,,45,4277,,1778811219.0911398,2380.806390266,130,0.6499598622322083,0.3871157169342041,0.6105332374572754,0.849999189376831,0.14999987185001373,,,,
0.6049507260322571,0.5705190300941467,0.8500000238418579,0.15000000596046448,46,4299,0.37540602684020996,1778811230.9923663,2392.707387567,131,,,,,,,,,
0.6181166172027588,0.5837975144386292,0.8500000238418579,0.15000000596046448,46,4349,0.3893224596977234,1778811257.7921453,2419.50733012,132,,,,,,,,,
,,,,46,4370,,1778811270.9901059,2432.705205941,133,0.64290851354599,0.38627493381500244,0.6044133305549622,0.849999189376831,0.14999987185001373,,,,
0.695588231086731,0.6508041024208069,0.8500000238418579,0.15000000596046448,47,4399,0.3970273733139038,1778811286.6154919,2448.330601497,134,,,,,,,,,
0.6504790782928467,0.6117371916770935,0.8500000238418579,0.15000000596046448,47,4449,0.3921997547149658,1778811313.1002069,2474.815218851,135,,,,,,,,,
,,,,47,4463,,1778811322.4594443,2484.174539978,136,0.6425620317459106,0.3941040337085724,0.605293333530426,0.849999189376831,0.14999987185001373,,,,
0.6295801997184753,0.5915366411209106,0.8500000238418579,0.15000000596046448,48,4499,0.3759564161300659,1778811341.9804862,2503.695806755,137,,,,,,,,,
0.5616834163665771,0.5313906669616699,0.8500000238418579,0.15000000596046448,48,4549,0.35973167419433594,1778811368.4181376,2530.13320126,138,,,,,,,,,
,,,,48,4556,,1778811374.186657,2535.901762645,139,0.6299013495445251,0.38619425892829895,0.5933455228805542,0.849999189376831,0.14999987185001373,,,,
0.6066770553588867,0.5760564208030701,0.8500000238418579,0.15000000596046448,49,4599,0.40253937244415283,1778811397.321508,2559.036679031,140,,,,,,,,,
0.5774157047271729,0.5500169992446899,0.8500000238418579,0.15000000596046448,49,4649,0.39475762844085693,1778811424.0406182,2585.755715164,141,,,,,,,,,
,,,,49,4649,,1778811426.002703,2587.717882996,142,0.6190916299819946,0.3849778473377228,0.5839747190475464,0.849999189376831,0.14999987185001373,,,,
0.6401208639144897,0.6036101579666138,0.8500000238418579,0.15000000596046448,50,4699,0.39671629667282104,1778811452.7550042,2614.470018545,143,,,,,,,,,
,,,,50,4742,,1778811477.53152,2639.246738689,144,0.6164537668228149,0.39043959975242615,0.5825517177581787,0.849999189376831,0.14999987185001373,,,,
0.623393177986145,0.590233325958252,0.8500000238418579,0.15000000596046448,51,4749,0.40232717990875244,1778811481.2182229,2642.933357695,145,,,,,,,,,
0.5707401037216187,0.5424675345420837,0.8500000238418579,0.15000000596046448,51,4799,0.38225629925727844,1778811508.1461701,2669.861260211,146,,,,,,,,,
,,,,51,4835,,1778811529.1562333,2690.871498383,147,0.6164868474006653,0.3935057520866394,0.5830398201942444,0.849999189376831,0.14999987185001373,,,,
0.5681806206703186,0.5367176532745361,0.8500000238418579,0.15000000596046448,52,4849,0.3584271967411041,1778811536.6891754,2698.404239942,148,,,,,,,,,
0.6297937631607056,0.5902861952781677,0.8500000238418579,0.15000000596046448,52,4899,0.36640995740890503,1778811563.7990854,2725.514058371,149,,,,,,,,,
,,,,52,4928,,1778811581.1455007,2742.860978336,150,0.6098338961601257,0.38687679171562195,0.5763903856277466,0.849999189376831,0.14999987185001373,,,,
0.6188918352127075,0.5871344208717346,0.8500000238418579,0.15000000596046448,53,4949,0.4071757197380066,1778811592.4224064,2754.137460544,151,,,,,,,,,
0.541501522064209,0.5123921036720276,0.8500000238418579,0.15000000596046448,53,4999,0.3474385440349579,1778811619.1592395,2780.874331309,152,,,,,,,,,
,,,,53,5021,,1778811632.7829592,2794.498093842,153,0.5973981618881226,0.38465258479118347,0.565486490726471,0.849999189376831,0.14999987185001373,,,,
0.5358920097351074,0.5111913681030273,0.8500000238418579,0.15000000596046448,54,5049,0.3712209463119507,1778811647.7526898,2809.46790892,154,,,,,,,,,
0.6395695209503174,0.6075431108474731,0.8500000238418579,0.15000000596046448,54,5099,0.4260600805282593,1778811674.5628989,2836.277920713,155,,,,,,,,,
,,,,54,5114,,1778811684.5849543,2846.300104681,156,0.5970174670219421,0.38704830408096313,0.5655220746994019,0.849999189376831,0.14999987185001373,,,,
0.6127934455871582,0.5799452662467957,0.8500000238418579,0.15000000596046448,55,5149,0.3938053846359253,1778811703.4079945,2865.123117641,157,,,,,,,,,
0.6349186897277832,0.5994843244552612,0.8500000238418579,0.15000000596046448,55,5199,0.3986895680427551,1778811730.2799313,2891.995031455,158,,,,,,,,,
,,,,55,5207,,1778811736.2633271,2897.97853297,159,0.5757344365119934,0.37728890776634216,0.545967698097229,0.849999189376831,0.14999987185001373,,,,
0.5279719829559326,0.5007222890853882,0.8500000238418579,0.15000000596046448,56,5249,0.3463074564933777,1778811758.9173014,2920.632348874,160,,,,,,,,,
0.5404278635978699,0.5147393941879272,0.8500000238418579,0.15000000596046448,56,5299,0.3691710829734802,1778811785.5610998,2947.276296806,161,,,,,,,,,
,,,,56,5300,,1778811787.9339707,2949.649117916,162,0.5698115825653076,0.37412577867507935,0.5404586791992188,0.849999189376831,0.14999987185001373,,,,
0.5968669056892395,0.5674667358398438,0.8500000238418579,0.15000000596046448,57,5349,0.4008658230304718,1778811814.1833775,2975.898377826,163,,,,,,,,,
,,,,57,5393,,1778811839.8651152,3001.580406162,164,0.5738241672515869,0.38184085488319397,0.5450267195701599,0.849999189376831,0.14999987185001373,,,,
0.5528462529182434,0.525896430015564,0.8500000238418579,0.15000000596046448,58,5399,0.3731805086135864,1778811843.2668605,3004.981855277,165,,,,,,,,,
0.5604836344718933,0.533351480960846,0.8500000238418579,0.15000000596046448,58,5449,0.3796025216579437,1778811870.3534427,3032.068503863,166,,,,,,,,,
,,,,58,5486,,1778811892.0973728,3053.81281315,167,0.5613350868225098,0.3722292482852936,0.532969057559967,0.849999189376831,0.14999987185001373,,,,
0.5647181272506714,0.5350622534751892,0.8500000238418579,0.15000000596046448,59,5499,0.36701226234436035,1778811899.0701919,3060.785251886,168,,,,,,,,,
0.5358463525772095,0.5099111795425415,0.8500000238418579,0.15000000596046448,59,5549,0.3629450798034668,1778811925.9861777,3087.701273441,169,,,,,,,,,
,,,,59,5579,,1778811944.0387068,3105.753938587,170,0.5547099113464355,0.36932265758514404,0.5269019603729248,0.849999189376831,0.14999987185001373,,,,
0.5468969941139221,0.5193809270858765,0.8500000238418579,0.15000000596046448,60,5599,0.3634563684463501,1778811954.6525092,3116.367760863,171,,,,,,,,,
0.5231509208679199,0.4992734491825104,0.8500000238418579,0.15000000596046448,60,5649,0.3639676570892334,1778811981.5453382,3143.260425436,172,,,,,,,,,
,,,,60,5672,,1778811995.7722886,3157.487415982,173,0.5461041331291199,0.3627864122390747,0.5186065435409546,0.849999189376831,0.14999987185001373,,,,
0.4909629225730896,0.47092628479003906,0.8500000238418579,0.15000000596046448,61,5699,0.35738515853881836,1778812010.4644408,3172.17961595,174,,,,,,,,,
0.5745736360549927,0.546987771987915,0.8500000238418579,0.15000000596046448,61,5749,0.39066749811172485,1778812037.0957723,3198.810819536,175,,,,,,,,,
,,,,61,5765,,1778812047.4981406,3209.213340202,176,0.5354502201080322,0.36197715997695923,0.5094293355941772,0.849999189376831,0.14999987185001373,,,,
0.5292196273803711,0.5068832039833069,0.8500000238418579,0.15000000596046448,62,5799,0.3803098797798157,1778812066.3291476,3228.044156602,177,,,,,,,,,
0.5864414572715759,0.5548129677772522,0.8500000238418579,0.15000000596046448,62,5849,0.3755848705768585,1778812092.901224,3254.616493053,178,,,,,,,,,
