w_accuracy_step,w_stability_step,epoch,trainer/global_step,_step,tloss_step,_timestamp,_runtime,tloss_a_step,tloss_s_step,tloss_a_epoch,tloss_s_epoch,tloss_epoch,w_accuracy_epoch,w_stability_epoch,sMAPE,sMAPC,RMSSE,RMSSC
1.0,0.0,27,2599,78,0.6158409714698792,1778394933.352817,1104.124792691,0.6158409714698792,0.4554688334465027,,,,,,,,,
,,27,2603,79,,1778394935.9981198,1106.770323033,,,0.6596817970275879,0.4827060401439667,0.6596817970275879,1.0,0.0,,,,
1.0,0.0,28,2649,80,0.6397153735160828,1778394954.9106452,1125.682759926,0.6397153735160828,0.4584430158138275,,,,,,,,,
,,28,2696,81,,1778394975.1904569,1145.962710011,,,0.6543453931808472,0.4800543785095215,0.6543453931808472,1.0,0.0,,,,
1.0,0.0,29,2699,82,0.5984100103378296,1778394976.4121025,1147.184153277,0.5984100103378296,0.47493776679039,,,,,,,,,
1.0,0.0,29,2749,83,0.6770901679992676,1778394997.1745987,1167.946777581,0.6770901679992676,0.49427294731140137,,,,,,,,,
,,29,2789,84,,1778395014.8494632,1185.621537686,,,0.6492294669151306,0.4761037528514862,0.6492294669151306,1.0,0.0,,,,
1.0,0.0,30,2799,85,0.5716248750686646,1778395019.1229327,1189.895096083,0.5716248750686646,0.4498193562030792,,,,,,,,,
1.0,0.0,30,2849,86,0.5872969627380371,1778395039.981141,1210.753379547,0.5872969627380371,0.47170740365982056,,,,,,,,,
,,30,2882,87,,1778395054.7359393,1225.508206355,,,0.6277097463607788,0.47144633531570435,0.6277097463607788,1.0,0.0,,,,
1.0,0.0,31,2899,88,0.6280688047409058,1778395061.8048213,1232.576914068,0.6280688047409058,0.46773678064346313,,,,,,,,,
1.0,0.0,31,2949,89,0.6155707836151123,1778395082.6411226,1253.413295792,0.6155707836151123,0.45690032839775085,,,,,,,,,
,,31,2975,90,,1778395094.5084455,1265.280605089,,,0.6147754192352295,0.468174546957016,0.6147754192352295,1.0,0.0,,,,
1.0,0.0,32,2999,91,0.6521728038787842,1778395104.5703871,1275.342524767,0.6521728038787842,0.48070651292800903,,,,,,,,,
1.0,0.0,32,3049,92,0.646493136882782,1778395125.2631097,1296.035333171,0.646493136882782,0.47236570715904236,,,,,,,,,
,,32,3068,93,,1778395134.1299279,1304.902161872,,,0.6085357069969177,0.46761050820350647,0.6085357069969177,1.0,0.0,,,,
1.0,0.0,33,3099,94,0.603743851184845,1778395146.9995458,1317.771743885,0.603743851184845,0.45807361602783203,,,,,,,,,
1.0,0.0,33,3149,95,0.5892686247825623,1778395167.8105896,1338.582775312,0.5892686247825623,0.4848971366882324,,,,,,,,,
,,33,3161,96,,1778395173.843422,1344.615657129,,,0.6101974844932556,0.47357311844825745,0.6101974844932556,1.0,0.0,,,,
1.0,0.0,34,3199,97,0.6145340204238892,1778395189.545017,1360.317110129,0.6145340204238892,0.462977796792984,,,,,,,,,
1.0,0.0,34,3249,98,0.5837384462356567,1778395210.420614,1381.19270344,0.5837384462356567,0.46310317516326904,,,,,,,,,
,,34,3254,99,,1778395213.4952233,1384.267445606,,,0.5853132605552673,0.4585575759410858,0.5853132605552673,1.0,0.0,,,,
1.0,0.0,35,3299,100,0.615256130695343,1778395232.2269597,1402.999082668,0.615256130695343,0.5246669054031372,,,,,,,,,
,,35,3347,101,,1778395253.2590728,1424.03126663,,,0.5760932564735413,0.4614010453224182,0.5760932564735413,1.0,0.0,,,,
1.0,0.0,36,3349,102,0.5756844282150269,1778395254.0928776,1424.864845014,0.5756844282150269,0.46772530674934387,,,,,,,,,
1.0,0.0,36,3399,103,0.5605909824371338,1778395274.796759,1445.569018131,0.5605909824371338,0.42013680934906006,,,,,,,,,
,,36,3440,104,,1778395292.8904927,1463.662649491,,,0.5653563141822815,0.4535408020019531,0.5653563141822815,1.0,0.0,,,,
1.0,0.0,37,3449,105,0.590678870677948,1778395296.7160444,1467.487968017,0.590678870677948,0.4448394179344177,,,,,,,,,
1.0,0.0,37,3499,106,0.6189785599708557,1778395317.3601582,1488.132222096,0.6189785599708557,0.48370522260665894,,,,,,,,,
,,37,3533,107,,1778395332.6816652,1503.455568403,,,0.5637611150741577,0.45173752307891846,0.5637611150741577,1.0,0.0,,,,
1.0,0.0,38,3549,108,0.5741052627563477,1778395339.4109495,1510.182890105,0.5741052627563477,0.4461538791656494,,,,,,,,,
1.0,0.0,38,3599,109,0.574342668056488,1778395360.218602,1530.990489285,0.574342668056488,0.46104347705841064,,,,,,,,,
,,38,3626,110,,1778395372.5026674,1543.274665702,,,0.5470678806304932,0.45088863372802734,0.5470678806304932,1.0,0.0,,,,
1.0,0.0,39,3649,111,0.5254731178283691,1778395382.1914957,1552.963434967,0.5254731178283691,0.4326067566871643,,,,,,,,,
1.0,0.0,39,3699,112,0.527281641960144,1778395403.0592964,1573.831395607,0.527281641960144,0.42578262090682983,,,,,,,,,
,,39,3719,113,,1778395412.560269,1583.332416016,,,0.5357668995857239,0.44044163823127747,0.5357668995857239,1.0,0.0,,,,
1.0,0.0,40,3749,114,0.5232676267623901,1778395425.133107,1595.905282796,0.5232676267623901,0.42963719367980957,,,,,,,,,
1.0,0.0,40,3799,115,0.5109857320785522,1778395446.0015702,1616.773584084,0.5109857320785522,0.389756441116333,,,,,,,,,
,,40,3812,116,,1778395452.4649913,1623.237175989,,,0.5234568119049072,0.43244442343711853,0.5234568119049072,1.0,0.0,,,,
1.0,0.0,41,3849,117,0.4976072311401367,1778395467.8384824,1638.610552586,0.4976072311401367,0.4132648706436157,,,,,,,,,
1.0,0.0,41,3899,118,0.5210874080657959,1778395488.4664805,1659.23850873,0.5210874080657959,0.41182374954223633,,,,,,,,,
,,41,3905,119,,1778395492.063504,1662.835552573,,,0.5123026371002197,0.42588192224502563,0.5123026371002197,1.0,0.0,,,,
1.0,0.0,42,3949,120,0.5352941751480103,1778395510.2625191,1681.034476456,0.5352941751480103,0.45846179127693176,,,,,,,,,
,,42,3998,121,,1778395531.4383345,1702.210353859,,,0.5153183937072754,0.43569415807724,0.5153183937072754,1.0,0.0,,,,
1.0,0.0,43,3999,122,0.5085645914077759,1778395531.865681,1702.637535879,0.5085645914077759,0.41202542185783386,,,,,,,,,
1.0,0.0,43,4049,123,0.5206451416015625,1778395552.519419,1723.291396272,0.5206451416015625,0.41957521438598633,,,,,,,,,
,,43,4091,124,,1778395570.7120237,1741.484241649,,,0.5005709528923035,0.43029412627220154,0.5005709528923035,1.0,0.0,,,,
1.0,0.0,44,4099,125,0.5411080121994019,1778395574.1479855,1744.920075999,0.5411080121994019,0.4561935067176819,,,,,,,,,
1.0,0.0,44,4149,126,0.46636444330215454,1778395594.613613,1765.385809625,0.46636444330215454,0.4010045826435089,,,,,,,,,
,,44,4184,127,,1778395609.9188778,1780.690991898,,,0.4979719817638397,0.43037325143814087,0.4979719817638397,1.0,0.0,,,,
1.0,0.0,45,4199,128,0.4447999596595764,1778395616.1036656,1786.875649368,0.4447999596595764,0.3979429602622986,,,,,,,,,
1.0,0.0,45,4249,129,0.5226800441741943,1778395636.7450528,1807.517107914,0.5226800441741943,0.4484003484249115,,,,,,,,,
,,45,4277,130,,1778395649.2771587,1820.049257754,,,0.4923151135444641,0.43031972646713257,0.4923151135444641,1.0,0.0,,,,
1.0,0.0,46,4299,131,0.5409042835235596,1778395658.261212,1829.033181863,0.5409042835235596,0.44070056080818176,,,,,,,,,
1.0,0.0,46,4349,132,0.47629469633102417,1778395678.8567061,1849.628640911,0.47629469633102417,0.4075777232646942,,,,,,,,,
,,46,4370,133,,1778395688.435151,1859.207238883,,,0.49144789576530457,0.4268089532852173,0.49144789576530457,1.0,0.0,,,,
1.0,0.0,47,4399,134,0.5267627239227295,1778395700.3554113,1871.127486664,0.5267627239227295,0.43162432312965393,,,,,,,,,
1.0,0.0,47,4449,135,0.4109492897987366,1778395721.1574912,1891.929453279,0.4109492897987366,0.369767963886261,,,,,,,,,
,,47,4463,136,,1778395728.0060465,1898.778148653,,,0.4769223928451538,0.4197385907173157,0.4769223928451538,1.0,0.0,,,,
1.0,0.0,48,4499,137,0.46734511852264404,1778395742.9677129,1913.739833946,0.46734511852264404,0.41173839569091797,,,,,,,,,
1.0,0.0,48,4549,138,0.45062267780303955,1778395763.8308332,1934.603005549,0.45062267780303955,0.3945798873901367,,,,,,,,,
,,48,4556,139,,1778395767.7023144,1938.474508317,,,0.4624653458595276,0.4084432125091553,0.4624653458595276,1.0,0.0,,,,
1.0,0.0,49,4599,140,0.4933803677558899,1778395785.6794305,1956.451502179,0.4933803677558899,0.42816078662872314,,,,,,,,,
1.0,0.0,49,4649,141,0.43120843172073364,1778395806.6057985,1977.377884414,0.43120843172073364,0.4079161286354065,,,,,,,,,
,,49,4649,142,,1778395807.636035,1978.408113096,,,0.4643329381942749,0.41814249753952026,0.4643329381942749,1.0,0.0,,,,
1.0,0.0,50,4699,143,0.43271976709365845,1778395828.4417038,1999.213810113,0.43271976709365845,0.4199124574661255,,,,,,,,,
,,50,4742,144,,1778395847.4050853,2018.177289687,,,0.4515964090824127,0.4127621352672577,0.4515964090824127,1.0,0.0,,,,
1.0,0.0,51,4749,145,0.4648192822933197,1778395850.4189324,2021.19097205,0.4648192822933197,0.42234712839126587,,,,,,,,,
1.0,0.0,51,4799,146,0.4863162636756897,1778395871.062121,2041.834267946,0.4863162636756897,0.41941699385643005,,,,,,,,,
,,51,4835,147,,1778395887.075375,2057.847457737,,,0.4499339163303375,0.4091639816761017,0.4499339163303375,1.0,0.0,,,,
1.0,0.0,52,4849,148,0.4404727518558502,1778395892.9205437,2063.692638597,0.4404727518558502,0.37237876653671265,,,,,,,,,
1.0,0.0,52,4899,149,0.4286060631275177,1778395913.5707893,2084.342956912,0.4286060631275177,0.3934725522994995,,,,,,,,,
,,52,4928,150,,1778395926.516938,2097.28898669,,,0.4422624111175537,0.40273532271385193,0.4422624111175537,1.0,0.0,,,,
1.0,0.0,53,4949,151,0.41293054819107056,1778395935.2523477,2106.024319187,0.41293054819107056,0.3796863555908203,,,,,,,,,
1.0,0.0,53,4999,152,0.4269980490207672,1778395955.7654073,2126.537491393,0.4269980490207672,0.39601436257362366,,,,,,,,,
,,53,5021,153,,1778395965.9240384,2136.696170039,,,0.42878225445747375,0.40431898832321167,0.42878225445747375,1.0,0.0,,,,
1.0,0.0,54,5049,154,0.4571390151977539,1778395977.52705,2148.299105463,0.4571390151977539,0.4233626425266266,,,,,,,,,
1.0,0.0,54,5099,155,0.4427949786186218,1778395998.0761206,2168.848264975,0.4427949786186218,0.4139445126056671,,,,,,,,,
,,54,5114,156,,1778396005.2693098,2176.041454063,,,0.4329100549221039,0.39922189712524414,0.4329100549221039,1.0,0.0,,,,
1.0,0.0,55,5149,157,0.4348349869251251,1778396019.812608,2190.58461168,0.4348349869251251,0.42762401700019836,,,,,,,,,
1.0,0.0,55,5199,158,0.41227471828460693,1778396040.434456,2211.206476339,0.41227471828460693,0.3733859062194824,,,,,,,,,
,,55,5207,159,,1778396044.8094983,2215.5816111,,,0.42334386706352234,0.39315226674079895,0.42334386706352234,1.0,0.0,,,,
1.0,0.0,56,5249,160,0.41207510232925415,1778396062.2656362,2233.037848511,0.41207510232925415,0.37298858165740967,,,,,,,,,
1.0,0.0,56,5299,161,0.36859333515167236,1778396082.8736143,2253.645744936,0.36859333515167236,0.3571992814540863,,,,,,,,,
,,56,5300,162,,1778396084.2826393,2255.054844858,,,0.41708558797836304,0.39421483874320984,0.41708558797836304,1.0,0.0,,,,
1.0,0.0,57,5349,163,0.43827497959136963,1778396104.7041187,2275.47624695,0.43827497959136963,0.37410813570022583,,,,,,,,,
,,57,5393,164,,1778396123.986889,2294.759169609,,,0.41395631432533264,0.3891417682170868,0.41395631432533264,1.0,0.0,,,,
1.0,0.0,58,5399,165,0.3936179280281067,1778396126.4540796,2297.226220429,0.3936179280281067,0.3767161965370178,,,,,,,,,
1.0,0.0,58,5449,166,0.4186413884162903,1778396147.4558852,2318.228057124,0.4186413884162903,0.39819735288619995,,,,,,,,,
,,58,5486,167,,1778396163.8285136,2334.600753883,,,0.4003427028656006,0.38050246238708496,0.4003427028656006,1.0,0.0,,,,
1.0,0.0,59,5499,168,0.41385194659233093,1778396169.2795205,2340.051490299,0.41385194659233093,0.40343594551086426,,,,,,,,,
1.0,0.0,59,5549,169,0.4151897728443146,1778396190.203227,2360.975196253,0.4151897728443146,0.3790142834186554,,,,,,,,,
,,59,5579,170,,1778396203.7307165,2374.503353242,,,0.410315603017807,0.3883480727672577,0.410315603017807,1.0,0.0,,,,
1.0,0.0,60,5599,171,0.3749314546585083,1778396212.026239,2382.798144478,0.3749314546585083,0.3627853989601135,,,,,,,,,
1.0,0.0,60,5649,172,0.35915857553482056,1778396232.9191546,2403.691153056,0.35915857553482056,0.36490023136138916,,,,,,,,,
,,60,5672,173,,1778396243.4005404,2414.172595487,,,0.3916763663291931,0.37921589612960815,0.3916763663291931,1.0,0.0,,,,
1.0,0.0,61,5699,174,0.4144299626350403,1778396254.471104,2425.243061872,0.4144299626350403,0.3879672884941101,,,,,,,,,
1.0,0.0,61,5749,175,0.3596121370792389,1778396274.9811966,2445.753104999,0.3596121370792389,0.35520943999290466,,,,,,,,,
,,61,5765,176,,1778396282.5109344,2453.282973364,,,0.3967486023902893,0.3811837136745453,0.3967486023902893,1.0,0.0,,,,
1.0,0.0,62,5799,177,0.37247443199157715,1778396296.430963,2467.20288926,0.37247443199157715,0.3657786250114441,,,,,,,,,
1.0,0.0,62,5849,178,0.405285120010376,1778396316.7637107,2487.535711159,0.405285120010376,0.38409578800201416,,,,,,,,,
,,62,5858,179,,1778396321.4898934,2492.261888437,,,0.3916628360748291,0.3809991776943207,0.3916628360748291,1.0,0.0,,,,
1.0,0.0,63,5899,180,0.3591872453689575,1778396338.3310468,2509.102960979,0.3591872453689575,0.35509341955184937,,,,,,,,,
1.0,0.0,63,5949,181,0.3654349744319916,1778396358.847857,2529.619874338,0.3654349744319916,0.39079853892326355,,,,,,,,,
,,63,5951,182,,1778396360.6531436,2531.425215459,,,0.38063377141952515,0.37150800228118896,0.38063377141952515,1.0,0.0,,,,
1.0,0.0,64,5999,183,0.3650783896446228,1778396380.2942796,2551.066209512,0.3650783896446228,0.40028116106987,,,,,,,,,
,,64,6044,184,,1778396399.8446681,2570.616831183,,,0.3750259578227997,0.3656802475452423,0.3750259578227997,1.0,0.0,,,,
1.0,0.0,65,6049,185,0.3442714512348175,1778396401.9625726,2572.734631427,0.3442714512348175,0.3236791491508484,,,,,,,,,
1.0,0.0,65,6099,186,0.3412136733531952,1778396423.0820284,2593.854155865,0.3412136733531952,0.33985668420791626,,,,,,,,,
,,65,6137,187,,1778396440.025358,2610.797305021,,,0.35181623697280884,0.34177809953689575,0.35181623697280884,1.0,0.0,,,,
1.0,0.0,66,6149,188,0.381648987531662,1778396445.0203083,2615.792233326,0.381648987531662,0.3790241479873657,,,,,,,,,
1.0,0.0,66,6199,189,0.3658737540245056,1778396465.4858809,2636.257843237,0.3658737540245056,0.3640390932559967,,,,,,,,,
,,66,6230,190,,1778396479.226357,2649.998399238,,,0.3708260953426361,0.3615516722202301,0.3708260953426361,1.0,0.0,,,,
1.0,0.0,67,6249,191,0.35527801513671875,1778396487.1311555,2657.903156823,0.35527801513671875,0.3315536379814148,,,,,,,,,
1.0,0.0,67,6299,192,0.3660563826560974,1778396507.966609,2678.738532632,0.3660563826560974,0.3591429591178894,,,,,,,,,
,,67,6323,193,,1778396519.0412061,2689.813234032,,,0.3507052958011627,0.3412191569805145,0.3507052958011627,1.0,0.0,,,,
1.0,0.0,68,6349,194,0.3527384400367737,1778396529.871478,2700.643353799,0.3527384400367737,0.38633042573928833,,,,,,,,,
1.0,0.0,68,6399,195,0.3951094150543213,1778396550.5444617,2721.316371522,0.3951094150543213,0.3806079626083374,,,,,,,,,
,,68,6416,196,,1778396558.5748193,2729.346806962,,,0.3685905337333679,0.3664901852607727,0.3685905337333679,1.0,0.0,,,,
1.0,0.0,69,6449,197,0.3201199769973755,1778396572.2129197,2742.984882739,0.3201199769973755,0.31846103072166443,,,,,,,,,
1.0,0.0,69,6499,198,0.3424886465072632,1778396592.9150944,2763.687086736,0.3424886465072632,0.351718008518219,,,,,,,,,
,,69,6509,199,,1778396598.1580577,2768.930117023,,,0.3559783697128296,0.35948455333709717,0.3559783697128296,1.0,0.0,,,,
1.0,0.0,70,6549,200,0.3679332435131073,1778396614.7639532,2785.536185775,0.3679332435131073,0.34151315689086914,,,,,,,,,
1.0,0.0,70,6599,201,0.3389403820037842,1778396635.6853204,2806.457456846,0.3389403820037842,0.3534269630908966,,,,,,,,,
,,70,6602,202,,1778396637.9324372,2808.704451182,,,0.36240968108177185,0.35832419991493225,0.36240968108177185,1.0,0.0,,,,
1.0,0.0,71,6649,203,0.39311087131500244,1778396657.3773687,2828.149466028,0.39311087131500244,0.3810666799545288,,,,,,,,,
,,71,6695,204,,1778396677.6024148,2848.374607468,,,0.356055349111557,0.3570503294467926,0.356055349111557,1.0,0.0,,,,
1.0,0.0,72,6699,205,0.37385186553001404,1778396679.2533238,2850.025299595,0.37385186553001404,0.3783718943595886,,,,,,,,,
1.0,0.0,72,6749,206,0.3688170909881592,1778396700.1379652,2870.909936066,0.3688170909881592,0.37200742959976196,,,,,,,,,
