tloss_a_step,tloss_s_step,tloss_step,w_accuracy_step,epoch,trainer/global_step,_timestamp,w_stability_step,_runtime,_step,w_accuracy_epoch,w_stability_epoch,tloss_a_epoch,tloss_s_epoch,tloss_epoch,RMSSC,sMAPC,RMSSE,sMAPE
,,,,24,2324,1778808512.3495765,,1373.81612363,70,0.849999189376831,0.14999987185001373,1.0356178283691406,0.30995336174964905,0.9267681241035461,,,,
1.019495964050293,0.3073824644088745,0.9126789569854736,0.8500000238418579,25,2349,1778808526.6811686,0.15000000596046448,1388.147459008,71,,,,,,,,,
1.0547417402267456,0.31851726770401,0.9443081021308899,0.8500000238418579,25,2399,1778808555.655845,0.15000000596046448,1417.122076441,72,,,,,,,,,
,,,,25,2417,1778808567.195358,,1428.661828587,73,0.849999189376831,0.14999987185001373,1.0363715887069702,0.30920475721359253,0.9272964596748352,,,,
1.0340813398361206,0.29889875650405884,0.923803985118866,0.8500000238418579,26,2449,1778808585.7844105,0.15000000596046448,1447.250853811,74,,,,,,,,,
1.012524127960205,0.28582215309143066,0.9035188555717468,0.8500000238418579,26,2499,1778808614.7119076,0.15000000596046448,1476.178178843,75,,,,,,,,,
,,,,26,2510,1778808622.04727,,1483.513699619,76,0.849999189376831,0.14999987185001373,1.0297110080718994,0.3089291453361511,0.9215937852859497,,,,
1.065064549446106,0.3304964601993561,0.9548794031143188,0.8500000238418579,27,2549,1778808644.7969797,0.15000000596046448,1506.263269191,77,,,,,,,,,
1.0699717998504639,0.32773616909980774,0.958636462688446,0.8500000238418579,27,2599,1778808673.652996,0.15000000596046448,1535.119335428,78,,,,,,,,,
,,,,27,2603,1778808677.0170064,,1538.483347648,79,0.849999189376831,0.14999987185001373,1.0376371145248413,0.3100264370441437,0.9284955859184265,,,,
1.0354989767074585,0.3171079754829407,0.9277403354644775,0.8500000238418579,28,2649,1778808703.5970833,0.15000000596046448,1565.063527358,80,,,,,,,,,
,,,,28,2696,1778808732.0755322,,1593.541920433,81,0.849999189376831,0.14999987185001373,1.0331311225891113,0.3083777129650116,0.9244182705879211,,,,
1.0626929998397827,0.33799833059310913,0.9539888501167297,0.8500000238418579,29,2699,1778808733.7799191,0.15000000596046448,1595.246153,82,,,,,,,,,
1.0540508031845093,0.31930845975875854,0.9438394904136658,0.8500000238418579,29,2749,1778808762.6303878,0.15000000596046448,1624.096735847,83,,,,,,,,,
,,,,29,2789,1778808786.8359864,,1648.302429327,84,0.849999189376831,0.14999987185001373,1.0404832363128662,0.31036263704299927,0.9309651255607605,,,,
,,,,30,2790,1778808803.957428,,1665.42369966,85,,,,,,0.31788817048072815,2.7070651054382324,1.0488264560699463,11.509839057922363
