w_accuracy_step,w_stability_step,trainer/global_step,_runtime,tloss_a_step,tloss_s_step,tloss_step,epoch,_timestamp,_step,tloss_a_epoch,tloss_s_epoch,tloss_epoch,w_accuracy_epoch,w_stability_epoch,RMSSE,sMAPE,RMSSC,sMAPC
,,1394,823.169075959,,,,14,1778789606.7129939,41,0.8450887799263,0.3703654706478119,0.7738803625106812,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1399,826.009741055,0.8237189054489136,0.3842713534832001,0.7578018307685852,15,1778789609.5538356,42,,,,,,,,,
0.8500000238418579,0.15000000596046448,1449,855.101585932,0.7931366562843323,0.3549993634223938,0.7274160981178284,15,1778789638.645622,43,,,,,,,,,
,,1487,878.140761733,,,,15,1778789661.6844952,44,0.8303939700126648,0.384822279214859,0.7635580897331238,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1499,885.157523704,0.8490678668022156,0.36280354857444763,0.7761282324790955,16,1778789668.7016428,45,,,,,,,,,
0.8500000238418579,0.15000000596046448,1549,913.801949802,0.791677713394165,0.3762969970703125,0.7293705940246582,16,1778789697.3459895,46,,,,,,,,,
,,1580,932.724352057,,,,16,1778789716.2681143,47,0.8066539168357849,0.3852265477180481,0.7434400320053101,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1599,943.707028591,0.8937214612960815,0.40017247200012207,0.819689154624939,17,1778789727.251125,48,,,,,,,,,
0.8500000238418579,0.15000000596046448,1649,972.579278427,0.7819166779518127,0.3756786584854126,0.7209810018539429,17,1778789756.123288,49,,,,,,,,,
,,1673,987.469753638,,,,17,1778789771.0134416,50,0.7948628067970276,0.39093297719955444,0.7342734932899475,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1699,1002.62327347,0.7573593854904175,0.38967305421829224,0.7022064328193665,18,1778789786.16729,51,,,,,,,,,
0.8500000238418579,0.15000000596046448,1749,1031.338236015,0.7721785306930542,0.37231341004371643,0.7121987342834473,18,1778789814.8822339,52,,,,,,,,,
,,1766,1042.321844939,,,,18,1778789825.8658164,53,0.7779421806335449,0.38460931181907654,0.7189422845840454,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1799,1061.477761106,0.7398514151573181,0.3666236698627472,0.6838672757148743,19,1778789845.0218263,54,,,,,,,,,
0.8500000238418579,0.15000000596046448,1849,1090.250037243,0.7236858010292053,0.40536773204803467,0.675938069820404,19,1778789873.7940416,55,,,,,,,,,
,,1859,1097.273439118,,,,19,1778789880.817332,56,0.7551203370094299,0.3854418098926544,0.699668288230896,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1899,1120.55484028,0.7453038096427917,0.38787344098091125,0.6916892528533936,20,1778789904.0988407,57,,,,,,,,,
0.8500000238418579,0.15000000596046448,1949,1149.660893717,0.7485150098800659,0.37471532821655273,0.6924450993537903,20,1778789933.2050369,58,,,,,,,,,
,,1952,1152.497667968,,,,20,1778789936.0416312,59,0.7453633546829224,0.39426952600479126,0.6926993727684021,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,1999,1179.758881423,0.7496728897094727,0.37671124935150146,0.6937286853790283,21,1778789963.3027637,60,,,,,,,,,
,,2045,1207.573175546,,,,21,1778789991.117023,61,0.7243275046348572,0.3961610794067383,0.675102710723877,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2049,1209.847402246,0.6905716061592102,0.37999284267425537,0.6439847946166992,22,1778789993.391473,62,,,,,,,,,
0.8500000238418579,0.15000000596046448,2099,1238.794470297,0.6912760138511658,0.35356655716896057,0.6406195759773254,22,1778790022.3384933,63,,,,,,,,,
,,2138,1262.214502827,,,,22,1778790045.7584321,64,0.7133751511573792,0.38893574476242065,0.6647095084190369,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2149,1268.666642496,0.7083621025085449,0.3803730905056,0.659163773059845,23,1778790052.2107656,65,,,,,,,,,
0.8500000238418579,0.15000000596046448,2199,1297.557741115,0.7338404655456543,0.3847118616104126,0.6814711689949036,23,1778790081.1013885,66,,,,,,,,,
,,2231,1317.137727655,,,,23,1778790100.681694,67,0.7038487792015076,0.39256951212882996,0.6571570634841919,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2249,1327.514109845,0.6390509605407715,0.35272276401519775,0.5961017608642578,24,1778790111.0581508,68,,,,,,,,,
0.8500000238418579,0.15000000596046448,2299,1356.210803033,0.7432954907417297,0.45263224840164185,0.6996960043907166,24,1778790139.7544835,69,,,,,,,,,
,,2324,1371.705624812,,,,24,1778790155.2496011,70,0.6938216686248779,0.38704726099967957,0.647805392742157,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2349,1386.267133494,0.6612348556518555,0.3918609023094177,0.6208287477493286,25,1778790169.811173,71,,,,,,,,,
0.8500000238418579,0.15000000596046448,2399,1414.824377673,0.7361767888069153,0.3891344964504242,0.6841204762458801,25,1778790198.3682544,72,,,,,,,,,
,,2417,1426.462829982,,,,25,1778790210.0068161,73,0.6823360919952393,0.38630348443984985,0.6379312872886658,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2449,1444.872484114,0.6626168489456177,0.37247025966644287,0.6190948486328125,26,1778790228.4165735,74,,,,,,,,,
0.8500000238418579,0.15000000596046448,2499,1473.590697243,0.6565499305725098,0.36886581778526306,0.6133973002433777,26,1778790257.1346822,75,,,,,,,,,
,,2510,1481.195510521,,,,26,1778790264.7393074,76,0.6666261553764343,0.3888978362083435,0.6249666810035706,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2549,1503.909711044,0.6052120923995972,0.36840301752090454,0.5696907639503479,27,1778790287.4538276,77,,,,,,,,,
0.8500000238418579,0.15000000596046448,2599,1532.697990414,0.5930271148681641,0.36166733503341675,0.5583232045173645,27,1778790316.2420964,78,,,,,,,,,
,,2603,1536.085629912,,,,27,1778790319.6295671,79,0.6467366814613342,0.38357093930244446,0.6072617173194885,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2649,1562.629941119,0.6262271404266357,0.3552161753177643,0.585575520992279,28,1778790346.1738513,80,,,,,,,,,
,,2696,1590.662633826,,,,28,1778790374.2066073,81,0.632546603679657,0.3817046880722046,0.5949203372001648,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2699,1592.349408257,0.5866510272026062,0.3938317894935608,0.5577281713485718,29,1778790375.8934553,82,,,,,,,,,
0.8500000238418579,0.15000000596046448,2749,1621.278683167,0.6132532954216003,0.3690534234046936,0.5766233205795288,29,1778790404.8226626,83,,,,,,,,,
,,2789,1645.368572204,,,,29,1778790428.9124966,84,0.6196354031562805,0.3794037699699402,0.583600640296936,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2799,1651.274855769,0.5517966747283936,0.37558773159980774,0.5253653526306152,30,1778790434.818933,85,,,,,,,,,
0.8500000238418579,0.15000000596046448,2849,1680.017644201,0.5693622827529907,0.36960262060165405,0.5393983125686646,30,1778790463.5617063,86,,,,,,,,,
,,2882,1700.031644286,,,,30,1778790483.5755227,87,0.6033662557601929,0.3720369338989258,0.5686667561531067,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2899,1709.781941681,0.6199144124984741,0.4051787853240967,0.5877041220664978,31,1778790493.3260689,88,,,,,,,,,
0.8500000238418579,0.15000000596046448,2949,1738.784390545,0.6088333129882812,0.3697237968444824,0.5729668736457825,31,1778790522.328341,89,,,,,,,,,
,,2975,1754.96704887,,,,31,1778790538.511067,90,0.6034802794456482,0.38208937644958496,0.5702717900276184,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,2999,1768.898512808,0.6180991530418396,0.3838885724544525,0.5829675793647766,32,1778790552.4426293,91,,,,,,,,,
0.8500000238418579,0.15000000596046448,3049,1797.428249778,0.6274831295013428,0.36887457966804504,0.5886918306350708,32,1778790580.9722493,92,,,,,,,,,
,,3068,1809.367411085,,,,32,1778790592.911246,93,0.5862032771110535,0.3747660219669342,0.5544877648353577,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3099,1827.366865433,0.5999515056610107,0.3947587013244629,0.5691726207733154,33,1778790610.9109557,94,,,,,,,,,
0.8500000238418579,0.15000000596046448,3149,1856.123458279,0.586341381072998,0.3550959825515747,0.551654577255249,33,1778790639.6674535,95,,,,,,,,,
,,3161,1864.245756658,,,,33,1778790647.7896872,96,0.59278404712677,0.3788510262966156,0.56069415807724,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3199,1886.202766254,0.6075882315635681,0.3869061768054962,0.5744858980178833,34,1778790669.746857,97,,,,,,,,,
0.8500000238418579,0.15000000596046448,3249,1914.931061004,0.584385097026825,0.37918907403945923,0.5536057353019714,34,1778790698.4748802,98,,,,,,,,,
,,3254,1918.912924747,,,,34,1778790702.4568672,99,0.5686875581741333,0.3702371120452881,0.5389198064804077,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3299,1944.90790222,0.5986590385437012,0.3878331184387207,0.5670351386070251,35,1778790728.4519975,100,,,,,,,,,
,,3347,1973.899177741,,,,35,1778790757.4426615,101,0.5641472339630127,0.37523260712623596,0.5358099341392517,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3349,1975.037246048,0.5709604024887085,0.3920014500617981,0.5441166162490845,36,1778790758.581334,102,,,,,,,,,
0.8500000238418579,0.15000000596046448,3399,2003.811316287,0.5568224787712097,0.3763108253479004,0.5297457575798035,36,1778790787.3553615,103,,,,,,,,,
,,3440,2028.724476629,,,,36,1778790812.2682724,104,0.5728467702865601,0.3825366497039795,0.5443001985549927,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3449,2034.02415404,0.5821875333786011,0.3567333221435547,0.5483694076538086,37,1778790817.56819,105,,,,,,,,,
0.8500000238418579,0.15000000596046448,3499,2062.641125755,0.5867071151733398,0.39591968059539795,0.558089017868042,37,1778790846.1851547,106,,,,,,,,,
,,3533,2083.477315344,,,,37,1778790867.0212767,107,0.5483294129371643,0.3676207661628723,0.5212231874465942,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3549,2092.651871929,0.5599671602249146,0.39126503467559814,0.5346618294715881,38,1778790876.1957207,108,,,,,,,,,
0.8500000238418579,0.15000000596046448,3599,2121.182080636,0.5534875988960266,0.3672253489494324,0.5255482792854309,38,1778790904.7262137,109,,,,,,,,,
,,3626,2138.012294479,,,,38,1778790921.5561767,110,0.5505231618881226,0.3680538833141327,0.5231526494026184,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3649,2151.588090556,0.5213337540626526,0.35505351424217224,0.49639174342155457,39,1778790935.131986,111,,,,,,,,,
0.8500000238418579,0.15000000596046448,3699,2180.28954463,0.5051137208938599,0.3561284840106964,0.48276594281196594,39,1778790963.8335762,112,,,,,,,,,
,,3719,2193.234601825,,,,39,1778790976.778591,113,0.5167508125305176,0.3547512888908386,0.49245092272758484,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3749,2210.895144964,0.5241752862930298,0.35411661863327026,0.4986664950847626,40,1778790994.4392502,114,,,,,,,,,
0.8500000238418579,0.15000000596046448,3799,2239.657543055,0.5921573042869568,0.37956327199935913,0.560268223285675,40,1778791023.2015421,115,,,,,,,,,
,,3812,2248.237063227,,,,40,1778791031.7810335,116,0.5290699005126953,0.3706800043582916,0.5053114295005798,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3849,2269.789019483,0.49560022354125977,0.3489614427089691,0.4736044406890869,41,1778791053.3330848,117,,,,,,,,,
0.8500000238418579,0.15000000596046448,3899,2298.449563788,0.5103580355644226,0.3529365658760071,0.48674482107162476,41,1778791081.9935582,118,,,,,,,,,
,,3905,2303.12443946,,,,41,1778791086.6683736,119,0.5189810395240784,0.3608889877796173,0.49526745080947876,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3949,2328.699115866,0.5397886633872986,0.36519330739974976,0.5135993957519531,42,1778791112.2431486,120,,,,,,,,,
,,3998,2358.148055147,,,,42,1778791141.6918848,121,0.5076939463615417,0.3603852093219757,0.4855976998806,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,3999,2358.739695544,0.5115045309066772,0.3463641405105591,0.48673349618911743,43,1778791142.2837381,122,,,,,,,,,
0.8500000238418579,0.15000000596046448,4049,2388.06874442,0.526650071144104,0.36369043588638306,0.5022061467170715,43,1778791171.6128616,123,,,,,,,,,
,,4091,2413.307728259,,,,43,1778791196.851577,124,0.49393346905708313,0.35553449392318726,0.4731735289096832,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4099,2418.105264736,0.5256974697113037,0.37670260667800903,0.5033482313156128,44,1778791201.6493354,125,,,,,,,,,
0.8500000238418579,0.15000000596046448,4149,2447.163362594,0.4531923830509186,0.33644792437553406,0.43568071722984314,44,1778791230.7074625,126,,,,,,,,,
,,4184,2468.317582613,,,,44,1778791251.8613727,127,0.4844210743904114,0.35157960653305054,0.4644949734210968,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4199,2476.943146366,0.45521068572998047,0.34213852882385254,0.4382498860359192,45,1778791260.4872406,128,,,,,,,,,
0.8500000238418579,0.15000000596046448,4249,2505.961293825,0.49590229988098145,0.3475859463214874,0.4736548364162445,45,1778791289.5053506,129,,,,,,,,,
,,4277,2523.124628147,,,,45,1778791306.6682599,130,0.47364872694015503,0.34782227873802185,0.4547749161720276,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4299,2535.747495997,0.49459418654441833,0.33340802788734436,0.47041627764701843,46,1778791319.291574,131,,,,,,,,,
0.8500000238418579,0.15000000596046448,4349,2564.90286926,0.4822576344013214,0.34583598375320435,0.4617944061756134,46,1778791348.4469242,132,,,,,,,,,
,,4370,2578.146388035,,,,46,1778791361.690287,133,0.4695165157318115,0.3484298586845398,0.45135366916656494,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4399,2595.239888971,0.5006648302078247,0.3558545708656311,0.4789433181285858,47,1778791378.7838633,134,,,,,,,,,
0.8500000238418579,0.15000000596046448,4449,2624.272963149,0.43108704686164856,0.3347242772579193,0.41663265228271484,47,1778791407.8170905,135,,,,,,,,,
,,4463,2633.489347343,,,,47,1778791417.0332973,136,0.47740933299064636,0.3554975986480713,0.4591224789619446,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4499,2654.273627681,0.48253703117370605,0.393438458442688,0.46917226910591125,48,1778791437.817553,137,,,,,,,,,
0.8500000238418579,0.15000000596046448,4549,2683.081986139,0.4643316864967346,0.3460919260978699,0.4465957283973694,48,1778791466.6260855,138,,,,,,,,,
,,4556,2688.094919372,,,,48,1778791471.638878,139,0.4637029469013214,0.3528502285480499,0.447075217962265,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4599,2713.071670069,0.46645498275756836,0.3372010588645935,0.44706693291664124,49,1778791496.615624,140,,,,,,,,,
0.8500000238418579,0.15000000596046448,4649,2742.0846699,0.4335758686065674,0.3479704260826111,0.42073509097099304,49,1778791525.6287966,141,,,,,,,,,
,,4649,2743.253546546,,,,49,1778791526.7974536,142,0.4552529454231262,0.3428381085395813,0.4383908212184906,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4699,2772.084814523,0.4614686965942383,0.37441837787628174,0.44841116666793823,50,1778791555.628635,143,,,,,,,,,
,,4742,2797.954757648,,,,50,1778791581.498549,144,0.45339909195899963,0.3547809422016144,0.43860626220703125,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4749,2802.139367493,0.4603906571865082,0.35475945472717285,0.4445459842681885,51,1778791585.6834807,145,,,,,,,,,
0.8500000238418579,0.15000000596046448,4799,2830.847618609,0.4680410623550415,0.32552120089530945,0.44666311144828796,51,1778791614.3914585,146,,,,,,,,,
,,4835,2852.872235622,,,,51,1778791636.416196,147,0.4433475136756897,0.3437308967113495,0.4284050762653351,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4849,2860.898368882,0.41169100999832153,0.3194636106491089,0.3978569209575653,52,1778791644.4424274,148,,,,,,,,,
0.8500000238418579,0.15000000596046448,4899,2890.077466652,0.4129219651222229,0.3226009011268616,0.3993738293647766,52,1778791673.6209354,149,,,,,,,,,
,,4928,2907.881217779,,,,52,1778791691.4251497,150,0.4224042296409607,0.3283436596393585,0.4082951843738556,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,4949,2920.135003129,0.4081290662288666,0.3148711919784546,0.3941403925418854,53,1778791703.6791089,151,,,,,,,,,
0.8500000238418579,0.15000000596046448,4999,2948.889324145,0.43219006061553955,0.3334861099720001,0.4173845052719116,53,1778791732.4333594,152,,,,,,,,,
,,5021,2962.897865332,,,,53,1778791746.4416265,153,0.4204307794570923,0.33377406001091003,0.40743234753608704,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5049,2979.528407351,0.4559406638145447,0.3603372573852539,0.44160017371177673,54,1778791763.0724957,154,,,,,,,,,
0.8500000238418579,0.15000000596046448,5099,3008.099706506,0.4325600266456604,0.3469363749027252,0.419716477394104,54,1778791791.6437583,155,,,,,,,,,
,,5114,3017.825683097,,,,54,1778791801.3695061,156,0.4311641454696655,0.34692075848579407,0.4185276925563812,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5149,3038.157839349,0.4272785186767578,0.3491206169128418,0.41555485129356384,55,1778791821.7018712,157,,,,,,,,,
0.8500000238418579,0.15000000596046448,5199,3066.999075777,0.43186813592910767,0.34407350420951843,0.4186989665031433,55,1778791850.5431519,158,,,,,,,,,
,,5207,3072.780693058,,,,55,1778791856.324667,159,0.423353374004364,0.3372820317745209,0.4104425311088562,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5249,3096.985469852,0.43456560373306274,0.3374868333339691,0.4200038015842438,56,1778791880.529349,160,,,,,,,,,
0.8500000238418579,0.15000000596046448,5299,3125.475196078,0.3607577085494995,0.30100059509277344,0.35179415345191956,56,1778791909.0192385,161,,,,,,,,,
,,5300,3127.185429608,,,,56,1778791910.7294016,162,0.41675546765327454,0.33594727516174316,0.4046343266963959,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5349,3155.27795575,0.41945964097976685,0.32654422521591187,0.40552234649658203,57,1778791938.8220081,163,,,,,,,,,
,,5393,3181.814507158,,,,57,1778791965.3584132,164,0.39772307872772217,0.32665249705314636,0.38706251978874207,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5399,3185.521424225,0.4153459668159485,0.32469412684440613,0.4017482101917267,58,1778791969.0654922,165,,,,,,,,,
0.8500000238418579,0.15000000596046448,5449,3215.844356844,0.42834722995758057,0.32767942547798157,0.41324707865715027,58,1778791999.3883703,166,,,,,,,,,
,,5486,3238.529470488,,,,58,1778792022.073318,167,0.3984861373901367,0.326871782541275,0.38774406909942627,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5499,3246.139073434,0.3953135013580322,0.29902324080467224,0.38086995482444763,59,1778792029.683127,168,,,,,,,,,
0.8500000238418579,0.15000000596046448,5549,3274.958213331,0.3844465911388397,0.3128519058227539,0.3737073838710785,59,1778792058.5021627,169,,,,,,,,,
,,5579,3293.54930366,,,,59,1778792077.09325,170,0.38787710666656494,0.319413423538208,0.37760764360427856,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5599,3305.049371332,0.3676068186759949,0.3246757984161377,0.36116719245910645,60,1778792088.593489,171,,,,,,,,,
0.8500000238418579,0.15000000596046448,5649,3333.960695793,0.36039334535598755,0.31518709659576416,0.35361242294311523,60,1778792117.5047417,172,,,,,,,,,
,,5672,3348.368972091,,,,60,1778792131.9128647,173,0.39302828907966614,0.33072927594184875,0.3836834728717804,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5699,3364.185614682,0.42803478240966797,0.34329017996788025,0.4153231084346771,61,1778792147.7296505,174,,,,,,,,,
0.8500000238418579,0.15000000596046448,5749,3393.157224963,0.3872308135032654,0.32086795568466187,0.37727639079093933,61,1778792176.7012093,175,,,,,,,,,
,,5765,3403.555564272,,,,61,1778792187.099503,176,0.3938899338245392,0.32891467213630676,0.3841436505317688,0.849999189376831,0.14999987185001373,,,,
0.8500000238418579,0.15000000596046448,5799,3423.631885883,0.3750622272491455,0.31714963912963867,0.3663753271102905,62,1778792207.1758423,177,,,,,,,,,
0.8500000238418579,0.15000000596046448,5849,3453.47724534,0.397581547498703,0.32627660036087036,0.3868858218193054,62,1778792237.0211363,178,,,,,,,,,
