experiment,condition,seed,run_id,sMAPE,RMSSE,RMSSC,sMAPC
B_Scratch_Stabilized_seed1,Scratch_Stabilized,1,rj0o61ve,12.363435215696587,1.1087757790079102,0.6706788225811431,7.964089376874091
A_Scratch_Standard_seed1,Scratch_Standard,1,zraud12i,12.52392303457183,1.112684565110855,0.7074011191870215,8.536866845880418
D_TL_Stabilized_finetune_seed1,TL_Stabilized_finetune,1,kzac1sps,11.50967227275285,1.04878850847457,0.31790811507866573,2.71634405426309
C_TL_Standard_finetune_seed1,TL_Standard_finetune,1,5emfx9rz,11.50528544341823,1.0432597161478374,0.42955216364455684,4.079482711150873
E_ZeroShot_Stabilized_seed1,ZeroShot_Stabilized,1,j99n8rrl,11.62300075247781,1.1031547835567495,0.3342338717263452,3.0543414967179143
E_ZeroShot_Standard_seed1,ZeroShot_Standard,1,4lf1k5v9,11.688947085915041,1.1018074821414692,0.4524510318400433,4.607050090621199
