tloss_s_step,w_accuracy_step,epoch,trainer/global_step,_runtime,_step,tloss_a_step,tloss_step,w_stability_step,_timestamp,w_accuracy_epoch,w_stability_epoch,tloss_a_epoch,tloss_s_epoch,tloss_epoch,sMAPE,RMSSC,sMAPC,RMSSE
,,16,1580,643.739745722,47,,,,1778423698.9008746,1.0,0.0,0.9058948755264282,0.49045833945274353,0.9058948755264282,,,,
0.5021277666091919,1.0,17,1599,651.0560685,48,0.8874743580818176,0.8874743580818176,0.0,1778423706.2172506,,,,,,,,,
0.481289267539978,1.0,17,1649,670.433906474,49,0.850242018699646,0.850242018699646,0.0,1778423725.5949504,,,,,,,,,
,,17,1673,681.279160145,50,,,,1778423736.4402537,1.0,0.0,0.8877372145652771,0.4917565584182739,0.8877372145652771,,,,
0.47234395146369934,1.0,18,1699,691.391798486,51,0.8991212844848633,0.8991212844848633,0.0,1778423746.5530102,,,,,,,,,
0.5049930810928345,1.0,18,1749,710.822036989,52,0.8811562061309814,0.8811562061309814,0.0,1778423765.9832695,,,,,,,,,
,,18,1766,719.046112253,53,,,,1778423774.2070787,1.0,0.0,0.8703556060791016,0.4970439374446869,0.8703556060791016,,,,
0.5025376677513123,1.0,19,1799,731.801364884,54,0.8713376522064209,0.8713376522064209,0.0,1778423786.9623935,,,,,,,,,
0.48388779163360596,1.0,19,1849,751.278610827,55,0.8513263463973999,0.8513263463973999,0.0,1778423806.439644,,,,,,,,,
,,19,1859,756.837511882,56,,,,1778423811.9985342,1.0,0.0,0.8763584494590759,0.5107826590538025,0.8763584494590759,,,,
0.4474315643310547,1.0,20,1899,772.218042113,57,0.7456721067428589,0.7456721067428589,0.0,1778423827.3791366,,,,,,,,,
0.49772119522094727,1.0,20,1949,791.687728586,58,0.8782879114151001,0.8782879114151001,0.0,1778423846.8487842,,,,,,,,,
,,20,1952,794.479199513,59,,,,1778423849.6401622,1.0,0.0,0.8461247682571411,0.5082349181175232,0.8461247682571411,,,,
0.5130376219749451,1.0,21,1999,812.676592669,60,0.8510931730270386,0.8510931730270386,0.0,1778423867.8374999,,,,,,,,,
,,21,2045,832.068343387,61,,,,1778423887.2291772,1.0,0.0,0.8346511721611023,0.5050450563430786,0.8346511721611023,,,,
0.49993896484375,1.0,22,2049,833.767326346,62,0.8140132427215576,0.8140132427215576,0.0,1778423888.928417,,,,,,,,,
0.5187900066375732,1.0,22,2099,853.066312652,63,0.7934828996658325,0.7934828996658325,0.0,1778423908.2273881,,,,,,,,,
,,22,2138,869.797000817,64,,,,1778423924.9580796,1.0,0.0,0.8199788331985474,0.5104919075965881,0.8199788331985474,,,,
0.5370750427246094,1.0,23,2149,874.136599789,65,0.8154292702674866,0.8154292702674866,0.0,1778423929.2977002,,,,,,,,,
0.5152322053909302,1.0,23,2199,893.522372291,66,0.7846841216087341,0.7846841216087341,0.0,1778423948.68354,,,,,,,,,
,,23,2231,907.65801206,67,,,,1778423962.8190656,1.0,0.0,0.8022454977035522,0.5131263136863708,0.8022454977035522,,,,
0.4973764717578888,1.0,24,2249,914.868739422,68,0.8397412300109863,0.8397412300109863,0.0,1778423970.0296342,,,,,,,,,
0.49140262603759766,1.0,24,2299,934.20245713,69,0.7407257556915283,0.7407257556915283,0.0,1778423989.3634315,,,,,,,,,
,,24,2324,945.528080628,70,,,,1778424000.6890898,1.0,0.0,0.7928178906440735,0.5097744464874268,0.7928178906440735,,,,
0.4959188401699066,1.0,25,2349,955.078366474,71,0.7723579406738281,0.7723579406738281,0.0,1778424010.239296,,,,,,,,,
0.49642765522003174,1.0,25,2399,974.592350187,72,0.7251691818237305,0.7251691818237305,0.0,1778424029.7533884,,,,,,,,,
,,25,2417,983.234732941,73,,,,1778424038.395686,1.0,0.0,0.7690509557723999,0.5051860809326172,0.7690509557723999,,,,
0.49596017599105835,1.0,26,2449,995.709786846,74,0.7743241190910339,0.7743241190910339,0.0,1778424050.8708727,,,,,,,,,
0.5210105776786804,1.0,26,2499,1015.316593493,75,0.7440532445907593,0.7440532445907593,0.0,1778424070.4775667,,,,,,,,,
,,26,2510,1021.307628162,76,,,,1778424076.4686658,1.0,0.0,0.7588483095169067,0.49932315945625305,0.7588483095169067,,,,
0.5116026401519775,1.0,27,2549,1036.435628248,77,0.775431752204895,0.775431752204895,0.0,1778424091.5966744,,,,,,,,,
0.5394510626792908,1.0,27,2599,1055.98411289,78,0.7281869649887085,0.7281869649887085,0.0,1778424111.1452587,,,,,,,,,
,,27,2603,1059.161859963,79,,,,1778424114.322908,1.0,0.0,0.7524259090423584,0.5123307704925537,0.7524259090423584,,,,
0.47759750485420227,1.0,28,2649,1076.994153947,80,0.7516803741455078,0.7516803741455078,0.0,1778424132.155257,,,,,,,,,
,,28,2696,1096.85892594,81,,,,1778424152.0199106,1.0,0.0,0.746817946434021,0.5023171305656433,0.746817946434021,,,,
0.48540517687797546,1.0,29,2699,1098.022828144,82,0.7601151466369629,0.7601151466369629,0.0,1778424153.1840324,,,,,,,,,
0.4885791838169098,1.0,29,2749,1117.527643442,83,0.7177445888519287,0.7177445888519287,0.0,1778424172.688779,,,,,,,,,
,,29,2789,1134.773685616,84,,,,1778424189.9348032,1.0,0.0,0.7348758578300476,0.5087085962295532,0.7348758578300476,,,,
0.516211986541748,1.0,30,2799,1138.578419858,85,0.7047028541564941,0.7047028541564941,0.0,1778424193.739549,,,,,,,,,
0.49133533239364624,1.0,30,2849,1158.127247587,86,0.7385942339897156,0.7385942339897156,0.0,1778424213.288395,,,,,,,,,
,,30,2882,1172.567387842,87,,,,1778424227.728489,1.0,0.0,0.7211828827857971,0.5023834705352783,0.7211828827857971,,,,
0.49199146032333374,1.0,31,2899,1179.220323346,88,0.7171245217323303,0.7171245217323303,0.0,1778424234.3815234,,,,,,,,,
0.4909876585006714,1.0,31,2949,1198.632687429,89,0.6770957708358765,0.6770957708358765,0.0,1778424253.7935529,,,,,,,,,
,,31,2975,1210.217661854,90,,,,1778424265.378627,1.0,0.0,0.7131388783454895,0.5016334056854248,0.7131388783454895,,,,
0.5066063404083252,1.0,32,2999,1219.684333055,91,0.6992026567459106,0.6992026567459106,0.0,1778424274.8453615,,,,,,,,,
0.49750590324401855,1.0,32,3049,1239.227115177,92,0.685543417930603,0.685543417930603,0.0,1778424294.3882186,,,,,,,,,
,,32,3068,1248.360540794,93,,,,1778424303.5216045,1.0,0.0,0.7013586163520813,0.500000536441803,0.7013586163520813,,,,
0.49942392110824585,1.0,33,3099,1260.433075833,94,0.6982302069664001,0.6982302069664001,0.0,1778424315.5941696,,,,,,,,,
0.5097684860229492,1.0,33,3149,1279.967743133,95,0.7146639823913574,0.7146639823913574,0.0,1778424335.1288118,,,,,,,,,
,,33,3161,1286.218123541,96,,,,1778424341.3791096,1.0,0.0,0.6933937668800354,0.4980405867099762,0.6933937668800354,,,,
0.4794715642929077,1.0,34,3199,1301.033849724,97,0.7041192650794983,0.7041192650794983,0.0,1778424356.1948774,,,,,,,,,
0.5225668549537659,1.0,34,3249,1320.399514493,98,0.707776665687561,0.707776665687561,0.0,1778424375.5604644,,,,,,,,,
,,34,3254,1324.086611132,99,,,,1778424379.2476008,1.0,0.0,0.6875272989273071,0.4960050582885742,0.6875272989273071,,,,
0.4861951470375061,1.0,35,3299,1341.536981314,100,0.6491990089416504,0.6491990089416504,0.0,1778424396.698102,,,,,,,,,
,,35,3347,1361.540288162,101,,,,1778424416.7012255,1.0,0.0,0.6664093732833862,0.4874768853187561,0.6664093732833862,,,,
0.5188866853713989,1.0,36,3349,1362.312701939,102,0.7469408512115479,0.7469408512115479,0.0,1778424417.473802,,,,,,,,,
0.4703609347343445,1.0,36,3399,1381.991484938,103,0.6669976711273193,0.6669976711273193,0.0,1778424437.1525266,,,,,,,,,
,,36,3440,1399.671977939,104,,,,1778424454.832946,1.0,0.0,0.6723251938819885,0.49585461616516113,0.6723251938819885,,,,
0.49526435136795044,1.0,37,3449,1403.076924775,105,0.6694560647010803,0.6694560647010803,0.0,1778424458.2380393,,,,,,,,,
0.4656646251678467,1.0,37,3499,1422.502446735,106,0.6544233560562134,0.6544233560562134,0.0,1778424477.663521,,,,,,,,,
,,37,3533,1437.224499257,107,,,,1778424492.3854487,1.0,0.0,0.6695549488067627,0.5010084509849548,0.6695549488067627,,,,
0.5020143389701843,1.0,38,3549,1443.431991957,108,0.6690707206726074,0.6690707206726074,0.0,1778424498.5929463,,,,,,,,,
0.5259485244750977,1.0,38,3599,1462.842505098,109,0.6732526421546936,0.6732526421546936,0.0,1778424518.0036511,,,,,,,,,
,,38,3626,1475.057668293,110,,,,1778424530.2185988,1.0,0.0,0.6550204753875732,0.49048930406570435,0.6550204753875732,,,,
0.4765298068523407,1.0,39,3649,1483.858473909,111,0.643979549407959,0.643979549407959,0.0,1778424539.0195782,,,,,,,,,
0.4918471574783325,1.0,39,3699,1503.151825108,112,0.6631307601928711,0.6631307601928711,0.0,1778424558.3128107,,,,,,,,,
,,39,3719,1512.607011278,113,,,,1778424567.768091,1.0,0.0,0.6410382390022278,0.4876183867454529,0.6410382390022278,,,,
0.4978245496749878,1.0,40,3749,1524.121942596,114,0.5906347036361694,0.5906347036361694,0.0,1778424579.283083,,,,,,,,,
0.45112133026123047,1.0,40,3799,1543.244704326,115,0.6197830438613892,0.6197830438613892,0.0,1778424598.405772,,,,,,,,,
,,40,3812,1549.937033869,116,,,,1778424605.0978239,1.0,0.0,0.631862998008728,0.4724697470664978,0.631862998008728,,,,
0.5009630918502808,1.0,41,3849,1564.644477342,117,0.6659760475158691,0.6659760475158691,0.0,1778424619.8054042,,,,,,,,,
0.46654319763183594,1.0,41,3899,1584.690285098,118,0.6303800344467163,0.6303800344467163,0.0,1778424639.851321,,,,,,,,,
,,41,3905,1588.669851452,119,,,,1778424643.8307986,1.0,0.0,0.6310733556747437,0.4840695858001709,0.6310733556747437,,,,
0.49247851967811584,1.0,42,3949,1605.95462002,120,0.614257276058197,0.614257276058197,0.0,1778424661.1156688,,,,,,,,,
,,42,3998,1626.504969912,121,,,,1778424681.665997,1.0,0.0,0.6066828370094299,0.46966636180877686,0.6066828370094299,,,,
0.46501171588897705,1.0,43,3999,1626.903027168,122,0.6151229739189148,0.6151229739189148,0.0,1778424682.0642445,,,,,,,,,
0.4940577745437622,1.0,43,4049,1646.249842031,123,0.6211214065551758,0.6211214065551758,0.0,1778424701.4108834,,,,,,,,,
,,43,4091,1664.212544416,124,,,,1778424719.3736093,1.0,0.0,0.6051747798919678,0.4746783375740051,0.6051747798919678,,,,
0.4757189452648163,1.0,44,4099,1667.406430344,125,0.5916714668273926,0.5916714668273926,0.0,1778424722.5676196,,,,,,,,,
0.4195821285247803,1.0,44,4149,1686.834173472,126,0.560992956161499,0.560992956161499,0.0,1778424741.9953244,,,,,,,,,
,,44,4184,1702.244539775,127,,,,1778424757.4055629,1.0,0.0,0.6079025864601135,0.47962233424186707,0.6079025864601135,,,,
0.45683589577674866,1.0,45,4199,1708.096052579,128,0.5802650451660156,0.5802650451660156,0.0,1778424763.2572002,,,,,,,,,
0.4156772494316101,1.0,45,4249,1727.511849489,129,0.5256780385971069,0.5256780385971069,0.0,1778424782.6727822,,,,,,,,,
,,45,4277,1740.086877998,130,,,,1778424795.2479765,1.0,0.0,0.5974979400634766,0.46813496947288513,0.5974979400634766,,,,
0.46112269163131714,1.0,46,4299,1748.772242422,131,0.5540169477462769,0.5540169477462769,0.0,1778424803.9331412,,,,,,,,,
0.4588465690612793,1.0,46,4349,1768.157650226,132,0.5649974942207336,0.5649974942207336,0.0,1778424823.318745,,,,,,,,,
,,46,4370,1778.003890406,133,,,,1778424833.1649818,1.0,0.0,0.5826219320297241,0.4624254107475281,0.5826219320297241,,,,
0.43205416202545166,1.0,47,4399,1789.261234602,134,0.5896928310394287,0.5896928310394287,0.0,1778424844.4223588,,,,,,,,,
0.4531489312648773,1.0,47,4449,1808.638116095,135,0.559126079082489,0.559126079082489,0.0,1778424863.7992523,,,,,,,,,
,,47,4463,1815.71772044,136,,,,1778424870.8788047,1.0,0.0,0.586082935333252,0.4704858660697937,0.586082935333252,,,,
0.4384612441062927,1.0,48,4499,1829.82481689,137,0.5574353933334351,0.5574353933334351,0.0,1778424884.9859467,,,,,,,,,
0.46810412406921387,1.0,48,4549,1849.215407454,138,0.5299041271209717,0.5299041271209717,0.0,1778424904.3765779,,,,,,,,,
,,48,4556,1853.65546306,139,,,,1778424908.8165846,1.0,0.0,0.5832525491714478,0.4730707108974457,0.5832525491714478,,,,
0.4711499810218811,1.0,49,4599,1870.334791253,140,0.5480775833129883,0.5480775833129883,0.0,1778424925.4959717,,,,,,,,,
0.4460388720035553,1.0,49,4649,1889.732361915,141,0.531855583190918,0.531855583190918,0.0,1778424944.8935602,,,,,,,,,
,,49,4649,1891.354777984,142,,,,1778424946.5159354,1.0,0.0,0.5779445171356201,0.4698317050933838,0.5779445171356201,,,,
0.4544064402580261,1.0,50,4699,1910.8404142,143,0.5616487264633179,0.5616487264633179,0.0,1778424966.0016308,,,,,,,,,
,,50,4742,1929.279486995,144,,,,1778424984.4404948,1.0,0.0,0.5599321126937866,0.46341773867607117,0.5599321126937866,,,,
0.45578712224960327,1.0,51,4749,1931.966544199,145,0.5614596605300903,0.5614596605300903,0.0,1778424987.1277475,,,,,,,,,
0.4199071526527405,1.0,51,4799,1951.443863407,146,0.47916877269744873,0.47916877269744873,0.0,1778425006.6049554,,,,,,,,,
,,51,4835,1966.996673181,147,,,,1778425022.1577272,1.0,0.0,0.5558536648750305,0.4592893421649933,0.5558536648750305,,,,
0.46921586990356445,1.0,52,4849,1972.465672178,148,0.5466787219047546,0.5466787219047546,0.0,1778425027.626673,,,,,,,,,
0.48728442192077637,1.0,52,4899,1992.057635938,149,0.5663076043128967,0.5663076043128967,0.0,1778425047.218657,,,,,,,,,
,,52,4928,2005.053357673,150,,,,1778425060.2143633,1.0,0.0,0.5613162517547607,0.46472400426864624,0.5613162517547607,,,,
0.4521442651748657,1.0,53,4949,2013.235198247,151,0.5421348214149475,0.5421348214149475,0.0,1778425068.3960934,,,,,,,,,
0.43209290504455566,1.0,53,4999,2032.953733407,152,0.5203992128372192,0.5203992128372192,0.0,1778425088.1148963,,,,,,,,,
,,53,5021,2043.234841207,153,,,,1778425098.3957448,1.0,0.0,0.5572935342788696,0.4657426178455353,0.5572935342788696,,,,
0.46012964844703674,1.0,54,5049,2054.257978269,154,0.4853076934814453,0.4853076934814453,0.0,1778425109.4188845,,,,,,,,,
0.5093470811843872,1.0,54,5099,2073.735618343,155,0.5715179443359375,0.5715179443359375,0.0,1778425128.8967192,,,,,,,,,
,,54,5114,2081.112283353,156,,,,1778425136.2733145,1.0,0.0,0.5397508144378662,0.45614877343177795,0.5397508144378662,,,,
0.44955727458000183,1.0,55,5149,2094.916053717,157,0.5396676063537598,0.5396676063537598,0.0,1778425150.0769627,,,,,,,,,
0.46959415078163147,1.0,55,5199,2114.578422601,158,0.5557270646095276,0.5557270646095276,0.0,1778425169.7394626,,,,,,,,,
,,55,5207,2119.26246296,159,,,,1778425174.4234796,1.0,0.0,0.5390440225601196,0.4563295245170593,0.5390440225601196,,,,
0.42117810249328613,1.0,56,5249,2135.600594701,160,0.4957772493362427,0.4957772493362427,0.0,1778425190.761659,,,,,,,,,
0.432521253824234,1.0,56,5299,2155.071626587,161,0.48791220784187317,0.48791220784187317,0.0,1778425210.2326636,,,,,,,,,
,,56,5300,2157.074001642,162,,,,1778425212.2349892,1.0,0.0,0.5222830176353455,0.4457763731479645,0.5222830176353455,,,,
0.48638543486595154,1.0,57,5349,2176.063994135,163,0.5617311000823975,0.5617311000823975,0.0,1778425231.2250028,,,,,,,,,
,,57,5393,2194.736277793,164,,,,1778425249.897345,1.0,0.0,0.5228099226951599,0.4475274384021759,0.5228099226951599,,,,
0.4149630665779114,1.0,58,5399,2197.156963818,165,0.4853654205799103,0.4853654205799103,0.0,1778425252.3180175,,,,,,,,,
0.4366031289100647,1.0,58,5449,2216.426123058,166,0.5027817487716675,0.5027817487716675,0.0,1778425271.587219,,,,,,,,,
,,58,5486,2232.40823215,167,,,,1778425287.569302,1.0,0.0,0.5078045129776001,0.43449246883392334,0.5078045129776001,,,,
0.472179114818573,1.0,59,5499,2237.469110507,168,0.5527173280715942,0.5527173280715942,0.0,1778425292.6301334,,,,,,,,,
0.4544658660888672,1.0,59,5549,2256.737232303,169,0.5082724094390869,0.5082724094390869,0.0,1778425311.898303,,,,,,,,,
,,59,5579,2270.117663853,170,,,,1778425325.2787066,1.0,0.0,0.5243450999259949,0.4574408233165741,0.5243450999259949,,,,
0.4328661561012268,1.0,60,5599,2277.848465208,171,0.5150830745697021,0.5150830745697021,0.0,1778425333.0095823,,,,,,,,,
0.44048815965652466,1.0,60,5649,2297.29318171,172,0.4867786765098572,0.4867786765098572,0.0,1778425352.4542398,,,,,,,,,
,,60,5672,2307.864774603,173,,,,1778425363.0257432,1.0,0.0,0.5163869261741638,0.4524689018726349,0.5163869261741638,,,,
0.4540727138519287,1.0,61,5699,2318.42944555,174,0.5317784547805786,0.5317784547805786,0.0,1778425373.5904672,,,,,,,,,
0.4510493576526642,1.0,61,5749,2337.781477826,175,0.5133857727050781,0.5133857727050781,0.0,1778425392.942482,,,,,,,,,
,,61,5765,2345.644778606,176,,,,1778425400.8058581,1.0,0.0,0.5030386447906494,0.4374968707561493,0.5030386447906494,,,,
0.4425544738769531,1.0,62,5799,2359.141126135,177,0.48749840259552,0.48749840259552,0.0,1778425414.3020377,,,,,,,,,
0.4574849307537079,1.0,62,5849,2378.518267637,178,0.5313959121704102,0.5313959121704102,0.0,1778425433.6793106,,,,,,,,,
,,62,5858,2383.731440582,179,,,,1778425438.8924425,1.0,0.0,0.5010676383972168,0.4430018663406372,0.5010676383972168,,,,
0.45906126499176025,1.0,63,5899,2399.806967989,180,0.5191277265548706,0.5191277265548706,0.0,1778425454.9680178,,,,,,,,,
0.47042256593704224,1.0,63,5949,2419.188840557,181,0.5310012698173523,0.5310012698173523,0.0,1778425474.3498166,,,,,,,,,
,,63,5951,2421.611281093,182,,,,1778425476.7722292,1.0,0.0,0.5079764723777771,0.44776493310928345,0.5079764723777771,,,,
0.40553975105285645,1.0,64,5999,2440.443658246,183,0.44725337624549866,0.44725337624549866,0.0,1778425495.6046548,,,,,,,,,
,,64,6044,2459.540955245,184,,,,1778425514.7018843,1.0,0.0,0.48743492364883423,0.43406492471694946,0.48743492364883423,,,,
0.41886645555496216,1.0,65,6049,2461.439316917,185,0.47827214002609253,0.47827214002609253,0.0,1778425516.6003919,,,,,,,,,
0.3992311954498291,1.0,65,6099,2480.87023332,186,0.4401746988296509,0.4401746988296509,0.0,1778425536.0312343,,,,,,,,,
,,65,6137,2497.096034851,187,,,,1778425552.2570007,1.0,0.0,0.4929240345954895,0.44145870208740234,0.4929240345954895,,,,
0.46311336755752563,1.0,66,6149,2501.821588484,188,0.5136966705322266,0.5136966705322266,0.0,1778425556.9826572,,,,,,,,,
0.42309343814849854,1.0,66,6199,2521.072644857,189,0.4688275158405304,0.4688275158405304,0.0,1778425576.233652,,,,,,,,,
,,66,6230,2534.820048532,190,,,,1778425589.9810922,1.0,0.0,0.4917629659175873,0.43883100152015686,0.4917629659175873,,,,
0.46281126141548157,1.0,67,6249,2542.15269163,191,0.554222583770752,0.554222583770752,0.0,1778425597.3138175,,,,,,,,,
0.4478897452354431,1.0,67,6299,2561.725351604,192,0.49185556173324585,0.49185556173324585,0.0,1778425616.8864274,,,,,,,,,
,,67,6323,2572.571279395,193,,,,1778425627.732124,1.0,0.0,0.47204241156578064,0.428218275308609,0.47204241156578064,,,,
0.46107810735702515,1.0,68,6349,2582.741057188,194,0.5324329137802124,0.5324329137802124,0.0,1778425637.9022934,,,,,,,,,
0.40285488963127136,1.0,68,6399,2602.385673694,195,0.49508434534072876,0.49508434534072876,0.0,1778425657.5469048,,,,,,,,,
,,68,6416,2610.67118856,196,,,,1778425665.832322,1.0,0.0,0.47942087054252625,0.43071940541267395,0.47942087054252625,,,,
0.4284352958202362,1.0,69,6449,2623.477713796,197,0.4464760422706604,0.4464760422706604,0.0,1778425678.638775,,,,,,,,,
0.4571411609649658,1.0,69,6499,2643.029588212,198,0.4817202687263489,0.4817202687263489,0.0,1778425698.1906602,,,,,,,,,
,,69,6509,2648.624600408,199,,,,1778425703.7854002,1.0,0.0,0.47503456473350525,0.4338209927082062,0.47503456473350525,,,,
0.41430771350860596,1.0,70,6549,2664.054063944,200,0.44134634733200073,0.44134634733200073,0.0,1778425719.2152503,,,,,,,,,
0.41877272725105286,1.0,70,6599,2683.393316743,201,0.44989198446273804,0.44989198446273804,0.0,1778425738.5545204,,,,,,,,,
,,70,6602,2686.175907309,202,,,,1778425741.3370488,1.0,0.0,0.46503719687461853,0.42569229006767273,0.46503719687461853,,,,
0.46821099519729614,1.0,71,6649,2704.263187993,203,0.5354493260383606,0.5354493260383606,0.0,1778425759.4243686,,,,,,,,,
,,71,6695,2723.62019929,204,,,,1778425778.7813199,1.0,0.0,0.4681248068809509,0.4298345446586609,0.4681248068809509,,,,
0.43471112847328186,1.0,72,6699,2725.293288029,205,0.48251771926879883,0.48251771926879883,0.0,1778425780.4544775,,,,,,,,,
