tloss_a_step,tloss_s_step,w_stability_step,epoch,trainer/global_step,_timestamp,_runtime,tloss_step,w_accuracy_step,_step,tloss_s_epoch,w_accuracy_epoch,tloss_a_epoch,tloss_epoch,w_stability_epoch,sMAPE,RMSSE,RMSSC,sMAPC
,,,16,1580,1778407022.2255318,740.401507575,,,47,0.5567548871040344,1.0,1.2500457763671875,1.2500457763671875,0.0,,,,
1.2311391830444336,0.5791166424751282,0.0,17,1599,1778407033.540682,751.716706172,1.2311391830444336,1.0,48,,,,,,,,,
1.2601146697998047,0.5475096702575684,0.0,17,1649,1778407054.4053502,772.581364997,1.2601146697998047,1.0,49,,,,,,,,,
,,,17,1673,1778407065.3854437,783.561555415,,,50,0.5541423559188843,1.0,1.2466423511505127,1.2466423511505127,0.0,,,,
1.2599514722824097,0.5590488314628601,0.0,18,1699,1778407079.7334416,797.909435895,1.2599514722824097,1.0,51,,,,,,,,,
1.2171361446380615,0.5657931566238403,0.0,18,1749,1778407100.591253,818.767243548,1.2171361446380615,1.0,52,,,,,,,,,
,,,18,1766,1778407108.5508604,826.727026776,,,53,0.572535514831543,1.0,1.258118987083435,1.258118987083435,0.0,,,,
1.2497235536575317,0.5697858333587646,0.0,19,1799,1778407125.8980339,844.074029358,1.2497235536575317,1.0,54,,,,,,,,,
1.1985108852386475,0.5577378273010254,0.0,19,1849,1778407146.7703695,864.946408908,1.1985108852386475,1.0,55,,,,,,,,,
,,,19,1859,1778407151.8962817,870.072254438,,,56,0.5685697793960571,1.0,1.2436763048171997,1.2436763048171997,0.0,,,,
1.253202199935913,0.5716384649276733,0.0,20,1899,1778407172.0949776,890.271121221,1.253202199935913,1.0,57,,,,,,,,,
1.2472858428955078,0.5066754221916199,0.0,20,1949,1778407192.8436513,911.019804317,1.2472858428955078,1.0,58,,,,,,,,,
,,,20,1952,1778407194.9360542,913.112195816,,,59,0.5596290826797485,1.0,1.241974949836731,1.241974949836731,0.0,,,,
1.2449182271957397,0.6468809247016907,0.0,21,1999,1778407218.0203087,936.19641367,1.2449182271957397,1.0,60,,,,,,,,,
,,,21,2045,1778407238.3670328,956.543185479,,,61,0.569145143032074,1.0,1.2458828687667847,1.2458828687667847,0.0,,,,
1.2872633934020996,0.590004563331604,0.0,22,2049,1778407243.3505342,961.526710867,1.2872633934020996,1.0,62,,,,,,,,,
1.2297149896621704,0.5420543551445007,0.0,22,2099,1778407264.465157,982.641281481,1.2297149896621704,1.0,63,,,,,,,,,
,,,22,2138,1778407281.8233805,999.999359352,,,64,0.5730295777320862,1.0,1.2384063005447388,1.2384063005447388,0.0,,,,
1.2725088596343994,0.5494407415390015,0.0,23,2149,1778407289.886123,1008.062122409,1.2725088596343994,1.0,65,,,,,,,,,
1.2520982027053833,0.5136443972587585,0.0,23,2199,1778407310.7685363,1028.944586307,1.2520982027053833,1.0,66,,,,,,,,,
,,,23,2231,1778407325.0450425,1043.22111931,,,67,0.5522982478141785,1.0,1.2330220937728882,1.2330220937728882,0.0,,,,
1.208251714706421,0.5550393462181091,0.0,24,2249,1778407335.909224,1054.085104223,1.208251714706421,1.0,68,,,,,,,,,
1.2102556228637695,0.5414865016937256,0.0,24,2299,1778407356.968656,1075.14481145,1.2102556228637695,1.0,69,,,,,,,,,
,,,24,2324,1778407368.3948326,1086.570893141,,,70,0.5744503140449524,1.0,1.2370822429656982,1.2370822429656982,0.0,,,,
1.1275122165679932,0.5426580905914307,0.0,25,2349,1778407382.0993347,1100.275317022,1.1275122165679932,1.0,71,,,,,,,,,
1.2606204748153687,0.5590620040893555,0.0,25,2399,1778407403.1525686,1121.328633356,1.2606204748153687,1.0,72,,,,,,,,,
,,,25,2417,1778407411.4613853,1129.637517518,,,73,0.558201014995575,1.0,1.2375197410583496,1.2375197410583496,0.0,,,,
1.2193801403045654,0.5536456108093262,0.0,26,2449,1778407428.0658884,1146.241958492,1.2193801403045654,1.0,74,,,,,,,,,
1.2671021223068237,0.5817438364028931,0.0,26,2499,1778407449.199967,1167.37611419,1.2671021223068237,1.0,75,,,,,,,,,
,,,26,2510,1778407454.7453928,1172.921487752,,,76,0.5698127746582031,1.0,1.239495038986206,1.239495038986206,0.0,,,,
1.2513800859451294,0.5990142822265625,0.0,27,2549,1778407474.3820963,1192.558071476,1.2513800859451294,1.0,77,,,,,,,,,
1.1891233921051025,0.5634657144546509,0.0,27,2599,1778407495.5437896,1213.719838945,1.1891233921051025,1.0,78,,,,,,,,,
,,,27,2603,1778407498.0331717,1216.209171291,,,79,0.5589735507965088,1.0,1.234663963317871,1.234663963317871,0.0,,,,
1.2759801149368286,0.5922049283981323,0.0,28,2649,1778407520.544269,1238.720163094,1.2759801149368286,1.0,80,,,,,,,,,
,,,28,2696,1778407540.9556396,1259.131528308,,,81,0.560926616191864,1.0,1.2354450225830078,1.2354450225830078,0.0,,,,
1.158309817314148,0.5021048188209534,0.0,29,2699,1778407545.700337,1263.876177966,1.158309817314148,1.0,82,,,,,,,,,
1.3025012016296387,0.634332537651062,0.0,29,2749,1778407566.220822,1284.396735873,1.3025012016296387,1.0,83,,,,,,,,,
,,,29,2789,1778407583.7980456,1301.974194018,,,84,0.5743152499198914,1.0,1.238002061843872,1.238002061843872,0.0,,,,
1.235339879989624,0.5407237410545349,0.0,30,2799,1778407591.4050307,1309.58098696,1.235339879989624,1.0,85,,,,,,,,,
1.2382183074951172,0.5087917447090149,0.0,30,2849,1778407611.9705217,1330.146447594,1.2382183074951172,1.0,86,,,,,,,,,
,,,30,2882,1778407626.3390996,1344.515091623,,,87,0.56684410572052,1.0,1.234174132347107,1.234174132347107,0.0,,,,
1.2448513507843018,0.49741658568382263,0.0,31,2899,1778407636.5732558,1354.749132298,1.2448513507843018,1.0,88,,,,,,,,,
1.3767976760864258,0.6061210632324219,0.0,31,2949,1778407657.291859,1375.467751219,1.3767976760864258,1.0,89,,,,,,,,,
,,,31,2975,1778407668.8994155,1387.075365144,,,90,0.5546941757202148,1.0,1.2288818359375,1.2288818359375,0.0,,,,
1.1909853219985962,0.6038917303085327,0.0,32,2999,1778407682.2017412,1400.377672918,1.1909853219985962,1.0,91,,,,,,,,,
1.3101496696472168,0.6189430356025696,0.0,32,3049,1778407703.0426245,1421.21876647,1.3101496696472168,1.0,92,,,,,,,,,
,,,32,3068,1778407711.9278045,1430.103910546,,,93,0.5520228147506714,1.0,1.233003854751587,1.233003854751587,0.0,,,,
1.1838394403457642,0.5547392964363098,0.0,33,3099,1778407728.0598502,1446.235870285,1.1838394403457642,1.0,94,,,,,,,,,
1.220054030418396,0.5709236860275269,0.0,33,3149,1778407748.7355518,1466.911552722,1.220054030418396,1.0,95,,,,,,,,,
,,,33,3161,1778407754.6154962,1472.791638087,,,96,0.561421275138855,1.0,1.2329747676849365,1.2329747676849365,0.0,,,,
1.2204939126968384,0.5544452667236328,0.0,34,3199,1778407774.0307803,1492.206791631,1.2204939126968384,1.0,97,,,,,,,,,
1.1750340461730957,0.5556551814079285,0.0,34,3249,1778407794.95387,1513.129823059,1.1750340461730957,1.0,98,,,,,,,,,
,,,34,3254,1778407798.0448062,1516.22082183,,,99,0.553681492805481,1.0,1.228561282157898,1.228561282157898,0.0,,,,
1.2192926406860352,0.5288290977478027,0.0,35,3299,1778407820.2214377,1538.397326326,1.2192926406860352,1.0,100,,,,,,,,,
,,,35,3347,1778407840.9343321,1559.110385062,,,101,0.5723722577095032,1.0,1.236207127571106,1.236207127571106,0.0,,,,
1.2354190349578857,0.5933240056037903,0.0,36,3349,1778407845.0610793,1563.236966448,1.2354190349578857,1.0,102,,,,,,,,,
1.2338297367095947,0.5512487888336182,0.0,36,3399,1778407865.7345264,1583.910444866,1.2338297367095947,1.0,103,,,,,,,,,
,,,36,3440,1778407883.6380968,1601.814149684,,,104,0.5604881644248962,1.0,1.2264647483825684,1.2264647483825684,0.0,,,,
1.1683452129364014,0.5202457904815674,0.0,37,3449,1778407890.5752397,1608.751232934,1.1683452129364014,1.0,105,,,,,,,,,
1.2668979167938232,0.6210312843322754,0.0,37,3499,1778407911.5625136,1629.738552177,1.2668979167938232,1.0,106,,,,,,,,,
,,,37,3533,1778407926.5058475,1644.681833604,,,107,0.5607702136039734,1.0,1.220510721206665,1.220510721206665,0.0,,,,
1.1806139945983887,0.48736900091171265,0.0,38,3549,1778407936.450282,1654.626287939,1.1806139945983887,1.0,108,,,,,,,,,
1.2142823934555054,0.5635262727737427,0.0,38,3599,1778407957.0873506,1675.263525284,1.2142823934555054,1.0,109,,,,,,,,,
,,,38,3626,1778407969.2138734,1687.389982194,,,110,0.5674029588699341,1.0,1.231674313545227,1.231674313545227,0.0,,,,
1.2456824779510498,0.5514445304870605,0.0,39,3649,1778407982.2810912,1700.457041088,1.2456824779510498,1.0,111,,,,,,,,,
1.1969425678253174,0.5296170711517334,0.0,39,3699,1778408003.0976348,1721.273717962,1.1969425678253174,1.0,112,,,,,,,,,
,,,39,3719,1778408012.4317536,1730.607949698,,,113,0.5563414692878723,1.0,1.2207528352737427,1.2207528352737427,0.0,,,,
1.2114810943603516,0.4848891794681549,0.0,40,3749,1778408028.2989392,1746.47496731,1.2114810943603516,1.0,114,,,,,,,,,
1.2836040258407593,0.6739192008972168,0.0,40,3799,1778408049.148604,1767.324483669,1.2836040258407593,1.0,115,,,,,,,,,
,,,40,3812,1778408055.493492,1773.669445698,,,116,0.5648298859596252,1.0,1.224146842956543,1.224146842956543,0.0,,,,
1.2161858081817627,0.5346813201904297,0.0,41,3849,1778408074.4197013,1792.595621526,1.2161858081817627,1.0,117,,,,,,,,,
1.2678563594818115,0.58682781457901,0.0,41,3899,1778408095.297372,1813.473308079,1.2678563594818115,1.0,118,,,,,,,,,
,,,41,3905,1778408098.7997513,1816.975763335,,,119,0.5599915981292725,1.0,1.2240928411483765,1.2240928411483765,0.0,,,,
1.1734228134155273,0.5320669412612915,0.0,42,3949,1778408120.5995638,1838.775502473,1.1734228134155273,1.0,120,,,,,,,,,
,,,42,3998,1778408142.115177,1860.291250427,,,121,0.5669267773628235,1.0,1.225294589996338,1.225294589996338,0.0,,,,
1.3111859560012817,0.6253303289413452,0.0,43,3999,1778408145.8354037,1864.011340939,1.3111859560012817,1.0,122,,,,,,,,,
1.2381937503814697,0.549008846282959,0.0,43,4049,1778408166.6795263,1884.855506128,1.2381937503814697,1.0,123,,,,,,,,,
,,,43,4091,1778408185.1364985,1903.312466545,,,124,0.5595632791519165,1.0,1.2220717668533325,1.2220717668533325,0.0,,,,
1.2072439193725586,0.5327963829040527,0.0,44,4099,1778408191.9714384,1910.147487183,1.2072439193725586,1.0,125,,,,,,,,,
1.2029141187667847,0.5270810127258301,0.0,44,4149,1778408212.4682095,1930.644222844,1.2029141187667847,1.0,126,,,,,,,,,
,,,44,4184,1778408227.8637536,1946.039885086,,,127,0.5620782971382141,1.0,1.223692536354065,1.223692536354065,0.0,,,,
1.1995141506195068,0.6290327906608582,0.0,45,4199,1778408237.3708243,1955.54685265,1.1995141506195068,1.0,128,,,,,,,,,
1.2185635566711426,0.5234214067459106,0.0,45,4249,1778408257.8283656,1976.004333821,1.2185635566711426,1.0,129,,,,,,,,,
,,,45,4277,1778408270.3909643,1988.567092265,,,130,0.5593807697296143,1.0,1.2195441722869873,1.2195441722869873,0.0,,,,
1.2411718368530273,0.530847430229187,0.0,46,4299,1778408282.9348361,2001.110873993,1.2411718368530273,1.0,131,,,,,,,,,
1.2171097993850708,0.5397475957870483,0.0,46,4349,1778408303.5855153,2021.761633762,1.2171097993850708,1.0,132,,,,,,,,,
,,,46,4370,1778408313.2399352,2031.416096506,,,133,0.5607720017433167,1.0,1.2153750658035278,1.2153750658035278,0.0,,,,
1.2286741733551025,0.5950499773025513,0.0,47,4399,1778408328.7325435,2046.908534795,1.2286741733551025,1.0,134,,,,,,,,,
1.1593413352966309,0.5089167356491089,0.0,47,4449,1778408349.425694,2067.601748501,1.1593413352966309,1.0,135,,,,,,,,,
,,,47,4463,1778408356.1455483,2074.321745127,,,136,0.5562863945960999,1.0,1.221955418586731,1.221955418586731,0.0,,,,
1.1734392642974854,0.5308552384376526,0.0,48,4499,1778408374.6074352,2092.783419198,1.1734392642974854,1.0,137,,,,,,,,,
1.1386997699737549,0.527416467666626,0.0,48,4549,1778408395.1997278,2113.375754554,1.1386997699737549,1.0,138,,,,,,,,,
,,,48,4556,1778408398.8510206,2117.027095052,,,139,0.5580743551254272,1.0,1.208846092224121,1.208846092224121,0.0,,,,
1.2529518604278564,0.5843456983566284,0.0,49,4599,1778408420.0343626,2138.210479847,1.2529518604278564,1.0,140,,,,,,,,,
1.2172229290008545,0.5757939219474792,0.0,49,4649,1778408440.5008156,2158.676954652,1.2172229290008545,1.0,141,,,,,,,,,
,,,49,4649,1778408441.3621087,2159.538106302,,,142,0.5678153038024902,1.0,1.2211613655090332,1.2211613655090332,0.0,,,,
1.1895397901535034,0.5722858905792236,0.0,50,4699,1778408465.5388846,2183.71480295,1.1895397901535034,1.0,143,,,,,,,,,
,,,50,4742,1778408484.4546847,2202.630627154,,,144,0.5601431727409363,1.0,1.2298294305801392,1.2298294305801392,0.0,,,,
1.246855616569519,0.5364631414413452,0.0,51,4749,1778408490.813652,2208.989486983,1.246855616569519,1.0,145,,,,,,,,,
1.1598823070526123,0.5515009164810181,0.0,51,4799,1778408511.7447095,2229.920739893,1.1598823070526123,1.0,146,,,,,,,,,
,,,51,4835,1778408527.846721,2246.022830174,,,147,0.5624080896377563,1.0,1.215409755706787,1.215409755706787,0.0,,,,
1.1556388139724731,0.5858397483825684,0.0,52,4849,1778408537.074051,2255.250032844,1.1556388139724731,1.0,148,,,,,,,,,
1.1784801483154297,0.47271400690078735,0.0,52,4899,1778408558.1448226,2276.320847738,1.1784801483154297,1.0,149,,,,,,,,,
,,,52,4928,1778408571.0704985,2289.246577841,,,150,0.557125449180603,1.0,1.213678002357483,1.213678002357483,0.0,,,,
1.2660613059997559,0.5711323618888855,0.0,53,4949,1778408583.0715961,2301.24754638,1.2660613059997559,1.0,151,,,,,,,,,
1.1741700172424316,0.5127772688865662,0.0,53,4999,1778408604.010678,2322.186551893,1.1741700172424316,1.0,152,,,,,,,,,
,,,53,5021,1778408614.214235,2332.390283296,,,153,0.5600312352180481,1.0,1.2234808206558228,1.2234808206558228,0.0,,,,
1.1741554737091064,0.5471521615982056,0.0,54,5049,1778408629.2429945,2347.418987494,1.1741554737091064,1.0,154,,,,,,,,,
1.2681968212127686,0.5470845103263855,0.0,54,5099,1778408649.9930732,2368.169069465,1.2681968212127686,1.0,155,,,,,,,,,
,,,54,5114,1778408657.107081,2375.28315379,,,156,0.5570344924926758,1.0,1.2140376567840576,1.2140376567840576,0.0,,,,
1.2004685401916504,0.5350558757781982,0.0,55,5149,1778408675.1545331,2393.330547651,1.2004685401916504,1.0,157,,,,,,,,,
1.2331914901733398,0.5224977731704712,0.0,55,5199,1778408696.1073978,2414.283483007,1.2331914901733398,1.0,158,,,,,,,,,
,,,55,5207,1778408700.2059333,2418.382065228,,,159,0.5639734268188477,1.0,1.221558690071106,1.221558690071106,0.0,,,,
1.2757303714752197,0.5691011548042297,0.0,56,5249,1778408721.0494878,2439.225500499,1.2757303714752197,1.0,160,,,,,,,,,
1.1581993103027344,0.4954681694507599,0.0,56,5299,1778408741.7516115,2459.927551969,1.1581993103027344,1.0,161,,,,,,,,,
,,,56,5300,1778408743.192618,2461.368734042,,,162,0.555793285369873,1.0,1.2161682844161987,1.2161682844161987,0.0,,,,
1.2549165487289429,0.5855854749679565,0.0,57,5349,1778408766.8275354,2485.003565646,1.2549165487289429,1.0,163,,,,,,,,,
,,,57,5393,1778408785.9779134,2504.154000728,,,164,0.555019199848175,1.0,1.2124595642089844,1.2124595642089844,0.0,,,,
1.1512202024459839,0.5129560232162476,0.0,58,5399,1778408791.7429776,2509.919027173,1.1512202024459839,1.0,165,,,,,,,,,
1.3376634120941162,0.6374185085296631,0.0,58,5449,1778408812.6186936,2530.794707797,1.3376634120941162,1.0,166,,,,,,,,,
,,,58,5486,1778408828.7544909,2546.930581451,,,167,0.5575399398803711,1.0,1.2136878967285156,1.2136878967285156,0.0,,,,
1.2537668943405151,0.5775396823883057,0.0,59,5499,1778408837.5313275,2555.707190077,1.2537668943405151,1.0,168,,,,,,,,,
1.2083076238632202,0.5356221199035645,0.0,59,5549,1778408858.4039972,2576.580000396,1.2083076238632202,1.0,169,,,,,,,,,
,,,59,5579,1778408871.7014852,2589.877582695,,,170,0.5588738918304443,1.0,1.2087754011154175,1.2087754011154175,0.0,,,,
1.2729099988937378,0.5391414165496826,0.0,60,5599,1778408883.3027673,2601.478811039,1.2729099988937378,1.0,171,,,,,,,,,
1.1389073133468628,0.5144604444503784,0.0,60,5649,1778408904.153896,2622.329891392,1.1389073133468628,1.0,172,,,,,,,,,
,,,60,5672,1778408914.4717212,2632.647836835,,,173,0.5553467869758606,1.0,1.2126317024230957,1.2126317024230957,0.0,,,,
1.180098295211792,0.5400126576423645,0.0,61,5699,1778408929.1259737,2647.302010809,1.180098295211792,1.0,174,,,,,,,,,
1.2466833591461182,0.5063433647155762,0.0,61,5749,1778408949.8735962,2668.049479458,1.2466833591461182,1.0,175,,,,,,,,,
,,,61,5765,1778408957.3025222,2675.47850283,,,176,0.553153395652771,1.0,1.2130662202835083,1.2130662202835083,0.0,,,,
1.2470266819000244,0.5456295013427734,0.0,62,5799,1778408974.544884,2692.720746321,1.2470266819000244,1.0,177,,,,,,,,,
1.1432068347930908,0.529897928237915,0.0,62,5849,1778408995.2273257,2713.403215502,1.1432068347930908,1.0,178,,,,,,,,,
,,,62,5858,1778408999.8800125,2718.055947249,,,179,0.5522094964981079,1.0,1.2102752923965454,1.2102752923965454,0.0,,,,
1.2269868850708008,0.5662297010421753,0.0,63,5899,1778409020.0688186,2738.244730412,1.2269868850708008,1.0,180,,,,,,,,,
1.2132806777954102,0.5845527052879333,0.0,63,5949,1778409040.579113,2758.755108185,1.2132806777954102,1.0,181,,,,,,,,,
,,,63,5951,1778409042.2364275,2760.412355091,,,182,0.55070960521698,1.0,1.2130711078643799,1.2130711078643799,0.0,,,,
1.1568307876586914,0.5349372029304504,0.0,64,5999,1778409065.4665108,2783.642501722,1.1568307876586914,1.0,183,,,,,,,,,
,,,64,6044,1778409084.8478088,2803.023993505,,,184,0.5619177222251892,1.0,1.2139942646026611,1.2139942646026611,0.0,,,,
1.262176513671875,0.5989745855331421,0.0,65,6049,1778409090.1905155,2808.366529438,1.262176513671875,1.0,185,,,,,,,,,
1.1723600625991821,0.5369268655776978,0.0,65,6099,1778409110.685936,2828.862005627,1.1723600625991821,1.0,186,,,,,,,,,
,,,65,6137,1778409127.273703,2845.449780712,,,187,0.5532266497612,1.0,1.2124109268188477,1.2124109268188477,0.0,,,,
1.2308382987976074,0.5325807332992554,0.0,66,6149,1778409135.5526896,2853.728623339,1.2308382987976074,1.0,188,,,,,,,,,
1.2353618144989014,0.5673418045043945,0.0,66,6199,1778409156.0475156,2874.22372638,1.2353618144989014,1.0,189,,,,,,,,,
,,,66,6230,1778409169.8486109,2888.024629833,,,190,0.5595507621765137,1.0,1.2138582468032837,1.2138582468032837,0.0,,,,
1.2024798393249512,0.5597224235534668,0.0,67,6249,1778409180.9312017,2899.107194449,1.2024798393249512,1.0,191,,,,,,,,,
1.1825064420700073,0.5070651173591614,0.0,67,6299,1778409201.4430106,2919.619013765,1.1825064420700073,1.0,192,,,,,,,,,
,,,67,6323,1778409212.2459779,2930.422116346,,,193,0.5556791424751282,1.0,1.2151520252227783,1.2151520252227783,0.0,,,,
1.1932742595672607,0.529358983039856,0.0,68,6349,1778409226.3127935,2944.488819749,1.1932742595672607,1.0,194,,,,,,,,,
1.2234538793563843,0.5814980864524841,0.0,68,6399,1778409246.827553,2965.003550129,1.2234538793563843,1.0,195,,,,,,,,,
,,,68,6416,1778409254.8204916,2972.996424924,,,196,0.5573978424072266,1.0,1.2001522779464722,1.2001522779464722,0.0,,,,
1.219428539276123,0.5255588889122009,0.0,69,6449,1778409272.1907284,2990.366797816,1.219428539276123,1.0,197,,,,,,,,,
1.1633479595184326,0.5225990414619446,0.0,69,6499,1778409292.9516263,3011.127670116,1.1633479595184326,1.0,198,,,,,,,,,
,,,69,6509,1778409298.0444489,3016.220490789,,,199,0.5623751282691956,1.0,1.211219310760498,1.211219310760498,0.0,,,,
1.167009711265564,0.5255004167556763,0.0,70,6549,1778409318.0605493,3036.236573629,1.167009711265564,1.0,200,,,,,,,,,
1.2172551155090332,0.5810564160346985,0.0,70,6599,1778409338.8992903,3057.07518339,1.2172551155090332,1.0,201,,,,,,,,,
,,,70,6602,1778409340.9915543,3059.167586122,,,202,0.5461546182632446,1.0,1.209888219833374,1.209888219833374,0.0,,,,
1.2607842683792114,0.5743306279182434,0.0,71,6649,1778409364.0011582,3082.177123864,1.2607842683792114,1.0,203,,,,,,,,,
,,,71,6695,1778409384.4101386,3102.586315273,,,204,0.563106894493103,1.0,1.2099000215530396,1.2099000215530396,0.0,,,,
1.2366262674331665,0.5275731682777405,0.0,72,6699,1778409389.4340918,3107.610147506,1.2366262674331665,1.0,205,,,,,,,,,
