tloss_a_step,tloss_s_step,w_stability_step,epoch,trainer/global_step,_timestamp,_runtime,tloss_step,w_accuracy_step,_step,tloss_s_epoch,w_accuracy_epoch,tloss_a_epoch,tloss_epoch,w_stability_epoch,sMAPE,RMSSE,RMSSC,sMAPC
1.1021887063980103,0.4931447505950928,0.0,72,6749,1778409410.2085247,3128.384560491,1.1021887063980103,1.0,206,,,,,,,,,
,,,72,6788,1778409427.2767136,3145.452851797,,,207,0.5541661977767944,1.0,1.2060941457748413,1.2060941457748413,0.0,,,,
1.2715437412261963,0.6030013561248779,0.0,73,6799,1778409435.2011726,3153.377178002,1.2715437412261963,1.0,208,,,,,,,,,
1.24483060836792,0.5789066553115845,0.0,73,6849,1778409455.9369607,3174.112979928,1.24483060836792,1.0,209,,,,,,,,,
,,,73,6881,1778409470.1152875,3188.291363808,,,210,0.5554108619689941,1.0,1.2133009433746338,1.2133009433746338,0.0,,,,
1.1967971324920654,0.5711477994918823,0.0,74,6899,1778409480.9205391,3199.096507305,1.1967971324920654,1.0,211,,,,,,,,,
1.2007417678833008,0.5924414992332458,0.0,74,6949,1778409501.8432384,3220.019248102,1.2007417678833008,1.0,212,,,,,,,,,
,,,74,6974,1778409513.1402469,3231.316447242,,,213,0.5496571660041809,1.0,1.1957651376724243,1.1957651376724243,0.0,,,,
1.217599868774414,0.5460107326507568,0.0,75,6999,1778409527.0270824,3245.203102021,1.217599868774414,1.0,214,,,,,,,,,
1.1930090188980103,0.5387685298919678,0.0,75,7049,1778409548.0465772,3266.222581228,1.1930090188980103,1.0,215,,,,,,,,,
,,,75,7067,1778409556.4178839,3274.594080396,,,216,0.5501785278320312,1.0,1.2026081085205078,1.2026081085205078,0.0,,,,
1.1981415748596191,0.5615120530128479,0.0,76,7099,1778409573.1241016,3291.300146551,1.1981415748596191,1.0,217,,,,,,,,,
1.2187522649765015,0.5614587068557739,0.0,76,7149,1778409594.1904984,3312.366473812,1.2187522649765015,1.0,218,,,,,,,,,
,,,76,7160,1778409599.7017806,3317.87801076,,,219,0.5519393682479858,1.0,1.2071855068206787,1.2071855068206787,0.0,,,,
1.210770845413208,0.6090335845947266,0.0,77,7199,1778409619.2233882,3337.399404952,1.210770845413208,1.0,220,,,,,,,,,
1.245293140411377,0.5492681264877319,0.0,77,7249,1778409640.0884411,3358.264540261,1.245293140411377,1.0,221,,,,,,,,,
,,,77,7253,1778409642.564024,3360.740075553,,,222,0.5462536811828613,1.0,1.2111191749572754,1.2111191749572754,0.0,,,,
1.1993482112884521,0.4927968978881836,0.0,78,7299,1778409664.9805133,3383.156500285,1.1993482112884521,1.0,223,,,,,,,,,
,,,78,7346,1778409685.537537,3403.713638287,,,224,0.5492085814476013,1.0,1.195168375968933,1.195168375968933,0.0,,,,
1.2533698081970215,0.5425602197647095,0.0,79,7349,1778409690.3337593,3408.5097725,1.2533698081970215,1.0,225,,,,,,,,,
1.2227675914764404,0.5474806427955627,0.0,79,7399,1778409711.2153666,3429.391497693,1.2227675914764404,1.0,226,,,,,,,,,
,,,79,7439,1778409728.7243726,3446.900421763,,,227,0.5562267899513245,1.0,1.212162733078003,1.212162733078003,0.0,,,,
1.2229925394058228,0.5956461429595947,0.0,80,7449,1778409736.2126904,3454.388554705,1.2229925394058228,1.0,228,,,,,,,,,
1.1951978206634521,0.5452917218208313,0.0,80,7499,1778409756.938642,3475.114498539,1.1951978206634521,1.0,229,,,,,,,,,
,,,80,7532,1778409771.3316784,3489.507561664,,,230,0.55827397108078,1.0,1.2024500370025635,1.2024500370025635,0.0,,,,
1.2240110635757446,0.5578845143318176,0.0,81,7549,1778409781.735704,3499.911698618,1.2240110635757446,1.0,231,,,,,,,,,
1.192626953125,0.5715904831886292,0.0,81,7599,1778409802.7919528,3520.968005293,1.192626953125,1.0,232,,,,,,,,,
,,,81,7625,1778409814.6028376,3532.778770122,,,233,0.5433210134506226,1.0,1.2014037370681763,1.2014037370681763,0.0,,,,
1.0995862483978271,0.6052569150924683,0.0,82,7649,1778409828.0735903,3546.249641785,1.0995862483978271,1.0,234,,,,,,,,,
1.176217794418335,0.6002061367034912,0.0,82,7699,1778409848.7042556,3566.880291622,1.176217794418335,1.0,235,,,,,,,,,
,,,82,7718,1778409857.5563684,3575.732437788,,,236,0.5605630278587341,1.0,1.2021818161010742,1.2021818161010742,0.0,,,,
1.2333855628967285,0.6332571506500244,0.0,83,7749,1778409873.6998026,3591.875967952,1.2333855628967285,1.0,237,,,,,,,,,
1.252060055732727,0.5672851800918579,0.0,83,7799,1778409894.46737,3612.643391151,1.252060055732727,1.0,238,,,,,,,,,
,,,83,7811,1778409900.4013705,3618.577480076,,,239,0.5560181140899658,1.0,1.2098259925842285,1.2098259925842285,0.0,,,,
1.2050981521606445,0.5602342486381531,0.0,84,7849,1778409919.7005196,3637.876625592,1.2050981521606445,1.0,240,,,,,,,,,
1.1720528602600098,0.5349615812301636,0.0,84,7899,1778409940.5124314,3658.688413419,1.1720528602600098,1.0,241,,,,,,,,,
,,,84,7904,1778409943.603136,3661.779343944,,,242,0.5522670745849609,1.0,1.2039597034454346,1.2039597034454346,0.0,,,,
1.2104780673980713,0.6164771318435669,0.0,85,7949,1778409965.7331042,3683.90919728,1.2104780673980713,1.0,243,,,,,,,,,
,,,85,7997,1778409986.4934847,3704.669502648,,,244,0.5544477105140686,1.0,1.1994423866271973,1.1994423866271973,0.0,,,,
1.230999231338501,0.5789663791656494,0.0,86,7999,1778409990.6113148,3708.787289351,1.230999231338501,1.0,245,,,,,,,,,
1.1551328897476196,0.5334752798080444,0.0,86,8049,1778410011.5413778,3729.717484446,1.1551328897476196,1.0,246,,,,,,,,,
,,,86,8090,1778410029.6664748,3747.842511924,,,247,0.5545718669891357,1.0,1.2011785507202148,1.2011785507202148,0.0,,,,
1.1829323768615723,0.5443035364151001,0.0,87,8099,1778410036.6643686,3754.84031584,1.1829323768615723,1.0,248,,,,,,,,,
1.1692101955413818,0.5503522157669067,0.0,87,8149,1778410057.7505794,3775.926637852,1.1692101955413818,1.0,249,,,,,,,,,
,,,87,8183,1778410072.7722623,3790.948280656,,,250,0.55195152759552,1.0,1.2096834182739258,1.2096834182739258,0.0,,,,
1.1712944507598877,0.5542212128639221,0.0,88,8199,1778410082.840762,3801.016950243,1.1712944507598877,1.0,251,,,,,,,,,
1.2270376682281494,0.5543187856674194,0.0,88,8249,1778410103.837054,3822.013077563,1.2270376682281494,1.0,252,,,,,,,,,
,,,88,8276,1778410116.009067,3834.185324414,,,253,0.5606926679611206,1.0,1.2049492597579956,1.2049492597579956,0.0,,,,
1.2045764923095703,0.5705512166023254,0.0,89,8299,1778410129.0209813,3847.197067815,1.2045764923095703,1.0,254,,,,,,,,,
1.1912624835968018,0.5405677556991577,0.0,89,8349,1778410150.712761,3868.888700831,1.1912624835968018,1.0,255,,,,,,,,,
,,,89,8369,1778410160.2749777,3878.451081794,,,256,0.5562960505485535,1.0,1.2046351432800293,1.2046351432800293,0.0,,,,
1.2755036354064941,0.5424342155456543,0.0,90,8399,1778410176.1561291,3894.332119376,1.2755036354064941,1.0,257,,,,,,,,,
1.1718482971191406,0.5407432913780212,0.0,90,8449,1778410197.386795,3915.562729428,1.1718482971191406,1.0,258,,,,,,,,,
,,,90,8462,1778410203.6826277,3921.858673764,,,259,0.5453796982765198,1.0,1.1855642795562744,1.1855642795562744,0.0,,,,
1.1822636127471924,0.5566064715385437,0.0,91,8499,1778410222.4551291,3940.631240698,1.1822636127471924,1.0,260,,,,,,,,,
1.18813157081604,0.5522906184196472,0.0,91,8549,1778410243.2212906,3961.397262565,1.18813157081604,1.0,261,,,,,,,,,
,,,91,8555,1778410246.6999438,3964.876061346,,,262,0.5532167553901672,1.0,1.201115608215332,1.201115608215332,0.0,,,,
1.1942269802093506,0.5116137266159058,0.0,92,8599,1778410268.5769708,3986.753071717,1.1942269802093506,1.0,263,,,,,,,,,
,,,92,8648,1778410291.6294708,4009.805485746,,,264,0.5436075925827026,1.0,1.1961073875427246,1.1961073875427246,0.0,,,,
1.2013742923736572,0.5220224857330322,0.0,93,8649,1778410295.4292574,4013.605185734,1.2013742923736572,1.0,265,,,,,,,,,
1.1197805404663086,0.5388631224632263,0.0,93,8699,1778410316.6671214,4034.843083629,1.1197805404663086,1.0,266,,,,,,,,,
,,,93,8741,1778410335.744698,4053.920580012,,,267,0.5459232330322266,1.0,1.2012087106704712,1.2012087106704712,0.0,,,,
1.1920275688171387,0.5954824090003967,0.0,94,8749,1778410342.9008963,4061.076755106,1.1920275688171387,1.0,268,,,,,,,,,
1.1532769203186035,0.5269367694854736,0.0,94,8799,1778410364.6468728,4082.822792977,1.1532769203186035,1.0,269,,,,,,,,,
,,,94,8834,1778410380.5333867,4098.709327294,,,270,0.552543044090271,1.0,1.199708104133606,1.199708104133606,0.0,,,,
1.242631196975708,0.6205220222473145,0.0,95,8849,1778410390.6914344,4108.867363494,1.242631196975708,1.0,271,,,,,,,,,
1.1928465366363525,0.6166271567344666,0.0,95,8899,1778410411.9431422,4130.118999303,1.1928465366363525,1.0,272,,,,,,,,,
,,,95,8927,1778410424.6313457,4142.807346416,,,273,0.5497807860374451,1.0,1.1989237070083618,1.1989237070083618,0.0,,,,
1.2768957614898682,0.5616198182106018,0.0,96,8949,1778410437.3534362,4155.5294148,1.2768957614898682,1.0,274,,,,,,,,,
1.2166533470153809,0.5958625078201294,0.0,96,8999,1778410458.25897,4176.434950365,1.2166533470153809,1.0,275,,,,,,,,,
,,,96,9020,1778410468.0069776,4186.182961176,,,276,0.5607181787490845,1.0,1.1937094926834106,1.1937094926834106,0.0,,,,
1.2440478801727295,0.5459484457969666,0.0,97,9049,1778410483.4060977,4201.582153652,1.2440478801727295,1.0,277,,,,,,,,,
1.1719212532043457,0.5783939361572266,0.0,97,9099,1778410504.0986888,4222.274735133,1.1719212532043457,1.0,278,,,,,,,,,
,,,97,9113,1778410510.7898269,4228.965970441,,,279,0.5556695461273193,1.0,1.1954963207244873,1.1954963207244873,0.0,,,,
1.1736631393432617,0.5409761667251587,0.0,98,9149,1778410529.322963,4247.499026492,1.1736631393432617,1.0,280,,,,,,,,,
1.1737632751464844,0.5555036067962646,0.0,98,9199,1778410550.3857093,4268.56166803,1.1737632751464844,1.0,281,,,,,,,,,
,,,98,9206,1778410554.1256573,4272.301649548,,,282,0.5412449240684509,1.0,1.1934617757797241,1.1934617757797241,0.0,,,,
1.1973613500595093,0.5507111549377441,0.0,99,9249,1778410575.9233,4294.099316353,1.1973613500595093,1.0,283,,,,,,,,,
1.2174410820007324,0.5642122030258179,0.0,99,9299,1778410596.9389672,4315.115026499,1.2174410820007324,1.0,284,,,,,,,,,
,,,99,9299,1778410597.8239987,4315.999980905,,,285,0.5533279776573181,1.0,1.1971697807312012,1.1971697807312012,0.0,,,,
1.229008674621582,0.5428519248962402,0.0,100,9349,1778410622.2855692,4340.461631712,1.229008674621582,1.0,286,,,,,,,,,
,,,100,9392,1778410640.927447,4359.103460244,,,287,0.5488085746765137,1.0,1.2084530591964722,1.2084530591964722,0.0,,,,
1.2401701211929321,0.5433229804039001,0.0,101,9399,1778410647.2504308,4365.426523858,1.2401701211929321,1.0,288,,,,,,,,,
1.1783565282821655,0.5407230854034424,0.0,101,9449,1778410668.0215893,4386.197585864,1.1783565282821655,1.0,289,,,,,,,,,
,,,101,9485,1778410684.0954392,4402.271462382,,,290,0.5548745393753052,1.0,1.1954578161239624,1.1954578161239624,0.0,,,,
1.1002960205078125,0.5105882883071899,0.0,102,9499,1778410693.3787792,4411.554814927,1.1002960205078125,1.0,291,,,,,,,,,
1.2721593379974365,0.5385434031486511,0.0,102,9549,1778410714.44246,4432.618420227,1.2721593379974365,1.0,292,,,,,,,,,
,,,102,9578,1778410727.5421531,4445.718383344,,,293,0.5536763072013855,1.0,1.1895347833633423,1.1895347833633423,0.0,,,,
1.1751525402069092,0.5386801958084106,0.0,103,9599,1778410739.5697546,4457.745773315,1.1751525402069092,1.0,294,,,,,,,,,
1.2279844284057617,0.5515052080154419,0.0,103,9649,1778410760.3556623,4478.531634385,1.2279844284057617,1.0,295,,,,,,,,,
,,,103,9671,1778410770.5108008,4488.686915383,,,296,0.5502604842185974,1.0,1.1997226476669312,1.1997226476669312,0.0,,,,
1.1732949018478394,0.5039326548576355,0.0,104,9699,1778410785.5806398,4503.756508977,1.1732949018478394,1.0,297,,,,,,,,,
1.2345430850982666,0.6081278324127197,0.0,104,9749,1778410806.2399259,4524.415922798,1.2345430850982666,1.0,298,,,,,,,,,
,,,104,9764,1778410813.4674761,4531.643522111,,,299,0.5605445504188538,1.0,1.209122896194458,1.209122896194458,0.0,,,,
1.183394432067871,0.5294497013092041,0.0,105,9799,1778410831.7129996,4549.889003912,1.183394432067871,1.0,300,,,,,,,,,
1.1698040962219238,0.5367434024810791,0.0,105,9849,1778410852.9147305,4571.090636601,1.1698040962219238,1.0,301,,,,,,,,,
,,,105,9857,1778410857.070069,4575.246088853,,,302,0.5488161444664001,1.0,1.1944555044174194,1.1944555044174194,0.0,,,,
1.20808744430542,0.5563809275627136,0.0,106,9899,1778410878.285665,4596.461590546,1.20808744430542,1.0,303,,,,,,,,,
1.2171909809112549,0.5134216547012329,0.0,106,9949,1778410899.2036426,4617.379562983,1.2171909809112549,1.0,304,,,,,,,,,
,,,106,9950,1778410900.6634839,4618.839486876,,,305,0.5587177276611328,1.0,1.1923373937606812,1.1923373937606812,0.0,,,,
1.2417526245117188,0.5696280002593994,0.0,107,9999,1778410924.8139446,4642.989802727,1.2417526245117188,1.0,306,,,,,,,,,
,,,107,10043,1778410944.194846,4662.37088035,,,307,0.5611138343811035,1.0,1.19773268699646,1.19773268699646,0.0,,,,
1.232231855392456,0.5621421337127686,0.0,108,10049,1778410950.0186107,4668.194497683,1.232231855392456,1.0,308,,,,,,,,,
1.1971402168273926,0.5629013180732727,0.0,108,10099,1778410971.287468,4689.463486735,1.1971402168273926,1.0,309,,,,,,,,,
,,,108,10136,1778410987.6854482,4705.86144251,,,310,0.5492401719093323,1.0,1.1928107738494873,1.1928107738494873,0.0,,,,
1.197872519493103,0.6056431531906128,0.0,109,10149,1778410996.5577602,4714.733726742,1.197872519493103,1.0,311,,,,,,,,,
1.1065785884857178,0.5242521166801453,0.0,109,10199,1778411017.6234624,4735.799438239,1.1065785884857178,1.0,312,,,,,,,,,
,,,109,10229,1778411030.9667919,4749.142912572,,,313,0.5505797863006592,1.0,1.1921095848083496,1.1921095848083496,0.0,,,,
1.2023590803146362,0.6213676929473877,0.0,110,10249,1778411042.5985584,4760.774531725,1.2023590803146362,1.0,314,,,,,,,,,
1.1721177101135254,0.5022119879722595,0.0,110,10299,1778411063.5535553,4781.729536439,1.1721177101135254,1.0,315,,,,,,,,,
,,,110,10322,1778411073.9953547,4792.171396736,,,316,0.5509762763977051,1.0,1.1939576864242554,1.1939576864242554,0.0,,,,
1.215193510055542,0.5488651990890503,0.0,111,10349,1778411088.6085267,4806.784701164,1.215193510055542,1.0,317,,,,,,,,,
1.2305020093917847,0.5574004650115967,0.0,111,10399,1778411109.471899,4827.647922643,1.2305020093917847,1.0,318,,,,,,,,,
,,,111,10415,1778411116.9353387,4835.111376058,,,319,0.557869553565979,1.0,1.19813871383667,1.19813871383667,0.0,,,,
1.1817536354064941,0.5485951900482178,0.0,112,10449,1778411134.3528163,4852.528921242,1.1817536354064941,1.0,320,,,,,,,,,
1.233933925628662,0.5612504482269287,0.0,112,10499,1778411155.262019,4873.437981077,1.233933925628662,1.0,321,,,,,,,,,
,,,112,10508,1778411159.953929,4878.129965877,,,322,0.5551018714904785,1.0,1.1889644861221313,1.1889644861221313,0.0,,,,
1.2363232374191284,0.5525281429290771,0.0,113,10549,1778411180.5629005,4898.738894368,1.2363232374191284,1.0,323,,,,,,,,,
1.170971155166626,0.5458693504333496,0.0,113,10599,1778411201.5693817,4919.745459518,1.170971155166626,1.0,324,,,,,,,,,
,,,113,10601,1778411203.2777023,4921.453768858,,,325,0.5543951988220215,1.0,1.1973121166229248,1.1973121166229248,0.0,,,,
1.1759228706359863,0.5381423234939575,0.0,114,10649,1778411226.8872693,4945.063447515,1.1759228706359863,1.0,326,,,,,,,,,
,,,114,10694,1778411246.4825122,4964.658593597,,,327,0.5499222278594971,1.0,1.18479323387146,1.18479323387146,0.0,,,,
1.170121431350708,0.5715503692626953,0.0,115,10699,1778411251.8857017,4970.061670662,1.170121431350708,1.0,328,,,,,,,,,
1.2440760135650635,0.5478615760803223,0.0,115,10749,1778411272.6968138,4990.872826975,1.2440760135650635,1.0,329,,,,,,,,,
,,,115,10787,1778411289.6018584,5007.778040317,,,330,0.5458568334579468,1.0,1.1856974363327026,1.1856974363327026,0.0,,,,
1.2061176300048828,0.5612127780914307,0.0,116,10799,1778411298.070773,5016.246741436,1.2061176300048828,1.0,331,,,,,,,,,
1.3412737846374512,0.5970356464385986,0.0,116,10849,1778411319.0309489,5037.207067101,1.3412737846374512,1.0,332,,,,,,,,,
,,,116,10880,1778411333.1636097,5051.339727324,,,333,0.5637824535369873,1.0,1.1921027898788452,1.1921027898788452,0.0,,,,
1.139650821685791,0.5764840841293335,0.0,117,10899,1778411344.487402,5062.663418246,1.139650821685791,1.0,334,,,,,,,,,
1.2154000997543335,0.5663961172103882,0.0,117,10949,1778411365.444529,5083.620441855,1.2154000997543335,1.0,335,,,,,,,,,
,,,117,10973,1778411376.39252,5094.56868827,,,336,0.5595422387123108,1.0,1.193941354751587,1.193941354751587,0.0,,,,
1.2048782110214233,0.5755689144134521,0.0,118,10999,1778411390.6199987,5108.79588046,1.2048782110214233,1.0,337,,,,,,,,,
1.0905896425247192,0.5839691758155823,0.0,118,11049,1778411411.6212018,5129.797028136,1.0905896425247192,1.0,338,,,,,,,,,
,,,118,11066,1778411419.6102653,5137.786096839,,,339,0.5625205039978027,1.0,1.197370171546936,1.197370171546936,0.0,,,,
1.1976248025894165,0.5658314228057861,0.0,119,11099,1778411437.0361156,5155.211973341,1.1976248025894165,1.0,340,,,,,,,,,
1.214205265045166,0.5269955992698669,0.0,119,11149,1778411458.0302455,5176.206229565,1.214205265045166,1.0,341,,,,,,,,,
,,,119,11159,1778411463.2050045,5181.381118866,,,342,0.5541355609893799,1.0,1.189610242843628,1.189610242843628,0.0,,,,
1.1790518760681152,0.5547834634780884,0.0,120,11199,1778411483.5812023,5201.757240385,1.1790518760681152,1.0,343,,,,,,,,,
1.1531407833099365,0.6155140995979309,0.0,120,11249,1778411504.461886,5222.637749353,1.1531407833099365,1.0,344,,,,,,,,,
,,,120,11252,1778411506.5480995,5224.723981691,,,345,0.5498263239860535,1.0,1.1917307376861572,1.1917307376861572,0.0,,,,
1.1936756372451782,0.6020108461380005,0.0,121,11299,1778411529.662511,5247.838379776,1.1936756372451782,1.0,346,,,,,,,,,
,,,121,11345,1778411550.0783935,5268.254364884,,,347,0.5571513772010803,1.0,1.196351408958435,1.196351408958435,0.0,,,,
1.2020690441131592,0.5928870439529419,0.0,122,11349,1778411555.0764003,5273.252228026,1.2020690441131592,1.0,348,,,,,,,,,
1.1452351808547974,0.5594829320907593,0.0,122,11399,1778411576.21173,5294.387544898,1.1452351808547974,1.0,349,,,,,,,,,
,,,122,11438,1778411593.5503633,5311.726301843,,,350,0.5575811862945557,1.0,1.1935349702835083,1.1935349702835083,0.0,,,,
1.1758617162704468,0.5765044689178467,0.0,123,11449,1778411601.535507,5319.711486587,1.1758617162704468,1.0,351,,,,,,,,,
1.25014066696167,0.5744583606719971,0.0,123,11499,1778411622.5643654,5340.740228157,1.25014066696167,1.0,352,,,,,,,,,
,,,123,11531,1778411636.8469903,5355.022956643,,,353,0.5637272596359253,1.0,1.1999738216400146,1.1999738216400146,0.0,,,,
1.191903829574585,0.5631365776062012,0.0,124,11549,1778411647.8370144,5366.012944987,1.191903829574585,1.0,354,,,,,,,,,
1.168124794960022,0.5876826047897339,0.0,124,11599,1778411668.8289065,5387.004991889,1.168124794960022,1.0,355,,,,,,,,,
,,,124,11624,1778411680.150438,5398.326444618,,,356,0.5510194897651672,1.0,1.1936520338058472,1.1936520338058472,0.0,,,,
1.2072851657867432,0.5885944962501526,0.0,125,11649,1778411693.8468342,5412.022868733,1.2072851657867432,1.0,357,,,,,,,,,
1.1977543830871582,0.5782520771026611,0.0,125,11699,1778411714.9757054,5433.151716958,1.1977543830871582,1.0,358,,,,,,,,,
,,,125,11717,1778411723.3577235,5441.53386613,,,359,0.5490297079086304,1.0,1.189808964729309,1.189808964729309,0.0,,,,
1.1614418029785156,0.5725347995758057,0.0,126,11749,1778411740.0695722,5458.245541035,1.1614418029785156,1.0,360,,,,,,,,,
1.2000277042388916,0.5582399368286133,0.0,126,11799,1778411761.2256598,5479.401674863,1.2000277042388916,1.0,361,,,,,,,,,
,,,126,11810,1778411766.754791,5484.9308584,,,362,0.5508743524551392,1.0,1.1851168870925903,1.1851168870925903,0.0,,,,
1.1779530048370361,0.5203464031219482,0.0,127,11849,1778411786.4327605,5504.608743414,1.1779530048370361,1.0,363,,,,,,,,,
1.1797091960906982,0.5913441777229309,0.0,127,11899,1778411807.7542431,5525.930296225,1.1797091960906982,1.0,364,,,,,,,,,
,,,127,11903,1778411810.2501228,5528.426344476,,,365,0.5553589463233948,1.0,1.1836501359939575,1.1836501359939575,0.0,,,,
1.1339848041534424,0.49685463309288025,0.0,128,11949,1778411833.081752,5551.257692343,1.1339848041534424,1.0,366,,,,,,,,,
,,,128,11996,1778411854.0192792,5572.195312814,,,367,0.5572946667671204,1.0,1.1927337646484375,1.1927337646484375,0.0,,,,
1.1995904445648193,0.605222225189209,0.0,129,11999,1778411858.8847554,5577.060713083,1.1995904445648193,1.0,368,,,,,,,,,
1.0941417217254639,0.5156851410865784,0.0,129,12049,1778411879.8025453,5597.978487892,1.0941417217254639,1.0,369,,,,,,,,,
,,,129,12089,1778411897.4117906,5615.587750169,,,370,0.5582265853881836,1.0,1.192112684249878,1.192112684249878,0.0,,,,
1.1374801397323608,0.5959552526473999,0.0,130,12099,1778411905.0270956,5623.203010431,1.1374801397323608,1.0,371,,,,,,,,,
1.2138097286224365,0.5301138758659363,0.0,130,12149,1778411925.9318342,5644.107792893,1.2138097286224365,1.0,372,,,,,,,,,
,,,130,12182,1778411940.6482444,5658.824270396,,,373,0.5516136884689331,1.0,1.182990550994873,1.182990550994873,0.0,,,,
1.2457590103149414,0.5793164968490601,0.0,131,12199,1778411951.1066153,5669.282594518,1.2457590103149414,1.0,374,,,,,,,,,
1.212233304977417,0.5598000288009644,0.0,131,12249,1778411972.2703266,5690.446270898,1.212233304977417,1.0,375,,,,,,,,,
,,,131,12275,1778411984.0865898,5702.262700701,,,376,0.5540879964828491,1.0,1.198383092880249,1.198383092880249,0.0,,,,
1.2177468538284302,0.5233901739120483,0.0,132,12299,1778411997.611961,5715.78795555,1.2177468538284302,1.0,377,,,,,,,,,
1.208559513092041,0.5771913528442383,0.0,132,12349,1778412018.5776014,5736.753777855,1.208559513092041,1.0,378,,,,,,,,,
,,,132,12368,1778412027.5117068,5745.687635787,,,379,0.5576890110969543,1.0,1.1903833150863647,1.1903833150863647,0.0,,,,
1.1870739459991455,0.5070439577102661,0.0,133,12399,1778412043.7010698,5761.877065574,1.1870739459991455,1.0,380,,,,,,,,,
1.1452865600585938,0.551291823387146,0.0,133,12449,1778412064.4413266,5782.617459013,1.1452865600585938,1.0,381,,,,,,,,,
,,,133,12461,1778412070.367052,5788.543228022,,,382,0.5503439903259277,1.0,1.1842175722122192,1.1842175722122192,0.0,,,,
1.1478126049041748,0.5312525033950806,0.0,134,12499,1778412089.7660046,5807.941965324,1.1478126049041748,1.0,383,,,,,,,,,
1.1815762519836426,0.5245909690856934,0.0,134,12549,1778412110.6193724,5828.795242412,1.1815762519836426,1.0,384,,,,,,,,,
,,,134,12554,1778412113.716686,5831.892672105,,,385,0.5501292943954468,1.0,1.180437684059143,1.180437684059143,0.0,,,,
1.1801247596740723,0.531307578086853,0.0,135,12599,1778412135.8907337,5854.066645531,1.1801247596740723,1.0,386,,,,,,,,,
,,,135,12647,1778412156.7997744,5874.975918355,,,387,0.5530245304107666,1.0,1.1844466924667358,1.1844466924667358,0.0,,,,
1.166460394859314,0.5644488334655762,0.0,136,12649,1778412161.054467,5879.230487325,1.166460394859314,1.0,388,,,,,,,,,
1.2116131782531738,0.5975456237792969,0.0,136,12699,1778412183.1874743,5901.363827772,1.2116131782531738,1.0,389,,,,,,,,,
,,,136,12740,1778412201.434495,5919.610789432,,,390,0.5534104704856873,1.0,1.1954597234725952,1.1954597234725952,0.0,,,,
1.1627365350723267,0.5714638233184814,0.0,137,12749,1778412208.5271242,5926.703109131,1.1627365350723267,1.0,391,,,,,,,,,
1.199852705001831,0.5380131602287292,0.0,137,12799,1778412229.6417196,5947.81765806,1.199852705001831,1.0,392,,,,,,,,,
,,,137,12833,1778412244.873999,5963.050196089,,,393,0.5538012981414795,1.0,1.1880455017089844,1.1880455017089844,0.0,,,,
1.225924015045166,0.5546115636825562,0.0,138,12849,1778412255.0354908,5973.21142737,1.225924015045166,1.0,394,,,,,,,,,
1.1634327173233032,0.5690349340438843,0.0,138,12899,1778412275.9310963,5994.107183407,1.1634327173233032,1.0,395,,,,,,,,,
,,,138,12926,1778412288.0756798,6006.251785759,,,396,0.5637389421463013,1.0,1.189777135848999,1.189777135848999,0.0,,,,
1.206984043121338,0.5660601854324341,0.0,139,12949,1778412301.070283,6019.246254236,1.206984043121338,1.0,397,,,,,,,,,
1.1558940410614014,0.48696368932724,0.0,139,12999,1778412321.8319302,6040.008031404,1.1558940410614014,1.0,398,,,,,,,,,
,,,139,13019,1778412331.132523,6049.308564895,,,399,0.5535346865653992,1.0,1.1915500164031982,1.1915500164031982,0.0,,,,
1.1219465732574463,0.5303881764411926,0.0,140,13049,1778412347.0073235,6065.183295409,1.1219465732574463,1.0,400,,,,,,,,,
1.2027148008346558,0.5569159388542175,0.0,140,13099,1778412368.016602,6086.192489973,1.2027148008346558,1.0,401,,,,,,,,,
,,,140,13112,1778412374.3355482,6092.511499255,,,402,0.5490944981575012,1.0,1.1857863664627075,1.1857863664627075,0.0,,,,
1.2027225494384766,0.5312987565994263,0.0,141,13149,1778412393.2375393,6111.413505793,1.2027225494384766,1.0,403,,,,,,,,,
1.1829380989074707,0.5181418657302856,0.0,141,13199,1778412414.0489507,6132.224896139,1.1829380989074707,1.0,404,,,,,,,,,
,,,141,13205,1778412417.5503566,6135.726353327,,,405,0.5509521961212158,1.0,1.19023597240448,1.19023597240448,0.0,,,,
1.0971596240997314,0.5119426250457764,0.0,142,13249,1778412439.3724,6157.548317555,1.0971596240997314,1.0,406,,,,,,,,,
,,,142,13298,1778412460.7215714,6178.897545305,,,407,0.5519354343414307,1.0,1.1821928024291992,1.1821928024291992,0.0,,,,
1.1509144306182861,0.5096006393432617,0.0,143,13299,1778412464.4523096,6182.628285899,1.1509144306182861,1.0,408,,,,,,,,,
1.227120041847229,0.5635323524475098,0.0,143,13349,1778412485.1676,6203.343742203,1.227120041847229,1.0,409,,,,,,,,,
,,,143,13391,1778412503.6260185,6221.802032077,,,410,0.5495355129241943,1.0,1.1865140199661255,1.1865140199661255,0.0,,,,
1.1104743480682373,0.5194425582885742,0.0,144,13399,1778412510.4598484,6228.635823085,1.1104743480682373,1.0,411,,,,,,,,,
1.1639769077301025,0.5305500030517578,0.0,144,13449,1778412531.3319328,6249.507972498,1.1639769077301025,1.0,412,,,,,,,,,
,,,144,13484,1778412546.9127157,6265.08870428,,,413,0.5521710515022278,1.0,1.181708812713623,1.181708812713623,0.0,,,,
1.1708884239196777,0.5391892194747925,0.0,145,13499,1778412556.49057,6274.666685846,1.1708884239196777,1.0,414,,,,,,,,,
