tloss_s_step,w_accuracy_step,w_stability_step,trainer/global_step,_runtime,_step,tloss_a_step,tloss_step,epoch,_timestamp,tloss_s_epoch,tloss_epoch,w_accuracy_epoch,tloss_a_epoch,w_stability_epoch,sMAPE,RMSSE,RMSSC,sMAPC
,,,1580,709.70921408,47,,,16,1778435485.005902,0.568693995475769,1.2743802070617676,1.0,1.2743802070617676,0.0,,,,
0.5713513493537903,1.0,0.0,1599,720.918103521,48,1.1490020751953125,1.1490020751953125,17,1778435496.214952,,,,,,,,,
0.5906949043273926,1.0,0.0,1649,740.266264546,49,1.2778313159942627,1.2778313159942627,17,1778435515.5630734,,,,,,,,,
,,,1673,750.995565605,50,,,17,1778435526.292372,0.5619413256645203,1.2682256698608398,1.0,1.2682256698608398,0.0,,,,
0.5163912773132324,1.0,0.0,1699,765.023181318,51,1.2678556442260742,1.2678556442260742,18,1778435540.319994,,,,,,,,,
0.5528678297996521,1.0,0.0,1749,784.391099388,52,1.3038601875305176,1.3038601875305176,18,1778435559.6879933,,,,,,,,,
,,,1766,792.534509225,53,,,18,1778435567.8312612,0.5633149147033691,1.2692461013793945,1.0,1.2692461013793945,0.0,,,,
0.5200707912445068,1.0,0.0,1799,809.298736371,54,1.3636360168457031,1.3636360168457031,19,1778435584.59548,,,,,,,,,
0.5466715693473816,1.0,0.0,1849,829.021657669,55,1.2259529829025269,1.2259529829025269,19,1778435604.3183324,,,,,,,,,
,,,1859,834.643762107,56,,,19,1778435609.9403572,0.5541768074035645,1.2685295343399048,1.0,1.2685295343399048,0.0,,,,
0.5503593683242798,1.0,0.0,1899,854.13533831,57,1.2999436855316162,1.2999436855316162,20,1778435629.4320445,,,,,,,,,
0.5768824219703674,1.0,0.0,1949,873.851238959,58,1.3952350616455078,1.3952350616455078,20,1778435649.1479425,,,,,,,,,
,,,1952,876.623390893,59,,,20,1778435651.920099,0.568534791469574,1.2673532962799072,1.0,1.2673532962799072,0.0,,,,
0.5685350298881531,1.0,0.0,1999,898.993750729,60,1.2992521524429321,1.2992521524429321,21,1778435674.2905364,,,,,,,,,
,,,2045,918.600681806,61,,,21,1778435693.8973927,0.5601098537445068,1.2778964042663574,1.0,1.2778964042663574,0.0,,,,
0.5533583164215088,1.0,0.0,2049,924.292563015,62,1.3544156551361084,1.3544156551361084,22,1778435699.589307,,,,,,,,,
0.5954798460006714,1.0,0.0,2099,943.69847508,63,1.2706694602966309,1.2706694602966309,22,1778435718.995172,,,,,,,,,
,,,2138,960.628453937,64,,,22,1778435735.925133,0.5698134899139404,1.263405680656433,1.0,1.263405680656433,0.0,,,,
0.6030261516571045,1.0,0.0,2149,968.939988717,65,1.3457772731781006,1.3457772731781006,23,1778435744.2365978,,,,,,,,,
0.593992292881012,1.0,0.0,2199,988.407578969,66,1.217137098312378,1.217137098312378,23,1778435763.7043316,,,,,,,,,
,,,2231,1002.530789364,67,,,23,1778435777.827447,0.5700386762619019,1.2585653066635132,1.0,1.2585653066635132,0.0,,,,
0.5775508880615234,1.0,0.0,2249,1013.697446414,68,1.196519374847412,1.196519374847412,24,1778435788.9943593,,,,,,,,,
0.5339547395706177,1.0,0.0,2299,1033.168893153,69,1.2123323678970337,1.2123323678970337,24,1778435808.4657297,,,,,,,,,
,,,2324,1044.643521405,70,,,24,1778435819.9403188,0.5691466331481934,1.2333958148956299,1.0,1.2333958148956299,0.0,,,,
0.5880576372146606,1.0,0.0,2349,1058.259911273,71,1.250360369682312,1.250360369682312,25,1778435833.5566535,,,,,,,,,
0.5543941259384155,1.0,0.0,2399,1077.93834355,72,1.238811731338501,1.238811731338501,25,1778435853.2352328,,,,,,,,,
,,,2417,1086.579171001,73,,,25,1778435861.8759403,0.5668221116065979,1.259135127067566,1.0,1.259135127067566,0.0,,,,
0.5215756297111511,1.0,0.0,2449,1103.053490183,74,1.2370579242706299,1.2370579242706299,26,1778435878.3503737,,,,,,,,,
0.5284746289253235,1.0,0.0,2499,1122.729541588,75,1.280476689338684,1.280476689338684,26,1778435898.0264285,,,,,,,,,
,,,2510,1128.717613221,76,,,26,1778435904.0143745,0.5668360590934753,1.2578575611114502,1.0,1.2578575611114502,0.0,,,,
0.5823627710342407,1.0,0.0,2549,1147.654547592,77,1.2324903011322021,1.2324903011322021,27,1778435922.9514506,,,,,,,,,
0.5765713453292847,1.0,0.0,2599,1167.058851001,78,1.304549217224121,1.304549217224121,27,1778435942.355488,,,,,,,,,
,,,2603,1170.154456963,79,,,27,1778435945.451255,0.5730854272842407,1.2483388185501099,1.0,1.2483388185501099,0.0,,,,
0.5370017886161804,1.0,0.0,2649,1191.745311257,80,1.1786816120147705,1.1786816120147705,28,1778435967.0419362,,,,,,,,,
,,,2696,1211.545173036,81,,,28,1778435986.8419201,0.5620602965354919,1.2591567039489746,1.0,1.2591567039489746,0.0,,,,
0.5590369701385498,1.0,0.0,2699,1216.59833175,82,1.2064533233642578,1.2064533233642578,29,1778435991.895222,,,,,,,,,
0.5939406156539917,1.0,0.0,2749,1236.243141712,83,1.2753037214279175,1.2753037214279175,29,1778436011.539846,,,,,,,,,
,,,2789,1253.453126449,84,,,29,1778436028.749755,0.5677874088287354,1.246771216392517,1.0,1.246771216392517,0.0,,,,
0.5274509787559509,1.0,0.0,2799,1261.15679017,85,1.3769973516464233,1.3769973516464233,30,1778436036.4535627,,,,,,,,,
0.5783481001853943,1.0,0.0,2849,1280.628080606,86,1.3112562894821167,1.3112562894821167,30,1778436055.9249504,,,,,,,,,
,,,2882,1295.161552523,87,,,30,1778436070.4580283,0.5674773454666138,1.2649178504943848,1.0,1.2649178504943848,0.0,,,,
0.5731624364852905,1.0,0.0,2899,1305.811928685,88,1.2904452085494995,1.2904452085494995,31,1778436081.108645,,,,,,,,,
0.558236837387085,1.0,0.0,2949,1325.495949429,89,1.2387573719024658,1.2387573719024658,31,1778436100.7926803,,,,,,,,,
,,,2975,1337.093969286,90,,,31,1778436112.3906748,0.5677806735038757,1.2523491382598877,1.0,1.2523491382598877,0.0,,,,
0.6063368320465088,1.0,0.0,2999,1350.417187248,91,1.185012698173523,1.185012698173523,32,1778436125.713995,,,,,,,,,
0.5275130271911621,1.0,0.0,3049,1369.65009679,92,1.1744771003723145,1.1744771003723145,32,1778436144.946875,,,,,,,,,
,,,3068,1378.78060783,93,,,32,1778436154.0772932,0.5693089365959167,1.2680754661560059,1.0,1.2680754661560059,0.0,,,,
0.5271453857421875,1.0,0.0,3099,1394.784999308,94,1.2676738500595093,1.2676738500595093,33,1778436170.0816648,,,,,,,,,
0.5620206594467163,1.0,0.0,3149,1414.429673825,95,1.2141854763031006,1.2141854763031006,33,1778436189.7264428,,,,,,,,,
,,,3161,1420.608566893,96,,,33,1778436195.9053884,0.5528551340103149,1.2334672212600708,1.0,1.2334672212600708,0.0,,,,
0.5430243015289307,1.0,0.0,3199,1439.471497468,97,1.1941053867340088,1.1941053867340088,34,1778436214.768305,,,,,,,,,
0.563686728477478,1.0,0.0,3249,1458.797648089,98,1.1722171306610107,1.1722171306610107,34,1778436234.0944748,,,,,,,,,
,,,3254,1462.533901293,99,,,34,1778436237.830629,0.5651873350143433,1.2464573383331299,1.0,1.2464573383331299,0.0,,,,
0.5871074199676514,1.0,0.0,3299,1484.068744787,100,1.2101129293441772,1.2101129293441772,35,1778436259.3654394,,,,,,,,,
,,,3347,1504.372336431,101,,,35,1778436279.6682117,0.570136547088623,1.230147123336792,1.0,1.230147123336792,0.0,,,,
0.550055742263794,1.0,0.0,3349,1509.087765572,102,1.2085094451904297,1.2085094451904297,36,1778436284.384582,,,,,,,,,
0.5965237617492676,1.0,0.0,3399,1528.753044266,103,1.2816016674041748,1.2816016674041748,36,1778436304.049877,,,,,,,,,
,,,3440,1546.408437,104,,,36,1778436321.7051075,0.5643206834793091,1.255876898765564,1.0,1.255876898765564,0.0,,,,
0.5995979905128479,1.0,0.0,3449,1553.785936834,105,1.2631409168243408,1.2631409168243408,37,1778436329.0826898,,,,,,,,,
0.5382760763168335,1.0,0.0,3499,1573.353112944,106,1.2122533321380615,1.2122533321380615,37,1778436348.6499376,,,,,,,,,
,,,3533,1588.107866036,107,,,37,1778436363.404658,0.568406343460083,1.2400028705596924,1.0,1.2400028705596924,0.0,,,,
0.6002405285835266,1.0,0.0,3549,1598.290289981,108,1.3204452991485596,1.3204452991485596,38,1778436373.5871327,,,,,,,,,
0.5694259405136108,1.0,0.0,3599,1617.785554556,109,1.2350480556488037,1.2350480556488037,38,1778436393.0824473,,,,,,,,,
,,,3626,1629.902684015,110,,,38,1778436405.1995122,0.5689898729324341,1.2467882633209229,1.0,1.2467882633209229,0.0,,,,
0.5996903777122498,1.0,0.0,3649,1642.702621171,111,1.2292253971099854,1.2292253971099854,39,1778436417.9995165,,,,,,,,,
0.5176054239273071,1.0,0.0,3699,1662.323321324,112,1.1866881847381592,1.1866881847381592,39,1778436437.620099,,,,,,,,,
,,,3719,1671.857267461,113,,,39,1778436447.1539617,0.5749772787094116,1.2444099187850952,1.0,1.2444099187850952,0.0,,,,
0.5657162666320801,1.0,0.0,3749,1687.423242437,114,1.211237907409668,1.211237907409668,40,1778436462.719889,,,,,,,,,
0.58858323097229,1.0,0.0,3799,1706.670925751,115,1.2169909477233887,1.2169909477233887,40,1778436481.9676511,,,,,,,,,
,,,3812,1713.329731368,116,,,40,1778436488.6263347,0.5701107978820801,1.2345160245895386,1.0,1.2345160245895386,0.0,,,,
0.5564728379249573,1.0,0.0,3849,1731.466529586,117,1.2167317867279053,1.2167317867279053,41,1778436506.7633607,,,,,,,,,
0.5339098572731018,1.0,0.0,3899,1750.905116468,118,1.2161332368850708,1.2161332368850708,41,1778436526.2019112,,,,,,,,,
,,,3905,1754.765707746,119,,,41,1778436530.06236,0.5697296261787415,1.2404879331588745,1.0,1.2404879331588745,0.0,,,,
0.5763598680496216,1.0,0.0,3949,1775.89595202,120,1.1746485233306885,1.1746485233306885,42,1778436551.1926296,,,,,,,,,
,,,3998,1796.373691287,121,,,42,1778436571.6703126,0.5644931793212891,1.2300032377243042,1.0,1.2300032377243042,0.0,,,,
0.5672121047973633,1.0,0.0,3999,1800.70153074,122,1.2559871673583984,1.2559871673583984,43,1778436575.9982953,,,,,,,,,
0.592046856880188,1.0,0.0,4049,1819.958499323,123,1.2570278644561768,1.2570278644561768,43,1778436595.255307,,,,,,,,,
,,,4091,1837.88296793,124,,,43,1778436613.1796215,0.5692235231399536,1.2287921905517578,1.0,1.2287921905517578,0.0,,,,
0.5493882894515991,1.0,0.0,4099,1845.023598583,125,1.182692527770996,1.182692527770996,44,1778436620.3203049,,,,,,,,,
0.5929858684539795,1.0,0.0,4149,1864.293432864,126,1.2687283754348755,1.2687283754348755,44,1778436639.5901675,,,,,,,,,
,,,4184,1879.730696008,127,,,44,1778436655.0274103,0.5626428127288818,1.233330488204956,1.0,1.233330488204956,0.0,,,,
0.5930503010749817,1.0,0.0,4199,1889.578769242,128,1.3160107135772705,1.3160107135772705,45,1778436664.875471,,,,,,,,,
0.5427647233009338,1.0,0.0,4249,1908.998463679,129,1.282562017440796,1.282562017440796,45,1778436684.2951663,,,,,,,,,
,,,4277,1921.704829484,130,,,45,1778436697.0015943,0.5523325204849243,1.2365118265151978,1.0,1.2365118265151978,0.0,,,,
0.5661760568618774,1.0,0.0,4299,1934.377568684,131,1.2629239559173584,1.2629239559173584,46,1778436709.6744254,,,,,,,,,
0.5641839504241943,1.0,0.0,4349,1953.832521324,132,1.2149648666381836,1.2149648666381836,46,1778436729.1293058,,,,,,,,,
,,,4370,1963.796609314,133,,,46,1778436739.093238,0.564132809638977,1.235159993171692,1.0,1.235159993171692,0.0,,,,
0.5549452304840088,1.0,0.0,4399,1979.104733067,134,1.2613837718963623,1.2613837718963623,47,1778436754.4016044,,,,,,,,,
0.5458799600601196,1.0,0.0,4449,1998.59143374,135,1.217210054397583,1.217210054397583,47,1778436773.8883798,,,,,,,,,
,,,4463,2005.751476358,136,,,47,1778436781.048354,0.569105863571167,1.2237437963485718,1.0,1.2237437963485718,0.0,,,,
0.5565252304077148,1.0,0.0,4499,2023.942584766,137,1.254577875137329,1.254577875137329,48,1778436799.239315,,,,,,,,,
0.5809615254402161,1.0,0.0,4549,2043.413973515,138,1.1983377933502197,1.1983377933502197,48,1778436818.710647,,,,,,,,,
,,,4556,2047.872294089,139,,,48,1778436823.1689162,0.5655244588851929,1.2361615896224976,1.0,1.2361615896224976,0.0,,,,
0.5490796566009521,1.0,0.0,4599,2068.643816196,140,1.208229422569275,1.208229422569275,49,1778436843.940493,,,,,,,,,
0.552727997303009,1.0,0.0,4649,2088.312671971,141,1.1896188259124756,1.1896188259124756,49,1778436863.609415,,,,,,,,,
,,,4649,2089.960845436,142,,,49,1778436865.257586,0.5571788549423218,1.2347285747528076,1.0,1.2347285747528076,0.0,,,,
0.5267601013183594,1.0,0.0,4699,2113.289518658,143,1.170034408569336,1.170034408569336,50,1778436888.5862815,,,,,,,,,
,,,4742,2131.683208628,144,,,50,1778436906.9798017,0.5517449378967285,1.2186554670333862,1.0,1.2186554670333862,0.0,,,,
0.545211911201477,1.0,0.0,4749,2138.299726336,145,1.1749389171600342,1.1749389171600342,51,1778436913.596406,,,,,,,,,
0.5685994625091553,1.0,0.0,4799,2157.910427344,146,1.26375412940979,1.26375412940979,51,1778436933.2071362,,,,,,,,,
,,,4835,2173.494970267,147,,,51,1778436948.791656,0.5704556703567505,1.2339870929718018,1.0,1.2339870929718018,0.0,,,,
0.5535800457000732,1.0,0.0,4849,2182.9588129,148,1.205346703529358,1.205346703529358,52,1778436958.2556856,,,,,,,,,
0.5186110734939575,1.0,0.0,4899,2202.480448137,149,1.1545822620391846,1.1545822620391846,52,1778436977.7772784,,,,,,,,,
,,,4928,2215.483010736,150,,,52,1778436990.7797678,0.5620349049568176,1.2254228591918945,1.0,1.2254228591918945,0.0,,,,
0.5459961891174316,1.0,0.0,4949,2227.625207807,151,1.201952338218689,1.201952338218689,53,1778437002.9219549,,,,,,,,,
0.5744777321815491,1.0,0.0,4999,2247.233707006,152,1.2506295442581177,1.2506295442581177,53,1778437022.5304534,,,,,,,,,
,,,5021,2257.3132675,153,,,53,1778437032.6098228,0.562391996383667,1.2390800714492798,1.0,1.2390800714492798,0.0,,,,
0.5363702774047852,1.0,0.0,5049,2272.235763921,154,1.1915600299835205,1.1915600299835205,54,1778437047.5324898,,,,,,,,,
0.5834521055221558,1.0,0.0,5099,2291.853931546,155,1.2165178060531616,1.2165178060531616,54,1778437067.1506732,,,,,,,,,
,,,5114,2299.318471905,156,,,54,1778437074.6151397,0.5589467287063599,1.2118102312088013,1.0,1.2118102312088013,0.0,,,,
0.6106812357902527,1.0,0.0,5149,2316.931919715,157,1.2795416116714478,1.2795416116714478,55,1778437092.2286277,,,,,,,,,
0.5840694308280945,1.0,0.0,5199,2336.586767617,158,1.2551767826080322,1.2551767826080322,55,1778437111.883557,,,,,,,,,
,,,5207,2341.263643612,159,,,55,1778437116.5604107,0.555639922618866,1.2260366678237915,1.0,1.2260366678237915,0.0,,,,
0.5566372871398926,1.0,0.0,5249,2361.646276582,160,1.220639944076538,1.220639944076538,56,1778437136.9430406,,,,,,,,,
0.5907634496688843,1.0,0.0,5299,2381.303506044,161,1.2279218435287476,1.2279218435287476,56,1778437156.6001172,,,,,,,,,
,,,5300,2383.327649396,162,,,56,1778437158.6243062,0.5577628016471863,1.2203638553619385,1.0,1.2203638553619385,0.0,,,,
0.5474429726600647,1.0,0.0,5349,2406.3617146,163,1.1849377155303955,1.1849377155303955,57,1778437181.658393,,,,,,,,,
,,,5393,2425.155384425,164,,,57,1778437200.4519172,0.5643023252487183,1.2204041481018066,1.0,1.2204041481018066,0.0,,,,
0.5802165269851685,1.0,0.0,5399,2431.586116719,165,1.2781586647033691,1.2781586647033691,58,1778437206.8827872,,,,,,,,,
0.5213170051574707,1.0,0.0,5449,2451.125368693,166,1.1904405355453491,1.1904405355453491,58,1778437226.4220676,,,,,,,,,
,,,5486,2467.251092643,167,,,58,1778437242.5477405,0.5690827369689941,1.2307835817337036,1.0,1.2307835817337036,0.0,,,,
0.5363671779632568,1.0,0.0,5499,2476.327497571,168,1.1910629272460938,1.1910629272460938,59,1778437251.6241772,,,,,,,,,
0.473429799079895,1.0,0.0,5549,2495.792640447,169,1.1637160778045654,1.1637160778045654,59,1778437271.0893452,,,,,,,,,
,,,5579,2509.283392417,170,,,59,1778437284.5802338,0.5615999102592468,1.225741982460022,1.0,1.225741982460022,0.0,,,,
0.5789194703102112,1.0,0.0,5599,2520.936072781,171,1.2877955436706543,1.2877955436706543,60,1778437296.2329469,,,,,,,,,
0.5146994590759277,1.0,0.0,5649,2540.389010503,172,1.1383929252624512,1.1383929252624512,60,1778437315.6859398,,,,,,,,,
,,,5672,2550.816013746,173,,,60,1778437326.1128132,0.5628834962844849,1.2226359844207764,1.0,1.2226359844207764,0.0,,,,
0.5375925898551941,1.0,0.0,5699,2565.292764876,174,1.2539379596710205,1.2539379596710205,61,1778437340.5895715,,,,,,,,,
0.6133560538291931,1.0,0.0,5749,2584.553477132,175,1.2065436840057373,1.2065436840057373,61,1778437359.8502228,,,,,,,,,
,,,5765,2592.370802865,176,,,61,1778437367.6675391,0.5601020455360413,1.2247036695480347,1.0,1.2247036695480347,0.0,,,,
0.5367428660392761,1.0,0.0,5799,2609.596984872,177,1.2021996974945068,1.2021996974945068,62,1778437384.893787,,,,,,,,,
0.5835268497467041,1.0,0.0,5849,2628.859893388,178,1.2210187911987305,1.2210187911987305,62,1778437404.1565619,,,,,,,,,
,,,5858,2634.05869321,179,,,62,1778437409.355375,0.5611295104026794,1.2224442958831787,1.0,1.2224442958831787,0.0,,,,
0.6213667392730713,1.0,0.0,5899,2653.913600487,180,1.1983180046081543,1.1983180046081543,63,1778437429.2103384,,,,,,,,,
0.5336475372314453,1.0,0.0,5949,2673.20134314,181,1.1927937269210815,1.1927937269210815,63,1778437448.4981017,,,,,,,,,
,,,5951,2675.568301943,182,,,63,1778437450.8649793,0.5656672120094299,1.2191882133483887,1.0,1.2191882133483887,0.0,,,,
0.5648903846740723,1.0,0.0,5999,2698.258075588,183,1.1862030029296875,1.1862030029296875,64,1778437473.5547779,,,,,,,,,
,,,6044,2717.258853419,184,,,64,1778437492.5555422,0.5619264841079712,1.2200947999954224,1.0,1.2200947999954224,0.0,,,,
0.5568439960479736,1.0,0.0,6049,2723.062019009,185,1.308113932609558,1.308113932609558,65,1778437498.358733,,,,,,,,,
0.5041654109954834,1.0,0.0,6099,2742.506675826,186,1.1931264400482178,1.1931264400482178,65,1778437517.8032773,,,,,,,,,
,,,6137,2758.828346416,187,,,65,1778437534.125118,0.561181902885437,1.2277551889419556,1.0,1.2277551889419556,0.0,,,,
0.6011662483215332,1.0,0.0,6149,2767.443499581,188,1.2230076789855957,1.2230076789855957,66,1778437542.740291,,,,,,,,,
0.5393107533454895,1.0,0.0,6199,2786.725455204,189,1.1944067478179932,1.1944067478179932,66,1778437562.022299,,,,,,,,,
,,,6230,2800.564833323,190,,,66,1778437575.861551,0.552499532699585,1.212665319442749,1.0,1.212665319442749,0.0,,,,
0.5704060792922974,1.0,0.0,6249,2811.830994107,191,1.255607008934021,1.255607008934021,67,1778437587.1277852,,,,,,,,,
0.5622817277908325,1.0,0.0,6299,2831.400437506,192,1.208007574081421,1.208007574081421,67,1778437606.6970637,,,,,,,,,
,,,6323,2842.227321268,193,,,67,1778437617.5239959,0.5644423365592957,1.2182127237319946,1.0,1.2182127237319946,0.0,,,,
0.5809957981109619,1.0,0.0,6349,2856.282483651,194,1.2536776065826416,1.2536776065826416,68,1778437631.579059,,,,,,,,,
0.4999340772628784,1.0,0.0,6399,2875.775928313,195,1.1194367408752441,1.1194367408752441,68,1778437651.072567,,,,,,,,,
,,,6416,2883.961740899,196,,,68,1778437659.2583659,0.5577366352081299,1.2220970392227173,1.0,1.2220970392227173,0.0,,,,
0.5836530327796936,1.0,0.0,6449,2900.624188389,197,1.294389009475708,1.294389009475708,69,1778437675.9210324,,,,,,,,,
0.5532222986221313,1.0,0.0,6499,2920.134655844,198,1.2097535133361816,1.2097535133361816,69,1778437695.4313095,,,,,,,,,
,,,6509,2925.703892702,199,,,69,1778437701.0006568,0.5603042244911194,1.2074239253997803,1.0,1.2074239253997803,0.0,,,,
0.5628095865249634,1.0,0.0,6549,2945.052492782,200,1.2492475509643555,1.2492475509643555,70,1778437720.3491464,,,,,,,,,
0.557639479637146,1.0,0.0,6599,2964.543178412,201,1.164337158203125,1.164337158203125,70,1778437739.8397672,,,,,,,,,
,,,6602,2967.312636011,202,,,70,1778437742.6093426,0.5587241649627686,1.2247313261032104,1.0,1.2247313261032104,0.0,,,,
0.5984119176864624,1.0,0.0,6649,2989.672625921,203,1.1985981464385986,1.1985981464385986,71,1778437764.969496,,,,,,,,,
,,,6695,3009.213220402,204,,,71,1778437784.5099661,0.5636413097381592,1.2181962728500366,1.0,1.2181962728500366,0.0,,,,
0.563690185546875,1.0,0.0,6699,3014.92005834,205,1.2009568214416504,1.2009568214416504,72,1778437790.216818,,,,,,,,,
0.5626574754714966,1.0,0.0,6749,3034.344319428,206,1.1945075988769531,1.1945075988769531,72,1778437809.6409528,,,,,,,,,
