epoch,_timestamp,_runtime,tloss_a_step,tloss_step,trainer/global_step,_step,tloss_s_step,w_accuracy_step,w_stability_step,tloss_s_epoch,tloss_epoch,w_accuracy_epoch,w_stability_epoch,tloss_a_epoch,RMSSC,RMSSE,sMAPE,sMAPC
15,1778817764.2988448,868.078194446,1.2661035060882568,1.1461430788040161,1399,42,0.46636736392974854,0.8500000238418579,0.15000000596046448,,,,,,,,,
15,1778817791.7605517,895.540027047,1.2126076221466064,1.1001627445220947,1449,43,0.46297457814216614,0.8500000238418579,0.15000000596046448,,,,,,,,,
15,1778817814.1106484,917.890088717,,,1487,44,,,,0.4577404260635376,1.148484230041504,0.849999189376831,0.14999987185001373,1.2703802585601807,,,,
16,1778817825.1407137,928.920064958,1.2504158020019531,1.1315021514892578,1499,45,0.4576578140258789,0.8500000238418579,0.15000000596046448,,,,,,,,,
16,1778817852.527538,956.307058652,1.335235357284546,1.2070896625518799,1549,46,0.4809305965900421,0.8500000238418579,0.15000000596046448,,,,,,,,,
16,1778817871.6195118,975.39905817,,,1580,47,,,,0.4632817804813385,1.1553252935409546,0.849999189376831,0.14999987185001373,1.277450442314148,,,,
17,1778817886.6047072,990.384040653,1.2207177877426147,1.1052300930023193,1599,48,0.45079928636550903,0.8500000238418579,0.15000000596046448,,,,,,,,,
17,1778817914.1223683,1017.901916598,1.2780132293701172,1.1559680700302124,1649,49,0.46437913179397583,0.8500000238418579,0.15000000596046448,,,,,,,,,
17,1778817929.0270255,1032.806438129,,,1673,50,,,,0.4560564160346985,1.1493412256240845,0.849999189376831,0.14999987185001373,1.2716857194900513,,,,
18,1778817948.0892794,1051.86862708,1.3330258131027222,1.1951004266738892,1699,51,0.4135223627090454,0.8500000238418579,0.15000000596046448,,,,,,,,,
18,1778817975.4698503,1079.249345415,1.267717719078064,1.1422309875488281,1749,52,0.43113911151885986,0.8500000238418579,0.15000000596046448,,,,,,,,,
18,1778817986.636993,1090.416502023,,,1766,53,,,,0.4538223445415497,1.1510536670684814,0.849999189376831,0.14999987185001373,1.274094581604004,,,,
19,1778818008.9596503,1112.739036591,1.3526153564453125,1.2124357223510742,1799,54,0.41808441281318665,0.8500000238418579,0.15000000596046448,,,,,,,,,
19,1778818036.387243,1140.166677511,1.2282483577728271,1.1099942922592163,1849,55,0.4398881793022156,0.8500000238418579,0.15000000596046448,,,,,,,,,
19,1778818043.9030747,1147.682433391,,,1859,56,,,,0.45172542333602905,1.1340302228927612,0.849999189376831,0.14999987185001373,1.2544368505477905,,,,
20,1778818070.000237,1173.779596008,1.392101764678955,1.250218152999878,1899,57,0.446210652589798,0.8500000238418579,0.15000000596046448,,,,,,,,,
20,1778818097.2604055,1201.03984174,1.352614402770996,1.224202036857605,1949,58,0.49653202295303345,0.8500000238418579,0.15000000596046448,,,,,,,,,
20,1778818100.6945899,1204.473992405,,,1952,59,,,,0.45221996307373047,1.1465860605239868,0.849999189376831,0.14999987185001373,1.269121527671814,,,,
21,1778818130.875629,1234.65496658,1.2934072017669678,1.167739987373352,1999,60,0.4556257724761963,0.8500000238418579,0.15000000596046448,,,,,,,,,
21,1778818158.0790823,1261.858804291,,,2045,61,,,,0.4532221853733063,1.1366047859191895,0.849999189376831,0.14999987185001373,1.2572013139724731,,,,
22,1778818164.9419823,1268.721314423,1.2686452865600586,1.1496864557266235,2049,62,0.4755859076976776,0.8500000238418579,0.15000000596046448,,,,,,,,,
22,1778818192.3511252,1296.130481811,1.2926740646362305,1.1695483922958374,2099,63,0.4718359410762787,0.8500000238418579,0.15000000596046448,,,,,,,,,
22,1778818215.6088405,1319.388593434,,,2138,64,,,,0.45950740575790405,1.1332653760910034,0.849999189376831,0.14999987185001373,1.2521640062332153,,,,
23,1778818226.232874,1330.012263554,1.2753303050994873,1.1548408269882202,2149,65,0.4720669090747833,0.8500000238418579,0.15000000596046448,,,,,,,,,
23,1778818253.6046684,1357.38397892,1.2489477396011353,1.1340513229370117,2199,66,0.48297184705734253,0.8500000238418579,0.15000000596046448,,,,,,,,,
23,1778818272.9076707,1376.687082655,,,2231,67,,,,0.45390942692756653,1.1281276941299438,0.849999189376831,0.14999987185001373,1.2471071481704712,,,,
24,1778818287.468992,1391.24841212,1.2239694595336914,1.1105821132659912,2249,68,0.4680534601211548,0.8500000238418579,0.15000000596046448,,,,,,,,,
24,1778818314.606746,1418.386086206,1.221207857131958,1.1039425134658813,2299,69,0.43943873047828674,0.8500000238418579,0.15000000596046448,,,,,,,,,
24,1778818330.1228619,1433.902269999,,,2324,70,,,,0.4526597261428833,1.1305822134017944,0.849999189376831,0.14999987185001373,1.2502155303955078,,,,
25,1778818348.1108718,1451.890353571,1.2327685356140137,1.1154309511184692,2349,71,0.4505179524421692,0.8500000238418579,0.15000000596046448,,,,,,,,,
25,1778818375.541028,1479.320405577,1.2166900634765625,1.0973440408706665,2399,72,0.4210493564605713,0.8500000238418579,0.15000000596046448,,,,,,,,,
25,1778818387.1537373,1490.933232753,,,2417,73,,,,0.44616591930389404,1.1234118938446045,0.849999189376831,0.14999987185001373,1.2429262399673462,,,,
26,1778818409.1935391,1512.973195018,1.2596535682678223,1.1341925859451294,2449,74,0.4232471287250519,0.8500000238418579,0.15000000596046448,,,,,,,,,
26,1778818436.55262,1540.331988028,1.2937015295028687,1.1621816158294678,2499,75,0.41690170764923096,0.8500000238418579,0.15000000596046448,,,,,,,,,
26,1778818444.5530725,1548.33248763,,,2510,76,,,,0.44691959023475647,1.141027569770813,0.849999189376831,0.14999987185001373,1.2635173797607422,,,,
27,1778818471.1930063,1574.972607356,1.205972671508789,1.0936050415039062,2549,77,0.45685526728630066,0.8500000238418579,0.15000000596046448,,,,,,,,,
27,1778818498.8180816,1602.597500333,1.2778339385986328,1.1519379615783691,2599,78,0.43852752447128296,0.8500000238418579,0.15000000596046448,,,,,,,,,
27,1778818502.85234,1606.631788992,,,2603,79,,,,0.452070951461792,1.1377030611038208,0.849999189376831,0.14999987185001373,1.2586967945098877,,,,
28,1778818532.7308528,1636.510339114,1.1933670043945312,1.0832383632659912,2649,80,0.45917612314224243,0.8500000238418579,0.15000000596046448,,,,,,,,,
28,1778818560.591253,1664.370705327,,,2696,81,,,,0.45400044322013855,1.125329852104187,0.849999189376831,0.14999987185001373,1.2437998056411743,,,,
29,1778818566.6171114,1670.396441618,1.2549179792404175,1.1311091184616089,2699,82,0.42952513694763184,0.8500000238418579,0.15000000596046448,,,,,,,,,
29,1778818594.236921,1698.016490293,1.222137451171875,1.1076574325561523,2749,83,0.458937406539917,0.8500000238418579,0.15000000596046448,,,,,,,,,
29,1778818617.9274004,1721.70684707,,,2789,84,,,,0.4509051442146301,1.1239347457885742,0.849999189376831,0.14999987185001373,1.2427046298980713,,,,
30,1778818627.7055352,1731.484866044,1.255122423171997,1.1351876258850098,2799,85,0.45555686950683594,0.8500000238418579,0.15000000596046448,,,,,,,,,
30,1778818655.4520226,1759.231499353,1.2961835861206055,1.1667166948318481,2849,86,0.4330708384513855,0.8500000238418579,0.15000000596046448,,,,,,,,,
30,1778818675.4866729,1779.266110128,,,2882,87,,,,0.44983911514282227,1.1315590143203735,0.849999189376831,0.14999987185001373,1.2518627643585205,,,,
31,1778818689.3733888,1793.152737497,1.2819392681121826,1.15931236743927,2899,88,0.46442630887031555,0.8500000238418579,0.15000000596046448,,,,,,,,,
31,1778818716.9281538,1820.70768671,1.2798616886138916,1.1542344093322754,2949,89,0.44234606623649597,0.8500000238418579,0.15000000596046448,,,,,,,,,
31,1778818732.7233436,1836.502837781,,,2975,90,,,,0.4459052085876465,1.1273643970489502,0.849999189376831,0.14999987185001373,1.247621774673462,,,,
32,1778818750.7255847,1854.50488099,1.1970927715301514,1.094264268875122,2999,91,0.5115694999694824,0.8500000238418579,0.15000000596046448,,,,,,,,,
32,1778818777.9684045,1881.74791975,1.1834592819213867,1.0653221607208252,3049,92,0.3958781063556671,0.8500000238418579,0.15000000596046448,,,,,,,,,
32,1778818790.4982128,1894.277636988,,,3068,93,,,,0.4491714835166931,1.1362717151641846,0.849999189376831,0.14999987185001373,1.2575246095657349,,,,
33,1778818812.4286509,1916.208065536,1.279297113418579,1.1510989665985107,3099,94,0.42464277148246765,0.8500000238418579,0.15000000596046448,,,,,,,,,
33,1778818840.1112113,1943.890798285,1.2514865398406982,1.1287505626678467,3149,95,0.4332461953163147,0.8500000238418579,0.15000000596046448,,,,,,,,,
33,1778818848.2111554,1951.990556141,,,3161,96,,,,0.443370521068573,1.123202919960022,0.849999189376831,0.14999987185001373,1.2431731224060059,,,,
34,1778818874.0456574,1977.82500765,1.154188632965088,1.0421817302703857,3199,97,0.40747588872909546,0.8500000238418579,0.15000000596046448,,,,,,,,,
34,1778818901.309806,2005.089258915,1.1935360431671143,1.0760698318481445,3249,98,0.4104282259941101,0.8500000238418579,0.15000000596046448,,,,,,,,,
34,1778818906.1197133,2009.899432916,,,3254,99,,,,0.45072174072265625,1.1211060285568237,0.849999189376831,0.14999987185001373,1.2394089698791504,,,,
35,1778818935.6446779,2039.424050804,1.2795568704605103,1.1531896591186523,3299,100,0.43710896372795105,0.8500000238418579,0.15000000596046448,,,,,,,,,
35,1778818963.672168,2067.451828167,,,3347,101,,,,0.4486899971961975,1.1270636320114136,0.849999189376831,0.14999987185001373,1.2467769384384155,,,,
36,1778818969.26083,2073.040139816,1.207576036453247,1.0940972566604614,3349,102,0.4510505199432373,0.8500000238418579,0.15000000596046448,,,,,,,,,
36,1778818996.9421816,2100.721550419,1.2608516216278076,1.1407707929611206,3399,103,0.4603123664855957,0.8500000238418579,0.15000000596046448,,,,,,,,,
36,1778819021.1841402,2124.963788263,,,3440,104,,,,0.4484138488769531,1.1253856420516968,0.849999189376831,0.14999987185001373,1.2448508739471436,,,,
37,1778819030.5040197,2134.283347141,1.2253992557525635,1.1059314012527466,3449,105,0.42894691228866577,0.8500000238418579,0.15000000596046448,,,,,,,,,
37,1778819058.0521767,2161.831611363,1.2223732471466064,1.101124882698059,3499,106,0.4140503406524658,0.8500000238418579,0.15000000596046448,,,,,,,,,
37,1778819078.414167,2182.193990371,,,3533,107,,,,0.453624963760376,1.1244676113128662,0.849999189376831,0.14999987185001373,1.2428516149520874,,,,
38,1778819091.7367754,2195.516169448,1.238702416419983,1.1207430362701416,3549,108,0.4523061513900757,0.8500000238418579,0.15000000596046448,,,,,,,,,
38,1778819119.5707195,2223.35007039,1.242832899093628,1.1243089437484741,3599,109,0.45267248153686523,0.8500000238418579,0.15000000596046448,,,,,,,,,
38,1778819136.393508,2240.17326691,,,3626,110,,,,0.45072969794273376,1.1148618459701538,0.849999189376831,0.14999987185001373,1.2320611476898193,,,,
39,1778819153.7315261,2257.510947547,1.189511775970459,1.075553297996521,3649,111,0.4297885298728943,0.8500000238418579,0.15000000596046448,,,,,,,,,
39,1778819181.4074688,2285.186829249,1.2791904211044312,1.1491968631744385,3699,112,0.4125669002532959,0.8500000238418579,0.15000000596046448,,,,,,,,,
39,1778819194.4441378,2298.223509652,,,3719,113,,,,0.44979456067085266,1.125118613243103,0.849999189376831,0.14999987185001373,1.2442935705184937,,,,
40,1778819215.6191068,2319.398557951,1.235906720161438,1.1163393259048462,3749,114,0.43879032135009766,0.8500000238418579,0.15000000596046448,,,,,,,,,
40,1778819242.8679235,2346.64728169,1.2310281991958618,1.1158889532089233,3799,115,0.46343308687210083,0.8500000238418579,0.15000000596046448,,,,,,,,,
40,1778819251.885654,2355.665133812,,,3812,116,,,,0.44742876291275024,1.1213998794555664,0.849999189376831,0.14999987185001373,1.2403359413146973,,,,
41,1778819276.730232,2380.509734574,1.2076406478881836,1.089695692062378,3849,117,0.4213407635688782,0.8500000238418579,0.15000000596046448,,,,,,,,,
41,1778819304.4983287,2408.277746079,1.1835038661956787,1.0727379322052002,3899,118,0.4450639486312866,0.8500000238418579,0.15000000596046448,,,,,,,,,
41,1778819309.6299944,2413.409426045,,,3905,119,,,,0.4485250413417816,1.1216273307800293,0.849999189376831,0.14999987185001373,1.2404098510742188,,,,
42,1778819338.9901488,2442.769634501,1.2047815322875977,1.0900344848632812,3949,120,0.43980151414871216,0.8500000238418579,0.15000000596046448,,,,,,,,,
42,1778819367.6063447,2471.385832717,,,3998,121,,,,0.43848225474357605,1.115191102027893,0.849999189376831,0.14999987185001373,1.2346101999282837,,,,
43,1778819372.6477523,2476.427150457,1.1922887563705444,1.0757107734680176,3999,122,0.4151016175746918,0.8500000238418579,0.15000000596046448,,,,,,,,,
43,1778819400.0337427,2503.813238453,1.2777395248413086,1.1528849601745605,4049,123,0.4453754425048828,0.8500000238418579,0.15000000596046448,,,,,,,,,
43,1778819425.0665908,2528.846164845,,,4091,124,,,,0.449392169713974,1.1185274124145508,0.849999189376831,0.14999987185001373,1.2366102933883667,,,,
44,1778819434.161429,2537.940819045,1.197784423828125,1.083325743675232,4099,125,0.4347262978553772,0.8500000238418579,0.15000000596046448,,,,,,,,,
44,1778819461.6833372,2565.462827299,1.2761965990066528,1.152305245399475,4149,126,0.45025452971458435,0.8500000238418579,0.15000000596046448,,,,,,,,,
44,1778819483.1019683,2586.881369326,,,4184,127,,,,0.4384297728538513,1.1165249347686768,0.849999189376831,0.14999987185001373,1.236188530921936,,,,
45,1778819496.088087,2599.86744424,1.3415162563323975,1.2072213888168335,4199,128,0.4462169408798218,0.8500000238418579,0.15000000596046448,,,,,,,,,
45,1778819523.5622723,2627.341784202,1.3068549633026123,1.177180528640747,4249,129,0.44235852360725403,0.8500000238418579,0.15000000596046448,,,,,,,,,
45,1778819540.883882,2644.663593805,,,4277,130,,,,0.4408276081085205,1.1302040815353394,0.849999189376831,0.14999987185001373,1.2518584728240967,,,,
46,1778819558.1653712,2661.944787302,1.2496352195739746,1.1269949674606323,4299,131,0.43203336000442505,0.8500000238418579,0.15000000596046448,,,,,,,,,
46,1778819585.5514772,2689.330985229,1.1963857412338257,1.085688591003418,4349,132,0.4584043622016907,0.8500000238418579,0.15000000596046448,,,,,,,,,
46,1778819599.314213,2703.093649989,,,4370,133,,,,0.43907439708709717,1.1128370761871338,0.849999189376831,0.14999987185001373,1.231736421585083,,,,
47,1778819620.0215101,2723.800849856,1.2251179218292236,1.105566143989563,4399,134,0.428105890750885,0.8500000238418579,0.15000000596046448,,,,,,,,,
47,1778819647.4315066,2751.211007397,1.2229576110839844,1.1030216217041016,4449,135,0.4233848750591278,0.8500000238418579,0.15000000596046448,,,,,,,,,
47,1778819656.924575,2760.704030869,,,4463,136,,,,0.4445476830005646,1.1132487058639526,0.849999189376831,0.14999987185001373,1.2312546968460083,,,,
48,1778819681.410915,2785.190278654,1.203904390335083,1.0906968116760254,4499,137,0.4491865336894989,0.8500000238418579,0.15000000596046448,,,,,,,,,
48,1778819708.5956974,2812.37507625,1.182099461555481,1.0709607601165771,4549,138,0.4411742091178894,0.8500000238418579,0.15000000596046448,,,,,,,,,
48,1778819714.5502615,2818.329708118,,,4556,139,,,,0.44324517250061035,1.1111183166503906,0.849999189376831,0.14999987185001373,1.2289780378341675,,,,
49,1778819742.7246659,2846.50398532,1.2097809314727783,1.0952787399291992,4599,140,0.44643259048461914,0.8500000238418579,0.15000000596046448,,,,,,,,,
49,1778819770.14713,2873.926657742,1.18699049949646,1.0731958150863647,4649,141,0.4283590018749237,0.8500000238418579,0.15000000596046448,,,,,,,,,
49,1778819772.0358918,2875.815277072,,,4649,142,,,,0.4431288242340088,1.1084696054458618,0.849999189376831,0.14999987185001373,1.2258825302124023,,,,
50,1778819803.9312136,2907.710580191,1.1691615581512451,1.0548226833343506,4699,143,0.4069019556045532,0.8500000238418579,0.15000000596046448,,,,,,,,,
50,1778819829.43516,2933.21463325,,,4742,144,,,,0.430187463760376,1.1024342775344849,0.849999189376831,0.14999987185001373,1.2210663557052612,,,,
51,1778819837.6816728,2941.461077363,1.169649362564087,1.0591833591461182,4749,145,0.43320947885513306,0.8500000238418579,0.15000000596046448,,,,,,,,,
51,1778819865.502551,2969.281862446,1.2437413930892944,1.1221364736557007,4799,146,0.4330419600009918,0.8500000238418579,0.15000000596046448,,,,,,,,,
51,1778819887.1407485,2990.920318998,,,4835,147,,,,0.44836241006851196,1.1200106143951416,0.849999189376831,0.14999987185001373,1.2385368347167969,,,,
52,1778819899.3667355,3003.146142653,1.2438372373580933,1.1216990947723389,4849,148,0.4295823276042938,0.8500000238418579,0.15000000596046448,,,,,,,,,
52,1778819926.886541,3030.665938094,1.1477727890014648,1.0344570875167847,4899,149,0.39233410358428955,0.8500000238418579,0.15000000596046448,,,,,,,,,
52,1778819944.856513,3048.636056,,,4928,150,,,,0.4457088112831116,1.1155457496643066,0.849999189376831,0.14999987185001373,1.2337522506713867,,,,
53,1778819961.1391757,3064.918547734,1.2330180406570435,1.1144392490386963,4949,151,0.4424932599067688,0.8500000238418579,0.15000000596046448,,,,,,,,,
53,1778819988.8285213,3092.607878327,1.2433949708938599,1.1274908781051636,4999,152,0.47070086002349854,0.8500000238418579,0.15000000596046448,,,,,,,,,
53,1778820002.4686506,3106.248320823,,,5021,153,,,,0.4486229717731476,1.1301017999649048,0.849999189376831,0.14999987185001373,1.2503628730773926,,,,
54,1778820022.6205125,3126.399966247,1.1882150173187256,1.074026346206665,5049,154,0.4269565939903259,0.8500000238418579,0.15000000596046448,,,,,,,,,
54,1778820050.105958,3153.885297147,1.2188913822174072,1.105433702468872,5099,155,0.4625067114830017,0.8500000238418579,0.15000000596046448,,,,,,,,,
54,1778820060.179249,3163.958931371,,,5114,156,,,,0.4399699568748474,1.1003834009170532,0.849999189376831,0.14999987185001373,1.2169269323349,,,,
55,1778820083.831852,3187.611136525,1.2247624397277832,1.1118358373641968,5149,157,0.47191837430000305,0.8500000238418579,0.15000000596046448,,,,,,,,,
55,1778820111.2951996,3215.074559419,1.2479853630065918,1.1296125650405884,5199,158,0.4588330090045929,0.8500000238418579,0.15000000596046448,,,,,,,,,
55,1778820117.4969041,3221.276274762,,,5207,159,,,,0.43835851550102234,1.1057535409927368,0.849999189376831,0.14999987185001373,1.2235289812088013,,,,
56,1778820145.302764,3249.082325047,1.2272193431854248,1.1117316484451294,5249,160,0.4573008418083191,0.8500000238418579,0.15000000596046448,,,,,,,,,
56,1778820172.7679105,3276.547244409,1.2259918451309204,1.1145778894424438,5299,161,0.48323220014572144,0.8500000238418579,0.15000000596046448,,,,,,,,,
56,1778820175.2003872,3278.979776958,,,5300,162,,,,0.4400815963745117,1.11045503616333,0.849999189376831,0.14999987185001373,1.2287557125091553,,,,
57,1778820206.6640217,3310.443559531,1.2024970054626465,1.0879520177841187,5349,163,0.438863068819046,0.8500000238418579,0.15000000596046448,,,,,,,,,
57,1778820232.6647282,3336.444224836,,,5393,164,,,,0.4440769553184509,1.103525996208191,0.849999189376831,0.14999987185001373,1.219899296760559,,,,
58,1778820240.684307,3344.463671574,1.2531980276107788,1.1351144313812256,5399,165,0.4659743309020996,0.8500000238418579,0.15000000596046448,,,,,,,,,
58,1778820268.1147509,3371.894235944,1.2437725067138672,1.1225805282592773,5449,166,0.43582582473754883,0.8500000238418579,0.15000000596046448,,,,,,,,,
58,1778820290.2873533,3394.066785781,,,5486,167,,,,0.44301334023475647,1.1318811178207397,0.849999189376831,0.14999987185001373,1.2534459829330444,,,,
59,1778820302.1669195,3405.946236553,1.202646017074585,1.086959719657898,5499,168,0.43140384554862976,0.8500000238418579,0.15000000596046448,,,,,,,,,
59,1778820329.3021758,3433.081656129,1.179086446762085,1.0618019104003906,5549,169,0.3971896767616272,0.8500000238418579,0.15000000596046448,,,,,,,,,
59,1778820347.8276517,3451.607098354,,,5579,170,,,,0.44159141182899475,1.1101053953170776,0.849999189376831,0.14999987185001373,1.2280786037445068,,,,
60,1778820363.1966581,3466.975975575,1.2847728729248047,1.1624555587768555,5599,171,0.4693238139152527,0.8500000238418579,0.15000000596046448,,,,,,,,,
60,1778820390.9249434,3494.704436007,1.1681368350982666,1.0563888549804688,5649,172,0.42314988374710083,0.8500000238418579,0.15000000596046448,,,,,,,,,
60,1778820405.237987,3509.017415422,,,5672,173,,,,0.4393600821495056,1.105494499206543,0.849999189376831,0.14999987185001373,1.2230474948883057,,,,
61,1778820424.8283055,3528.607674113,1.2728139162063599,1.146697998046875,5699,174,0.4320407509803772,0.8500000238418579,0.15000000596046448,,,,,,,,,
61,1778820451.8442779,3555.623739794,1.1914396286010742,1.0832527875900269,5749,175,0.47019368410110474,0.8500000238418579,0.15000000596046448,,,,,,,,,
61,1778820462.3245401,3566.103981312,,,5765,176,,,,0.4398595690727234,1.1041343212127686,0.849999189376831,0.14999987185001373,1.2213588953018188,,,,
62,1778820485.8961065,3589.675385726,1.214264988899231,1.0992581844329834,5799,177,0.44755274057388306,0.8500000238418579,0.15000000596046448,,,,,,,,,
62,1778820513.144775,3616.924313105,1.2289950847625732,1.1111509799957275,5849,178,0.44336697459220886,0.8500000238418579,0.15000000596046448,,,,,,,,,
62,1778820520.146699,3623.926130171,,,5858,179,,,,0.4395514130592346,1.1095430850982666,0.849999189376831,0.14999987185001373,1.2277765274047852,,,,
63,1778820547.1398692,3650.919163107,1.216890811920166,1.1101207733154297,5899,180,0.5050909519195557,0.8500000238418579,0.15000000596046448,,,,,,,,,
