experiment,run_id,sMAPE,RMSSE,RMSSC,sMAPC
NHITS_A_Scratch_Standard_seed1,2u03kymc,13.5320405960083,1.159242868423462,0.8516445755958557,11.181899070739746
NHITS_B_Scratch_Stabilized_seed1,v88b9jqe,13.565738677978516,1.1679493188858032,0.8565019369125366,11.163434028625488
NHITS_C_TL_Standard_pretrain_seed1,v0hrzes0,9.51490306854248,1.2579342126846313,0.5830298662185669,4.203615188598633
NHITS_D_TL_Stabilized_pretrain_seed1,5gl0atq7,9.79014778137207,1.32582426071167,0.5442115664482117,3.9974043369293213
NHITS_C_TL_Standard_finetune_seed1,6rvcpjjp,11.575748443603516,1.0589579343795776,0.44535017013549805,4.368695259094238
NHITS_D_TL_Stabilized_finetune_seed1,cob25fri,11.553732872009277,1.0558816194534302,0.42122894525527954,4.080117225646973
NHITS_E_ZeroShot_Standard_seed1,11044gi2,11.702346801757812,1.0927826166152954,0.4613674283027649,4.608310699462891
NHITS_E_ZeroShot_Stabilized_seed1,vb01e62g,11.81673526763916,1.1265077590942383,0.433340847492218,4.530852794647217
