series_id,scenario,arch,variant,sMAPE,RMSSE,sMAPC,RMSSC,model
598,ZeroShot,NHITS,Stabilized,15.92014587842501,1.0768026938805213,8.829353405879093,0.5396574185444758,NHITS_Stabilized
598,ZeroShot,NHITS,Standard,15.492847442626953,1.044138131233362,8.49518425648029,0.5220016699570876,NHITS_Standard
599,Scratch,NBEATS,Stabilized,26.27084570664626,0.6813273315246289,13.127288524921124,0.36596335814549374,NBEATS_Stabilized
599,Scratch,NBEATS,Standard,25.01943456209623,0.6566178752825811,15.682036143082838,0.4028523633113274,NBEATS_Standard
599,Scratch,NHITS,Stabilized,27.757477100078876,0.7554850051036248,26.15663117628831,0.6486704280743232,NHITS_Stabilized
599,Scratch,NHITS,Standard,29.66156504704402,0.772142612017118,22.437738051781288,0.5829234650501838,NHITS_Standard
599,TL,NBEATS,Stabilized,21.87878388624925,0.5422222843536963,8.04878596159128,0.2105194805906369,NBEATS_Stabilized
599,TL,NBEATS,Standard,22.560941842886116,0.5563099200908954,6.523887707636907,0.16413479584913987,NBEATS_Standard
599,TL,NHITS,Stabilized,23.434179892906776,0.5884831249713898,7.588860181661753,0.20662887222491777,NHITS_Stabilized
599,TL,NHITS,Standard,24.039560317993164,0.6052476649100964,12.84645337324876,0.30864762457517475,NHITS_Standard
599,ZeroShot,NBEATS,Stabilized,22.030270943274864,0.5578946287815387,9.33213028540978,0.2543536430368057,NBEATS_Stabilized
599,ZeroShot,NBEATS,Standard,20.935002987201397,0.5410928909595196,8.551322240095873,0.22007436362596658,NBEATS_Standard
599,ZeroShot,NHITS,Stabilized,23.559304310725285,0.5961867708426255,10.06071871977586,0.2607742049373113,NHITS_Stabilized
599,ZeroShot,NHITS,Standard,23.557661056518555,0.5981601568368765,11.641702395219069,0.29114108704603636,NHITS_Standard
600,Scratch,NBEATS,Stabilized,28.814800115732048,0.8257887363433838,14.933365675119253,0.49697404641371506,NBEATS_Stabilized
600,Scratch,NBEATS,Standard,29.722196578979492,0.8316145034936758,15.7395129937392,0.5474094605216613,NBEATS_Standard
600,Scratch,NHITS,Stabilized,30.788023435152493,0.9451896731670086,25.9387264251709,0.9712066650390625,NHITS_Stabilized
600,Scratch,NHITS,Standard,31.838905627910908,0.9404461567218487,22.818369131821854,0.7967619276963748,NHITS_Standard
600,TL,NBEATS,Stabilized,27.794114479651817,0.7845876835859739,6.088025459876428,0.19845311859479317,NBEATS_Stabilized
600,TL,NBEATS,Standard,28.20860899411715,0.8020217556219834,6.410657772651086,0.21642786321731713,NBEATS_Standard
600,TL,NHITS,Stabilized,28.153526599590595,0.7857138331119831,5.958245882621179,0.19269289305576912,NHITS_Stabilized
600,TL,NHITS,Standard,28.274075361398552,0.80233178459681,8.122552229807926,0.265694518501942,NHITS_Standard
600,ZeroShot,NBEATS,Stabilized,28.518529671889084,0.8144557498968564,6.20865876858051,0.2121053681923793,NBEATS_Stabilized
600,ZeroShot,NBEATS,Standard,28.720067537747898,0.8269828924765954,7.9581122031578655,0.2692753386039,NBEATS_Standard
600,ZeroShot,NHITS,Stabilized,28.273286232581505,0.8043212477977459,6.950651819889362,0.23347176611423492,NHITS_Stabilized
600,ZeroShot,NHITS,Standard,28.866157898536095,0.8448792925247779,7.340947297903208,0.2526309857001671,NHITS_Standard
601,Scratch,NBEATS,Stabilized,9.544514142549955,0.9278551156704242,8.344776116884672,0.7956959926165067,NBEATS_Stabilized
601,Scratch,NBEATS,Standard,9.229901863978458,0.9543332549241873,8.447061923833994,0.7724396380094382,NBEATS_Standard
601,Scratch,NHITS,Stabilized,11.023253991053654,1.0863029154447408,10.24443164238563,0.9288186293381911,NHITS_Stabilized
601,Scratch,NHITS,Standard,11.618248829474815,1.148124791108645,11.494422068962685,1.0550212355760427,NHITS_Standard
601,TL,NBEATS,Stabilized,9.568690556746263,0.9747002537433918,3.7529818140543423,0.32043734250160366,NBEATS_Stabilized
601,TL,NBEATS,Standard,9.821139849149263,0.9885395169258118,3.3230233100744395,0.2925257161259651,NBEATS_Standard
601,TL,NHITS,Stabilized,9.449179502633902,0.9751481413841248,3.239683371323806,0.29127679192102873,NHITS_Stabilized
601,TL,NHITS,Standard,9.705886730780968,0.9969159456399771,4.0368979710799,0.34786430918253386,NHITS_Standard
601,ZeroShot,NBEATS,Stabilized,9.425933911250187,0.9584227892068716,4.463799096070803,0.38186319315662753,NBEATS_Stabilized
601,ZeroShot,NBEATS,Standard,9.676636695861816,0.9718047838944656,4.250054799593412,0.37701655838351983,NBEATS_Standard
601,ZeroShot,NHITS,Stabilized,9.341644287109375,0.9586367607116699,5.369342217078576,0.47261594923642963,NHITS_Stabilized
601,ZeroShot,NHITS,Standard,9.356392236856314,0.9588838448891273,4.666215814076937,0.40932561170596343,NHITS_Standard
602,Scratch,NBEATS,Stabilized,17.392943180524387,3.0145951326076803,6.066418886184692,1.1928409888194158,NBEATS_Stabilized
602,Scratch,NBEATS,Standard,17.401274094214806,3.0424959567876964,6.526737268154438,1.2897054025760064,NBEATS_Standard
602,Scratch,NHITS,Stabilized,18.925503253936768,3.2164858258687534,9.140172554896427,1.8352084526648889,NHITS_Stabilized
602,Scratch,NHITS,Standard,19.704823457277737,3.376263664318965,7.763739054019634,1.67969460441516,NHITS_Standard
602,TL,NBEATS,Stabilized,13.620466544077946,2.448374452499243,5.056252186114971,0.8974490400690299,NBEATS_Stabilized
602,TL,NBEATS,Standard,13.309228484447186,2.4185729508216562,4.931185635236593,0.8851792651873368,NBEATS_Standard
602,TL,NHITS,Stabilized,13.627898583045372,2.499657385624372,5.139312858764942,0.848701420884866,NHITS_Stabilized
602,TL,NHITS,Standard,13.883295132563664,2.568588761182932,5.003915346585787,0.8313634533148545,NHITS_Standard
602,ZeroShot,NBEATS,Stabilized,13.002334833145142,2.3762608674856334,5.471365389915613,0.9610259292217401,NBEATS_Stabilized
602,ZeroShot,NBEATS,Standard,13.992997793050913,2.507120822484677,5.735932849920713,1.0000211464670987,NBEATS_Standard
602,ZeroShot,NHITS,Stabilized,13.908189810239351,2.5682012049051433,5.498802785690014,0.8719672824327762,NHITS_Stabilized
602,ZeroShot,NHITS,Standard,14.518958146755512,2.657720978443439,5.963214012292715,0.9187861692446929,NHITS_Standard
603,Scratch,NBEATS,Stabilized,2.2589916449326735,0.5527209960497342,2.395589049045856,0.5779972500525988,NBEATS_Stabilized
603,Scratch,NBEATS,Standard,2.0899330836076,0.49954182368058425,2.515046307673821,0.6014101310418203,NBEATS_Standard
603,Scratch,NHITS,Stabilized,2.533379398859464,0.6230547359356513,3.1467299186266384,0.7507270173384593,NHITS_Stabilized
603,Scratch,NHITS,Standard,2.831020346054664,0.6433498079960163,3.1013588446837206,0.7579455559070294,NHITS_Standard
603,TL,NBEATS,Stabilized,2.210417307340182,0.4903015952843886,1.9328603125535524,0.4014169482084421,NBEATS_Stabilized
603,TL,NBEATS,Standard,2.199912969882672,0.49984251306607175,2.0415722613151255,0.4206865939956445,NBEATS_Standard
603,TL,NHITS,Stabilized,2.1004270865367007,0.49348946718069225,1.974889182127439,0.40830020893078584,NHITS_Stabilized
603,TL,NHITS,Standard,2.0391685595879188,0.4759306013584137,1.767060738343459,0.36661474062846255,NHITS_Standard
603,ZeroShot,NBEATS,Stabilized,2.381233527110173,0.5310417253237504,2.0619204342365265,0.4344199551985814,NBEATS_Stabilized
603,ZeroShot,NBEATS,Standard,2.743375530609718,0.6140042566336118,2.1319842097850947,0.43605165957258296,NBEATS_Standard
603,ZeroShot,NHITS,Stabilized,2.380910350726201,0.545423665871987,2.1314178567666273,0.43711436826449174,NHITS_Stabilized
603,ZeroShot,NHITS,Standard,2.311227954350985,0.534068417090636,2.0368946355122786,0.42078858327407104,NHITS_Standard
604,Scratch,NBEATS,Stabilized,4.800773840684157,0.9418283930191627,2.8742201786774855,0.5650579826189921,NBEATS_Stabilized
604,Scratch,NBEATS,Standard,4.595492445505583,0.9344852612568781,3.246900585981516,0.6574528217315674,NBEATS_Standard
604,Scratch,NHITS,Stabilized,5.078149850551899,1.0326914535118983,3.8314847212571363,0.765859780403284,NHITS_Stabilized
604,Scratch,NHITS,Standard,5.747128963470459,1.1590857001451345,3.922246346106896,0.7933218547931085,NHITS_Standard
604,TL,NBEATS,Stabilized,5.820858882023738,1.126012650819925,1.9952654059116657,0.360736779582042,NBEATS_Stabilized
604,TL,NBEATS,Standard,5.761012664208045,1.113906516478612,1.898137853695796,0.3367302188506493,NBEATS_Standard
604,TL,NHITS,Stabilized,5.663496787731464,1.096732763143686,2.089889326920876,0.37676243713268864,NHITS_Stabilized
604,TL,NHITS,Standard,5.805380197671743,1.130676764708299,2.4887594397251425,0.4473072588443756,NHITS_Standard
604,ZeroShot,NBEATS,Stabilized,5.9993822024418755,1.1534307644917414,2.4534612710659323,0.4392576343738116,NBEATS_Stabilized
604,ZeroShot,NBEATS,Standard,5.953732123741736,1.1525697341332068,1.931947527023462,0.34356244137653935,NBEATS_Standard
604,ZeroShot,NHITS,Stabilized,5.872528314590454,1.1330679150728078,2.3184771354381857,0.412124114540907,NHITS_Stabilized
